L,gm/Id,Vds_sat
4.5e-07,14.0705,0.0437433
4.5e-07,13.8578,0.0437433
4.5e-07,13.6457,0.0437433
4.5e-07,13.4342,0.0437433
4.5e-07,13.2235,0.0437433
4.5e-07,13.0137,0.0437433
4.5e-07,12.8047,0.0437433
4.5e-07,12.5968,0.0437433
4.5e-07,12.3899,0.0437433
4.5e-07,12.1841,0.0437433
4.5e-07,11.9795,0.0437433
4.5e-07,11.7762,0.0437433
4.5e-07,11.5742,0.0437433
4.5e-07,11.3737,0.0437433
4.5e-07,11.1746,0.0437433
4.5e-07,10.977,0.0437433
4.5e-07,10.781,0.0437433
4.5e-07,10.5866,0.0437433
4.5e-07,10.3939,0.0437433
4.5e-07,10.203,0.0437433
4.5e-07,10.0138,0.0437433
4.5e-07,9.82652,0.0437433
4.5e-07,9.64109,0.0437433
4.5e-07,9.45759,0.0437433
4.5e-07,9.27604,0.0437433
4.5e-07,9.09651,0.0437433
4.5e-07,8.91901,0.0437433
4.5e-07,8.74358,0.0437433
4.5e-07,8.57025,0.0437433
4.5e-07,8.39905,0.0437433
4.5e-07,8.23001,0.0437433
4.5e-07,8.06315,0.0437433
4.5e-07,7.89849,0.0437433
4.5e-07,7.73605,0.0437433
4.5e-07,7.57584,0.0437433
4.5e-07,7.41789,0.0437433
4.5e-07,7.2622,0.0437433
4.5e-07,7.10879,0.0437433
4.5e-07,6.95767,0.0437433
4.5e-07,6.80883,0.0437433
4.5e-07,6.66229,0.0437433
4.5e-07,6.51804,0.0437433
4.5e-07,6.37609,0.0437433
4.5e-07,6.23645,0.0437433
4.5e-07,6.09909,0.0437433
4.5e-07,5.96403,0.0437433
4.5e-07,5.83125,0.0437433
4.5e-07,5.70075,0.0437433
4.5e-07,5.57252,0.0437433
4.5e-07,5.44655,0.0437433
4.5e-07,5.32282,0.0437433
4.5e-07,5.20133,0.0437433
4.5e-07,5.08206,0.0437433
4.5e-07,4.96499,0.0437433
4.5e-07,4.85011,0.0437433
4.5e-07,4.7374,0.0437433
4.5e-07,4.62684,0.0437433
4.5e-07,4.51841,0.0437433
4.5e-07,4.41209,0.0437433
4.5e-07,4.30787,0.0437433
4.5e-07,4.20571,0.0437433
4.5e-07,4.1056,0.0437433
4.5e-07,4.00752,0.0437433
4.5e-07,3.91143,0.0437433
4.5e-07,3.81732,0.0437433
4.5e-07,3.72515,0.0437433
4.5e-07,3.63491,0.0437433
4.5e-07,3.54657,0.0437433
4.5e-07,3.4601,0.0437433
4.5e-07,3.37548,0.0437433
4.5e-07,3.29268,0.0437433
4.5e-07,3.21167,0.0437433
4.5e-07,3.13242,0.0437433
4.5e-07,3.05491,0.0437433
4.5e-07,2.97911,0.0437433
4.5e-07,2.905,0.0437433
4.5e-07,2.83253,0.0437433
4.5e-07,2.7617,0.0437433
4.5e-07,2.69246,0.0437433
4.5e-07,2.6248,0.0437433
4.5e-07,2.55868,0.0437433
4.5e-07,2.49408,0.0437433
4.5e-07,2.43097,0.0437433
4.5e-07,2.36931,0.0437433
4.5e-07,2.3091,0.0437433
4.5e-07,2.25029,0.0437433
4.5e-07,2.19286,0.0437433
4.5e-07,2.13679,0.0437433
4.5e-07,2.08204,0.0437433
4.5e-07,2.0286,0.0437433
4.5e-07,1.97643,0.0437433
4.5e-07,1.92551,0.0437433
4.5e-07,1.87582,0.0437433
4.5e-07,1.82733,0.0437433
4.5e-07,1.78001,0.0437433
4.5e-07,1.73384,0.0437433
4.5e-07,1.6888,0.0437433
4.5e-07,1.64486,0.0437433
4.5e-07,1.602,0.0437433
4.5e-07,1.5602,0.0437433
4.5e-07,1.51943,0.0437433
4.5e-07,1.47966,0.0437433
4.5e-07,1.44089,0.0437433
4.5e-07,1.40308,0.0437433
4.5e-07,1.36622,0.0437433
4.5e-07,1.33028,0.0437433
4.5e-07,1.29524,0.0437433
4.5e-07,1.26108,0.0437433
4.5e-07,1.22779,0.0437433
4.5e-07,1.19534,0.0437433
4.5e-07,1.16371,0.0437433
4.5e-07,1.13288,0.0437433
4.5e-07,1.10284,0.0437433
4.5e-07,1.07356,0.0437433
4.5e-07,1.04504,0.0437433
4.5e-07,1.01724,0.0437433
4.5e-07,0.990156,0.0437433
4.5e-07,0.96377,0.0437433
4.5e-07,0.938063,0.0437433
4.5e-07,0.913019,0.0437433
4.5e-07,0.888623,0.0437433
4.5e-07,0.864858,0.0437433
4.5e-07,0.84171,0.0437433
4.5e-07,0.819163,0.0437433
4.5e-07,0.797203,0.0437433
4.5e-07,0.775814,0.0437433
4.5e-07,0.754984,0.0437433
4.5e-07,0.734698,0.0437433
4.5e-07,0.714943,0.0437433
4.5e-07,0.695706,0.0437433
4.5e-07,0.676973,0.0437433
4.5e-07,0.658732,0.0437433
4.5e-07,0.640971,0.0437433
4.5e-07,0.623678,0.0437433
4.5e-07,0.606841,0.0437433
4.5e-07,0.590448,0.0437433
4.5e-07,0.574489,0.0437433
4.5e-07,0.558952,0.0437433
4.5e-07,0.543826,0.0437433
4.5e-07,0.529101,0.0437433
4.5e-07,0.514767,0.0437433
4.5e-07,0.500814,0.0437433
4.5e-07,0.487231,0.0437433
4.5e-07,0.47401,0.0437433
4.5e-07,0.461142,0.0437433
4.5e-07,0.448616,0.0437433
4.5e-07,0.436425,0.0437433
4.5e-07,0.424559,0.0437433
4.5e-07,0.413011,0.0437433
4.5e-07,0.401771,0.0437433
4.5e-07,0.390832,0.0437433
4.5e-07,0.380187,0.0437433
4.5e-07,0.369826,0.0437433
3e-07,1.83283,0.771049
3e-07,1.83526,0.77035
3e-07,1.83769,0.76965
3e-07,1.84012,0.76895
3e-07,1.84256,0.768251
3e-07,1.84501,0.767551
3e-07,1.84745,0.766851
3e-07,1.84991,0.766151
3e-07,1.85236,0.765452
3e-07,1.85482,0.764752
3e-07,1.85729,0.764052
3e-07,1.85975,0.763352
3e-07,1.86223,0.762652
3e-07,1.8647,0.761952
3e-07,1.86718,0.761252
3e-07,1.86967,0.760552
3e-07,1.87216,0.759852
3e-07,1.87465,0.759151
3e-07,1.87715,0.758451
3e-07,1.87966,0.757751
3e-07,1.88216,0.757051
3e-07,1.88468,0.756351
3e-07,1.88719,0.75565
3e-07,1.88971,0.75495
3e-07,1.89224,0.754249
3e-07,1.89477,0.753549
3e-07,1.8973,0.752849
3e-07,1.89984,0.752148
3e-07,1.90238,0.751448
3e-07,1.90493,0.750747
3e-07,1.90748,0.750046
3e-07,1.91004,0.749346
3e-07,1.9126,0.748645
3e-07,1.91517,0.747944
3e-07,1.91774,0.747244
3e-07,1.92032,0.746543
3e-07,1.9229,0.745842
3e-07,1.92548,0.745141
3e-07,1.92807,0.74444
3e-07,1.93066,0.743739
3e-07,1.93326,0.743038
3e-07,1.93586,0.742337
3e-07,1.93847,0.741636
3e-07,1.94109,0.740935
3e-07,1.9437,0.740234
3e-07,1.94633,0.739533
3e-07,1.94895,0.738832
3e-07,1.95159,0.73813
3e-07,1.95422,0.737429
3e-07,1.95686,0.736728
3e-07,1.95951,0.736026
3e-07,1.96216,0.735325
3e-07,1.96482,0.734623
3e-07,1.96748,0.733922
3e-07,1.97015,0.73322
3e-07,1.97282,0.732519
3e-07,1.97549,0.731817
3e-07,1.97817,0.731116
3e-07,1.98086,0.730414
3e-07,1.98355,0.729712
3e-07,1.98625,0.72901
3e-07,1.98895,0.728309
3e-07,1.99165,0.727607
3e-07,1.99437,0.726905
3e-07,1.99708,0.726203
3e-07,1.9998,0.725501
3e-07,2.00253,0.724799
3e-07,2.00526,0.724097
3e-07,2.008,0.723395
3e-07,2.01074,0.722692
3e-07,2.01349,0.72199
3e-07,2.01624,0.721288
3e-07,2.019,0.720586
3e-07,2.02176,0.719883
3e-07,2.02453,0.719181
3e-07,2.0273,0.718479
3e-07,2.03008,0.717776
3e-07,2.03287,0.717074
3e-07,2.03566,0.716371
3e-07,2.03845,0.715669
3e-07,2.04125,0.714966
3e-07,2.04406,0.714263
3e-07,2.04687,0.713561
3e-07,2.04968,0.712858
3e-07,2.05251,0.712155
3e-07,2.05533,0.711452
3e-07,2.05817,0.710749
3e-07,2.06101,0.710046
3e-07,2.06385,0.709343
3e-07,2.0667,0.70864
3e-07,2.06955,0.707937
3e-07,2.07242,0.707234
3e-07,2.07528,0.706531
3e-07,2.07815,0.705828
3e-07,2.08103,0.705125
3e-07,2.08391,0.704421
3e-07,2.0868,0.703718
3e-07,2.0897,0.703014
3e-07,2.0926,0.702311
3e-07,2.0955,0.701608
3e-07,2.09842,0.700904
3e-07,2.10133,0.7002
3e-07,2.10426,0.699497
3e-07,2.10719,0.698793
3e-07,2.11012,0.698089
3e-07,2.11306,0.697386
3e-07,2.11601,0.696682
3e-07,2.11896,0.695978
3e-07,2.12192,0.695274
3e-07,2.12489,0.69457
3e-07,2.12786,0.693866
3e-07,2.13083,0.693162
3e-07,2.13382,0.692458
3e-07,2.1368,0.691754
3e-07,2.1398,0.69105
3e-07,2.1428,0.690345
3e-07,2.14581,0.689641
3e-07,2.14882,0.688937
3e-07,2.15184,0.688232
3e-07,2.15486,0.687528
3e-07,2.15789,0.686823
3e-07,2.16093,0.686119
3e-07,2.16398,0.685414
3e-07,2.16703,0.684709
3e-07,2.17008,0.684005
3e-07,2.17314,0.6833
3e-07,2.17621,0.682595
3e-07,2.17929,0.68189
3e-07,2.18237,0.681185
3e-07,2.18546,0.68048
3e-07,2.18855,0.679775
3e-07,2.19165,0.67907
3e-07,2.19476,0.678365
3e-07,2.19787,0.67766
3e-07,2.20099,0.676955
3e-07,2.20412,0.67625
3e-07,2.20725,0.675544
3e-07,2.21039,0.674839
3e-07,2.21354,0.674134
3e-07,2.21669,0.673428
3e-07,2.21985,0.672723
3e-07,2.22301,0.672017
3e-07,2.22619,0.671311
3e-07,2.22937,0.670606
3e-07,2.23255,0.6699
3e-07,2.23574,0.669194
3e-07,2.23894,0.668488
3e-07,2.24215,0.667782
3e-07,2.24536,0.667076
3e-07,2.24858,0.66637
3e-07,2.25181,0.665664
3e-07,2.25504,0.664958
3e-07,2.25828,0.664252
3e-07,2.26153,0.663546
3e-07,2.26479,0.66284
3e-07,2.26805,0.662133
3e-07,2.27131,0.661427
3e-07,2.27459,0.66072
3e-07,2.27787,0.660014
3e-07,2.28116,0.659307
3e-07,2.28446,0.658601
3e-07,2.28776,0.657894
3e-07,2.29107,0.657187
3e-07,2.29439,0.656481
3e-07,2.29772,0.655774
3e-07,2.30105,0.655067
3e-07,2.30439,0.65436
3e-07,2.30773,0.653653
3e-07,2.31109,0.652946
3e-07,2.31445,0.652239
3e-07,2.31782,0.651531
3e-07,2.32119,0.650824
3e-07,2.32458,0.650117
3e-07,2.32797,0.64941
3e-07,2.33137,0.648702
3e-07,2.33477,0.647995
3e-07,2.33819,0.647287
3e-07,2.34161,0.64658
3e-07,2.34504,0.645872
3e-07,2.34847,0.645164
3e-07,2.35192,0.644457
3e-07,2.35537,0.643749
3e-07,2.35883,0.643041
3e-07,2.36229,0.642333
3e-07,2.36577,0.641625
3e-07,2.36925,0.640917
3e-07,2.37274,0.640209
3e-07,2.37624,0.639501
3e-07,2.37974,0.638792
3e-07,2.38326,0.638084
3e-07,2.38678,0.637376
3e-07,2.39031,0.636667
3e-07,2.39385,0.635959
3e-07,2.39739,0.63525
3e-07,2.40095,0.634542
3e-07,2.40451,0.633833
3e-07,2.40808,0.633124
3e-07,2.41165,0.632416
3e-07,2.41524,0.631707
3e-07,2.41883,0.630998
3e-07,2.42244,0.630289
3e-07,2.42605,0.62958
3e-07,2.42966,0.628871
3e-07,2.43329,0.628162
3e-07,2.43693,0.627453
3e-07,2.44057,0.626743
3e-07,2.44422,0.626034
3e-07,2.44788,0.625325
3e-07,2.45155,0.624615
3e-07,2.45523,0.623906
3e-07,2.45892,0.623196
3e-07,2.46261,0.622486
3e-07,2.46631,0.621777
3e-07,2.47002,0.621067
3e-07,2.47374,0.620357
3e-07,2.47747,0.619647
3e-07,2.48121,0.618937
3e-07,2.48496,0.618227
3e-07,2.48871,0.617517
3e-07,2.49248,0.616807
3e-07,2.49625,0.616097
3e-07,2.50003,0.615386
3e-07,2.50382,0.614676
3e-07,2.50762,0.613966
3e-07,2.51143,0.613255
3e-07,2.51525,0.612545
3e-07,2.51907,0.611834
3e-07,2.52291,0.611123
3e-07,2.52675,0.610413
3e-07,2.53061,0.609702
3e-07,2.53447,0.608991
3e-07,2.53834,0.60828
3e-07,2.54222,0.607569
3e-07,2.54611,0.606858
3e-07,2.55001,0.606147
3e-07,2.55392,0.605436
3e-07,2.55784,0.604725
3e-07,2.56177,0.604013
3e-07,2.56571,0.603302
3e-07,2.56965,0.60259
3e-07,2.57361,0.601879
3e-07,2.57758,0.601167
3e-07,2.58155,0.600456
3e-07,2.58554,0.599744
3e-07,2.58953,0.599032
3e-07,2.59354,0.59832
3e-07,2.59755,0.597608
3e-07,2.60158,0.596896
3e-07,2.60561,0.596184
3e-07,2.60965,0.595472
3e-07,2.61371,0.59476
3e-07,2.61777,0.594048
3e-07,2.62185,0.593335
3e-07,2.62593,0.592623
3e-07,2.63002,0.59191
3e-07,2.63413,0.591198
3e-07,2.63824,0.590485
3e-07,2.64237,0.589773
3e-07,2.6465,0.58906
3e-07,2.65065,0.588347
3e-07,2.6548,0.587634
3e-07,2.65897,0.586921
3e-07,2.66314,0.586208
3e-07,2.66733,0.585495
3e-07,2.67153,0.584782
3e-07,2.67573,0.584069
3e-07,2.67995,0.583355
3e-07,2.68418,0.582642
3e-07,2.68842,0.581929
3e-07,2.69267,0.581215
3e-07,2.69693,0.580501
3e-07,2.7012,0.579788
3e-07,2.70548,0.579074
3e-07,2.70977,0.57836
3e-07,2.71408,0.577646
3e-07,2.71839,0.576932
3e-07,2.72272,0.576218
3e-07,2.72706,0.575504
3e-07,2.7314,0.57479
3e-07,2.73576,0.574076
3e-07,2.74013,0.573362
3e-07,2.74451,0.572647
3e-07,2.74891,0.571933
3e-07,2.75331,0.571218
3e-07,2.75772,0.570504
3e-07,2.76215,0.569789
3e-07,2.76659,0.569074
3e-07,2.77104,0.568359
3e-07,2.7755,0.567644
3e-07,2.77997,0.566929
3e-07,2.78446,0.566214
3e-07,2.78895,0.565499
3e-07,2.79346,0.564784
3e-07,2.79798,0.564069
3e-07,2.80251,0.563353
3e-07,2.80705,0.562638
3e-07,2.81161,0.561923
3e-07,2.81617,0.561207
3e-07,2.82075,0.560491
3e-07,2.82534,0.559776
3e-07,2.82995,0.55906
3e-07,2.83456,0.558344
3e-07,2.83919,0.557628
3e-07,2.84383,0.556912
3e-07,2.84848,0.556196
3e-07,2.85315,0.55548
3e-07,2.85782,0.554764
3e-07,2.86251,0.554047
3e-07,2.86721,0.553331
3e-07,2.87193,0.552614
3e-07,2.87665,0.551898
3e-07,2.88139,0.551181
3e-07,2.88615,0.550465
3e-07,2.89091,0.549748
3e-07,2.89569,0.549031
3e-07,2.90048,0.548314
3e-07,2.90528,0.547597
3e-07,2.9101,0.54688
3e-07,2.91493,0.546163
3e-07,2.91977,0.545446
3e-07,2.92463,0.544728
3e-07,2.9295,0.544011
3e-07,2.93438,0.543293
3e-07,2.93928,0.542576
3e-07,2.94419,0.541858
3e-07,2.94911,0.54114
3e-07,2.95405,0.540423
3e-07,2.959,0.539705
3e-07,2.96396,0.538987
3e-07,2.96894,0.538269
3e-07,2.97393,0.537551
3e-07,2.97893,0.536833
3e-07,2.98395,0.536114
3e-07,2.98898,0.535396
3e-07,2.99403,0.534678
3e-07,2.99909,0.533959
3e-07,3.00416,0.533241
3e-07,3.00925,0.532522
3e-07,3.01436,0.531803
3e-07,3.01947,0.531084
3e-07,3.0246,0.530366
3e-07,3.02975,0.529647
3e-07,3.03491,0.528928
3e-07,3.04009,0.528208
3e-07,3.04527,0.527489
3e-07,3.05048,0.52677
3e-07,3.0557,0.526051
3e-07,3.06093,0.525331
3e-07,3.06618,0.524612
3e-07,3.07144,0.523892
3e-07,3.07672,0.523172
3e-07,3.08202,0.522452
3e-07,3.08732,0.521733
3e-07,3.09265,0.521013
3e-07,3.09799,0.520293
3e-07,3.10334,0.519573
3e-07,3.10871,0.518852
3e-07,3.1141,0.518132
3e-07,3.1195,0.517412
3e-07,3.12491,0.516691
3e-07,3.13034,0.515971
3e-07,3.13579,0.51525
3e-07,3.14126,0.51453
3e-07,3.14674,0.513809
3e-07,3.15223,0.513088
3e-07,3.15774,0.512367
3e-07,3.16327,0.511646
3e-07,3.16881,0.510925
3e-07,3.17437,0.510204
3e-07,3.17995,0.509483
3e-07,3.18554,0.508761
3e-07,3.19115,0.50804
3e-07,3.19678,0.507318
3e-07,3.20242,0.506597
3e-07,3.20808,0.505875
3e-07,3.21375,0.505153
3e-07,3.21944,0.504432
3e-07,3.22515,0.50371
3e-07,3.23088,0.502988
3e-07,3.23662,0.502266
3e-07,3.24238,0.501543
3e-07,3.24816,0.500821
3e-07,3.25396,0.500099
3e-07,3.25977,0.499376
3e-07,3.2656,0.498654
3e-07,3.27145,0.497931
3e-07,3.27731,0.497209
3e-07,3.28319,0.496486
3e-07,3.28909,0.495763
3e-07,3.29501,0.49504
3e-07,3.30095,0.494317
3e-07,3.3069,0.493594
3e-07,3.31288,0.492871
3e-07,3.31887,0.492147
3e-07,3.32487,0.491424
3e-07,3.3309,0.490701
3e-07,3.33695,0.489977
3e-07,3.34301,0.489254
3e-07,3.34909,0.48853
3e-07,3.3552,0.487806
3e-07,3.36132,0.487082
3e-07,3.36746,0.486358
3e-07,3.37361,0.485634
3e-07,3.37979,0.48491
3e-07,3.38599,0.484186
3e-07,3.3922,0.483462
3e-07,3.39844,0.482737
3e-07,3.40469,0.482013
3e-07,3.41097,0.481288
3e-07,3.41726,0.480564
3e-07,3.42358,0.479839
3e-07,3.42991,0.479114
3e-07,3.43626,0.478389
3e-07,3.44263,0.477664
3e-07,3.44903,0.476939
3e-07,3.45544,0.476214
3e-07,3.46188,0.475489
3e-07,3.46833,0.474763
3e-07,3.4748,0.474038
3e-07,3.4813,0.473312
3e-07,3.48781,0.472587
3e-07,3.49435,0.471861
3e-07,3.50091,0.471135
3e-07,3.50749,0.470409
3e-07,3.51409,0.469683
3e-07,3.52071,0.468957
3e-07,3.52735,0.468231
3e-07,3.53401,0.467505
3e-07,3.5407,0.466779
3e-07,3.5474,0.466052
3e-07,3.55413,0.465326
3e-07,3.56088,0.464599
3e-07,3.56765,0.463873
3e-07,3.57445,0.463146
3e-07,3.58126,0.462419
3e-07,3.5881,0.461692
3e-07,3.59496,0.460965
3e-07,3.60185,0.460238
3e-07,3.60875,0.459511
3e-07,3.61568,0.458784
3e-07,3.62263,0.458056
3e-07,3.62961,0.457329
3e-07,3.6366,0.456601
3e-07,3.64362,0.455874
3e-07,3.65067,0.455146
3e-07,3.65773,0.454418
3e-07,3.66482,0.45369
3e-07,3.67194,0.452962
3e-07,3.67908,0.452234
3e-07,3.68624,0.451506
3e-07,3.69342,0.450778
3e-07,3.70063,0.450049
3e-07,3.70787,0.449321
3e-07,3.71513,0.448592
3e-07,3.72241,0.447864
3e-07,3.72971,0.447135
3e-07,3.73705,0.446406
3e-07,3.7444,0.445677
3e-07,3.75178,0.444949
3e-07,3.75919,0.444219
3e-07,3.76662,0.44349
3e-07,3.77408,0.442761
3e-07,3.78156,0.442032
3e-07,3.78907,0.441302
3e-07,3.7966,0.440573
3e-07,3.80416,0.439843
3e-07,3.81175,0.439114
3e-07,3.81936,0.438384
3e-07,3.827,0.437654
3e-07,3.83466,0.436924
3e-07,3.84236,0.436194
3e-07,3.85007,0.435464
3e-07,3.85782,0.434734
3e-07,3.86559,0.434003
3e-07,3.87339,0.433273
3e-07,3.88121,0.432543
3e-07,3.88906,0.431812
3e-07,3.89695,0.431081
3e-07,3.90485,0.430351
3e-07,3.91279,0.42962
3e-07,3.92075,0.428889
3e-07,3.92874,0.428158
3e-07,3.93676,0.427427
3e-07,3.94481,0.426696
3e-07,3.95289,0.425964
3e-07,3.96099,0.425233
3e-07,3.96913,0.424502
3e-07,3.97729,0.42377
3e-07,3.98548,0.423038
3e-07,3.9937,0.422307
3e-07,4.00196,0.421575
3e-07,4.01024,0.420843
3e-07,4.01855,0.420111
3e-07,4.02689,0.419379
3e-07,4.03526,0.418647
3e-07,4.04366,0.417915
3e-07,4.05209,0.417182
3e-07,4.06055,0.41645
3e-07,4.06904,0.415717
3e-07,4.07756,0.414985
3e-07,4.08611,0.414252
3e-07,4.0947,0.413519
3e-07,4.10331,0.412786
3e-07,4.11196,0.412053
3e-07,4.12064,0.41132
3e-07,4.12935,0.410587
3e-07,4.13809,0.409854
3e-07,4.14687,0.409121
3e-07,4.15568,0.408387
3e-07,4.16452,0.407654
3e-07,4.17339,0.40692
3e-07,4.18229,0.406187
3e-07,4.19123,0.405453
3e-07,4.2002,0.404719
3e-07,4.20921,0.403985
3e-07,4.21825,0.403251
3e-07,4.22732,0.402517
3e-07,4.23643,0.401783
3e-07,4.24557,0.401049
3e-07,4.25474,0.400314
3e-07,4.26395,0.39958
3e-07,4.27319,0.398846
3e-07,4.28247,0.398111
3e-07,4.29179,0.397376
3e-07,4.30114,0.396642
3e-07,4.31052,0.395907
3e-07,4.31994,0.395172
3e-07,4.3294,0.394437
3e-07,4.33889,0.393702
3e-07,4.34842,0.392966
3e-07,4.35798,0.392231
3e-07,4.36758,0.391496
3e-07,4.37722,0.39076
3e-07,4.3869,0.390025
3e-07,4.39661,0.389289
3e-07,4.40636,0.388554
3e-07,4.41614,0.387818
3e-07,4.42597,0.387082
3e-07,4.43583,0.386346
3e-07,4.44573,0.38561
3e-07,4.45567,0.384874
3e-07,4.46565,0.384138
3e-07,4.47567,0.383401
3e-07,4.48573,0.382665
3e-07,4.49582,0.381929
3e-07,4.50596,0.381192
3e-07,4.51613,0.380456
3e-07,4.52635,0.379719
3e-07,4.5366,0.378982
3e-07,4.5469,0.378245
3e-07,4.55723,0.377508
3e-07,4.56761,0.376771
3e-07,4.57803,0.376034
3e-07,4.58849,0.375297
3e-07,4.59899,0.37456
3e-07,4.60953,0.373823
3e-07,4.62012,0.373085
3e-07,4.63074,0.372348
3e-07,4.64141,0.37161
3e-07,4.65213,0.370873
3e-07,4.66288,0.370135
3e-07,4.67368,0.369397
3e-07,4.68452,0.368659
3e-07,4.69541,0.367921
3e-07,4.70634,0.367183
3e-07,4.71731,0.366445
3e-07,4.72833,0.365707
3e-07,4.73939,0.364969
3e-07,4.7505,0.364231
3e-07,4.76166,0.363492
3e-07,4.77285,0.362754
3e-07,4.7841,0.362015
3e-07,4.79539,0.361277
3e-07,4.80673,0.360538
3e-07,4.81811,0.359799
3e-07,4.82954,0.35906
3e-07,4.84102,0.358322
3e-07,4.85254,0.357583
3e-07,4.86411,0.356844
3e-07,4.87573,0.356104
3e-07,4.8874,0.355365
3e-07,4.89911,0.354626
3e-07,4.91088,0.353887
3e-07,4.92269,0.353147
3e-07,4.93455,0.352408
3e-07,4.94647,0.351669
3e-07,4.95843,0.350929
3e-07,4.97044,0.350189
3e-07,4.9825,0.34945
3e-07,4.99462,0.34871
3e-07,5.00678,0.34797
3e-07,5.01899,0.34723
3e-07,5.03126,0.34649
3e-07,5.04358,0.34575
3e-07,5.05595,0.34501
3e-07,5.06837,0.34427
3e-07,5.08085,0.34353
3e-07,5.09338,0.34279
3e-07,5.10596,0.342049
3e-07,5.11859,0.341309
3e-07,5.13128,0.340568
3e-07,5.14402,0.339828
3e-07,5.15682,0.339087
3e-07,5.16967,0.338347
3e-07,5.18258,0.337606
3e-07,5.19554,0.336865
3e-07,5.20856,0.336125
3e-07,5.22164,0.335384
3e-07,5.23477,0.334643
3e-07,5.24796,0.333902
3e-07,5.2612,0.333161
3e-07,5.2745,0.33242
3e-07,5.28786,0.331679
3e-07,5.30128,0.330938
3e-07,5.31476,0.330197
3e-07,5.32829,0.329455
3e-07,5.34189,0.328714
3e-07,5.35554,0.327973
3e-07,5.36925,0.327232
3e-07,5.38303,0.32649
3e-07,5.39686,0.325749
3e-07,5.41075,0.325007
3e-07,5.42471,0.324266
3e-07,5.43872,0.323524
3e-07,5.4528,0.322783
3e-07,5.46694,0.322041
3e-07,5.48115,0.321299
3e-07,5.49541,0.320557
3e-07,5.50974,0.319816
3e-07,5.52413,0.319074
3e-07,5.53859,0.318332
3e-07,5.55311,0.31759
3e-07,5.56769,0.316848
3e-07,5.58234,0.316106
3e-07,5.59706,0.315365
3e-07,5.61184,0.314623
3e-07,5.62669,0.313881
3e-07,5.6416,0.313139
3e-07,5.65658,0.312396
3e-07,5.67163,0.311654
3e-07,5.68674,0.310912
3e-07,5.70193,0.31017
3e-07,5.71718,0.309428
3e-07,5.7325,0.308686
3e-07,5.74789,0.307944
3e-07,5.76335,0.307202
3e-07,5.77888,0.306459
3e-07,5.79448,0.305717
3e-07,5.81015,0.304975
3e-07,5.82589,0.304233
3e-07,5.8417,0.30349
3e-07,5.85759,0.302748
3e-07,5.87354,0.302006
3e-07,5.88957,0.301264
3e-07,5.90568,0.300521
3e-07,5.92185,0.299779
3e-07,5.9381,0.299037
3e-07,5.95443,0.298294
3e-07,5.97083,0.297552
3e-07,5.9873,0.29681
3e-07,6.00385,0.296068
3e-07,6.02048,0.295325
3e-07,6.03718,0.294583
3e-07,6.05396,0.293841
3e-07,6.07081,0.293099
3e-07,6.08775,0.292356
3e-07,6.10476,0.291614
3e-07,6.12185,0.290872
3e-07,6.13902,0.29013
3e-07,6.15627,0.289388
3e-07,6.1736,0.288645
3e-07,6.19101,0.287903
3e-07,6.2085,0.287161
3e-07,6.22607,0.286419
3e-07,6.24373,0.285677
3e-07,6.26146,0.284935
3e-07,6.27928,0.284193
3e-07,6.29718,0.283451
3e-07,6.31516,0.282709
3e-07,6.33323,0.281967
3e-07,6.35138,0.281226
3e-07,6.36962,0.280484
3e-07,6.38794,0.279742
3e-07,6.40634,0.279
3e-07,6.42484,0.278259
3e-07,6.44342,0.277517
3e-07,6.46208,0.276776
3e-07,6.48084,0.276034
3e-07,6.49968,0.275293
3e-07,6.51861,0.274551
3e-07,6.53763,0.27381
3e-07,6.55674,0.273069
3e-07,6.57593,0.272328
3e-07,6.59522,0.271587
3e-07,6.6146,0.270846
3e-07,6.63407,0.270105
3e-07,6.65363,0.269364
3e-07,6.67328,0.268623
3e-07,6.69303,0.267882
3e-07,6.71286,0.267142
3e-07,6.7328,0.266401
3e-07,6.75282,0.265661
3e-07,6.77294,0.26492
3e-07,6.79315,0.26418
3e-07,6.81346,0.26344
3e-07,6.83387,0.2627
3e-07,6.85437,0.26196
3e-07,6.87497,0.26122
3e-07,6.89566,0.260481
3e-07,6.91645,0.259741
3e-07,6.93734,0.259001
3e-07,6.95833,0.258262
3e-07,6.97942,0.257523
3e-07,7.00061,0.256784
3e-07,7.02189,0.256045
3e-07,7.04328,0.255306
3e-07,7.06477,0.254567
3e-07,7.08636,0.253829
3e-07,7.10805,0.25309
3e-07,7.12984,0.252352
3e-07,7.15173,0.251614
3e-07,7.17373,0.250876
3e-07,7.19583,0.250138
3e-07,7.21804,0.2494
3e-07,7.24035,0.248663
3e-07,7.26276,0.247925
3e-07,7.28528,0.247188
3e-07,7.30791,0.246451
3e-07,7.33064,0.245714
3e-07,7.35348,0.244978
3e-07,7.37642,0.244241
3e-07,7.39948,0.243505
3e-07,7.42264,0.242769
3e-07,7.4459,0.242033
3e-07,7.46928,0.241298
3e-07,7.49277,0.240562
3e-07,7.51637,0.239827
3e-07,7.54007,0.239092
3e-07,7.56389,0.238357
3e-07,7.58782,0.237622
3e-07,7.61186,0.236888
3e-07,7.63601,0.236154
3e-07,7.66027,0.23542
3e-07,7.68465,0.234686
3e-07,7.70913,0.233953
3e-07,7.73373,0.23322
3e-07,7.75845,0.232487
3e-07,7.78328,0.231754
3e-07,7.80822,0.231022
