L,gm/Id,Vds_sat
3e-07,1.13428,0.496033
3e-07,1.13556,0.495783
3e-07,1.13685,0.495532
3e-07,1.13813,0.495281
3e-07,1.13942,0.49503
3e-07,1.14071,0.494779
3e-07,1.14201,0.494528
3e-07,1.1433,0.494277
3e-07,1.1446,0.494027
3e-07,1.1459,0.493776
3e-07,1.1472,0.493525
3e-07,1.1485,0.493274
3e-07,1.14981,0.493024
3e-07,1.15112,0.492773
3e-07,1.15243,0.492523
3e-07,1.15374,0.492272
3e-07,1.15506,0.492022
3e-07,1.15637,0.491771
3e-07,1.15769,0.491521
3e-07,1.15902,0.49127
3e-07,1.16034,0.49102
3e-07,1.16167,0.490769
3e-07,1.16299,0.490519
3e-07,1.16432,0.490269
3e-07,1.16566,0.490018
3e-07,1.16699,0.489768
3e-07,1.16833,0.489518
3e-07,1.16967,0.489268
3e-07,1.17101,0.489017
3e-07,1.17236,0.488767
3e-07,1.1737,0.488517
3e-07,1.17505,0.488267
3e-07,1.1764,0.488017
3e-07,1.17776,0.487767
3e-07,1.17911,0.487517
3e-07,1.18047,0.487267
3e-07,1.18183,0.487017
3e-07,1.18319,0.486767
3e-07,1.18456,0.486517
3e-07,1.18593,0.486267
3e-07,1.1873,0.486017
3e-07,1.18867,0.485767
3e-07,1.19004,0.485517
3e-07,1.19142,0.485267
3e-07,1.1928,0.485018
3e-07,1.19418,0.484768
3e-07,1.19556,0.484518
3e-07,1.19695,0.484268
3e-07,1.19834,0.484019
3e-07,1.19973,0.483769
3e-07,1.20112,0.483519
3e-07,1.20252,0.483269
3e-07,1.20392,0.48302
3e-07,1.20532,0.48277
3e-07,1.20672,0.482521
3e-07,1.20813,0.482271
3e-07,1.20954,0.482021
3e-07,1.21095,0.481772
3e-07,1.21236,0.481522
3e-07,1.21378,0.481273
3e-07,1.2152,0.481023
3e-07,1.21662,0.480774
3e-07,1.21804,0.480524
3e-07,1.21946,0.480275
3e-07,1.22089,0.480026
3e-07,1.22232,0.479776
3e-07,1.22376,0.479527
3e-07,1.22519,0.479277
3e-07,1.22663,0.479028
3e-07,1.22807,0.478779
3e-07,1.22951,0.478529
3e-07,1.23096,0.47828
3e-07,1.23241,0.478031
3e-07,1.23386,0.477781
3e-07,1.23531,0.477532
3e-07,1.23677,0.477283
3e-07,1.23823,0.477034
3e-07,1.23969,0.476784
3e-07,1.24115,0.476535
3e-07,1.24262,0.476286
3e-07,1.24409,0.476037
3e-07,1.24556,0.475788
3e-07,1.24703,0.475539
3e-07,1.24851,0.475289
3e-07,1.24999,0.47504
3e-07,1.25147,0.474791
3e-07,1.25296,0.474542
3e-07,1.25444,0.474293
3e-07,1.25593,0.474044
3e-07,1.25743,0.473795
3e-07,1.25892,0.473546
3e-07,1.26042,0.473297
3e-07,1.26192,0.473048
3e-07,1.26342,0.472799
3e-07,1.26493,0.47255
3e-07,1.26644,0.472301
3e-07,1.26795,0.472052
3e-07,1.26947,0.471803
3e-07,1.27098,0.471554
3e-07,1.2725,0.471305
3e-07,1.27403,0.471056
3e-07,1.27555,0.470807
3e-07,1.27708,0.470558
3e-07,1.27861,0.470309
3e-07,1.28014,0.47006
3e-07,1.28168,0.469811
3e-07,1.28322,0.469562
3e-07,1.28476,0.469313
3e-07,1.2863,0.469064
3e-07,1.28785,0.468815
3e-07,1.2894,0.468566
3e-07,1.29096,0.468317
3e-07,1.29251,0.468068
3e-07,1.29407,0.46782
3e-07,1.29563,0.467571
3e-07,1.2972,0.467322
3e-07,1.29876,0.467073
3e-07,1.30033,0.466824
3e-07,1.30191,0.466575
3e-07,1.30348,0.466326
3e-07,1.30506,0.466077
3e-07,1.30664,0.465828
3e-07,1.30823,0.46558
3e-07,1.30982,0.465331
3e-07,1.31141,0.465082
3e-07,1.313,0.464833
3e-07,1.3146,0.464584
3e-07,1.3162,0.464335
3e-07,1.3178,0.464086
3e-07,1.3194,0.463837
3e-07,1.32101,0.463589
3e-07,1.32262,0.46334
3e-07,1.32424,0.463091
3e-07,1.32585,0.462842
3e-07,1.32748,0.462593
3e-07,1.3291,0.462344
3e-07,1.33072,0.462095
3e-07,1.33235,0.461846
3e-07,1.33399,0.461598
3e-07,1.33562,0.461349
3e-07,1.33726,0.4611
3e-07,1.3389,0.460851
3e-07,1.34055,0.460602
3e-07,1.34219,0.460353
3e-07,1.34384,0.460104
3e-07,1.3455,0.459855
3e-07,1.34715,0.459606
3e-07,1.34881,0.459357
3e-07,1.35048,0.459108
3e-07,1.35214,0.45886
3e-07,1.35381,0.458611
3e-07,1.35548,0.458362
3e-07,1.35716,0.458113
3e-07,1.35884,0.457864
3e-07,1.36052,0.457615
3e-07,1.36221,0.457366
3e-07,1.36389,0.457117
3e-07,1.36559,0.456868
3e-07,1.36728,0.456619
3e-07,1.36898,0.45637
3e-07,1.37068,0.456121
3e-07,1.37238,0.455872
3e-07,1.37409,0.455623
3e-07,1.3758,0.455373
3e-07,1.37752,0.455124
3e-07,1.37923,0.454875
3e-07,1.38095,0.454626
3e-07,1.38268,0.454377
3e-07,1.3844,0.454128
3e-07,1.38613,0.453879
3e-07,1.38787,0.45363
3e-07,1.38961,0.453381
3e-07,1.39135,0.453131
3e-07,1.39309,0.452882
3e-07,1.39484,0.452633
3e-07,1.39659,0.452384
3e-07,1.39834,0.452135
3e-07,1.4001,0.451885
3e-07,1.40186,0.451636
3e-07,1.40362,0.451387
3e-07,1.40539,0.451137
3e-07,1.40716,0.450888
3e-07,1.40893,0.450639
3e-07,1.41071,0.450389
3e-07,1.41249,0.45014
3e-07,1.41428,0.449891
3e-07,1.41606,0.449641
3e-07,1.41786,0.449392
3e-07,1.41965,0.449142
3e-07,1.42145,0.448893
3e-07,1.42325,0.448643
3e-07,1.42506,0.448394
3e-07,1.42686,0.448144
3e-07,1.42868,0.447895
3e-07,1.43049,0.447645
3e-07,1.43231,0.447396
3e-07,1.43414,0.447146
3e-07,1.43596,0.446897
3e-07,1.43779,0.446647
3e-07,1.43963,0.446397
3e-07,1.44146,0.446148
3e-07,1.4433,0.445898
3e-07,1.44515,0.445648
3e-07,1.447,0.445398
3e-07,1.44885,0.445149
3e-07,1.4507,0.444899
3e-07,1.45256,0.444649
3e-07,1.45442,0.444399
3e-07,1.45629,0.444149
3e-07,1.45816,0.443899
3e-07,1.46003,0.443649
3e-07,1.46191,0.443399
3e-07,1.46379,0.443149
3e-07,1.46568,0.442899
3e-07,1.46757,0.442649
3e-07,1.46946,0.442399
3e-07,1.47136,0.442149
3e-07,1.47326,0.441899
3e-07,1.47516,0.441649
3e-07,1.47707,0.441399
3e-07,1.47898,0.441148
3e-07,1.48089,0.440898
3e-07,1.48281,0.440648
3e-07,1.48473,0.440397
3e-07,1.48666,0.440147
3e-07,1.48859,0.439897
3e-07,1.49053,0.439646
3e-07,1.49246,0.439396
3e-07,1.49441,0.439145
3e-07,1.49635,0.438895
3e-07,1.4983,0.438644
3e-07,1.50026,0.438394
3e-07,1.50221,0.438143
3e-07,1.50418,0.437893
3e-07,1.50614,0.437642
3e-07,1.50811,0.437391
3e-07,1.51008,0.43714
3e-07,1.51206,0.43689
3e-07,1.51404,0.436639
3e-07,1.51603,0.436388
3e-07,1.51802,0.436137
3e-07,1.52001,0.435886
3e-07,1.52201,0.435635
3e-07,1.52401,0.435384
3e-07,1.52602,0.435133
3e-07,1.52803,0.434882
3e-07,1.53004,0.434631
3e-07,1.53206,0.43438
3e-07,1.53408,0.434128
3e-07,1.53611,0.433877
3e-07,1.53814,0.433626
3e-07,1.54017,0.433374
3e-07,1.54221,0.433123
3e-07,1.54426,0.432872
3e-07,1.5463,0.43262
3e-07,1.54835,0.432369
3e-07,1.55041,0.432117
3e-07,1.55247,0.431866
3e-07,1.55453,0.431614
3e-07,1.5566,0.431362
3e-07,1.55868,0.43111
3e-07,1.56075,0.430859
3e-07,1.56283,0.430607
3e-07,1.56492,0.430355
3e-07,1.56701,0.430103
3e-07,1.5691,0.429851
3e-07,1.5712,0.429599
3e-07,1.57331,0.429347
3e-07,1.57541,0.429095
3e-07,1.57752,0.428843
3e-07,1.57964,0.428591
3e-07,1.58176,0.428338
3e-07,1.58389,0.428086
3e-07,1.58602,0.427834
3e-07,1.58815,0.427581
3e-07,1.59029,0.427329
3e-07,1.59243,0.427076
3e-07,1.59458,0.426824
3e-07,1.59673,0.426571
3e-07,1.59889,0.426318
3e-07,1.60105,0.426066
3e-07,1.60321,0.425813
3e-07,1.60538,0.42556
3e-07,1.60756,0.425307
3e-07,1.60974,0.425054
3e-07,1.61192,0.424801
3e-07,1.61411,0.424548
3e-07,1.6163,0.424295
3e-07,1.6185,0.424042
3e-07,1.6207,0.423789
3e-07,1.62291,0.423536
3e-07,1.62512,0.423282
3e-07,1.62734,0.423029
3e-07,1.62956,0.422775
3e-07,1.63178,0.422522
3e-07,1.63401,0.422268
3e-07,1.63625,0.422015
3e-07,1.63849,0.421761
3e-07,1.64073,0.421507
3e-07,1.64298,0.421253
3e-07,1.64524,0.421
3e-07,1.6475,0.420746
3e-07,1.64976,0.420492
3e-07,1.65203,0.420238
3e-07,1.6543,0.419984
3e-07,1.65658,0.419729
3e-07,1.65887,0.419475
3e-07,1.66116,0.419221
3e-07,1.66345,0.418966
3e-07,1.66575,0.418712
3e-07,1.66805,0.418457
3e-07,1.67036,0.418203
3e-07,1.67267,0.417948
3e-07,1.67499,0.417694
3e-07,1.67731,0.417439
3e-07,1.67964,0.417184
3e-07,1.68198,0.416929
3e-07,1.68432,0.416674
3e-07,1.68666,0.416419
3e-07,1.68901,0.416164
3e-07,1.69136,0.415909
3e-07,1.69372,0.415653
3e-07,1.69609,0.415398
3e-07,1.69846,0.415143
3e-07,1.70083,0.414887
3e-07,1.70321,0.414632
3e-07,1.7056,0.414376
3e-07,1.70799,0.41412
3e-07,1.71038,0.413864
3e-07,1.71278,0.413609
3e-07,1.71519,0.413353
3e-07,1.7176,0.413097
3e-07,1.72002,0.412841
3e-07,1.72244,0.412584
3e-07,1.72487,0.412328
3e-07,1.7273,0.412072
3e-07,1.72974,0.411816
3e-07,1.73218,0.411559
3e-07,1.73463,0.411303
3e-07,1.73709,0.411046
3e-07,1.73955,0.410789
3e-07,1.74201,0.410532
3e-07,1.74448,0.410276
3e-07,1.74696,0.410019
3e-07,1.74944,0.409762
3e-07,1.75193,0.409505
3e-07,1.75442,0.409247
3e-07,1.75692,0.40899
3e-07,1.75943,0.408733
3e-07,1.76194,0.408475
3e-07,1.76445,0.408218
3e-07,1.76697,0.40796
3e-07,1.7695,0.407702
3e-07,1.77203,0.407445
3e-07,1.77457,0.407187
3e-07,1.77711,0.406929
3e-07,1.77966,0.406671
3e-07,1.78222,0.406413
3e-07,1.78478,0.406155
3e-07,1.78735,0.405896
3e-07,1.78992,0.405638
3e-07,1.7925,0.405379
3e-07,1.79509,0.405121
3e-07,1.79768,0.404862
3e-07,1.80027,0.404603
3e-07,1.80288,0.404345
3e-07,1.80548,0.404086
3e-07,1.8081,0.403827
3e-07,1.81072,0.403567
3e-07,1.81335,0.403308
3e-07,1.81598,0.403049
3e-07,1.81862,0.402789
3e-07,1.82126,0.40253
3e-07,1.82391,0.40227
3e-07,1.82657,0.402011
3e-07,1.82923,0.401751
3e-07,1.8319,0.401491
3e-07,1.83458,0.401231
3e-07,1.83726,0.400971
3e-07,1.83994,0.400711
3e-07,1.84264,0.40045
3e-07,1.84534,0.40019
3e-07,1.84804,0.39993
3e-07,1.85076,0.399669
3e-07,1.85348,0.399408
3e-07,1.8562,0.399148
3e-07,1.85893,0.398887
3e-07,1.86167,0.398626
3e-07,1.86441,0.398365
3e-07,1.86717,0.398103
3e-07,1.86992,0.397842
3e-07,1.87269,0.397581
3e-07,1.87546,0.397319
3e-07,1.87823,0.397058
3e-07,1.88102,0.396796
3e-07,1.88381,0.396534
3e-07,1.8866,0.396272
3e-07,1.88941,0.39601
3e-07,1.89222,0.395748
3e-07,1.89503,0.395486
3e-07,1.89785,0.395223
3e-07,1.90068,0.394961
3e-07,1.90352,0.394698
3e-07,1.90636,0.394435
3e-07,1.90921,0.394173
3e-07,1.91207,0.39391
3e-07,1.91493,0.393647
3e-07,1.9178,0.393383
3e-07,1.92068,0.39312
3e-07,1.92356,0.392857
3e-07,1.92645,0.392593
3e-07,1.92935,0.39233
3e-07,1.93226,0.392066
3e-07,1.93517,0.391802
3e-07,1.93809,0.391538
3e-07,1.94101,0.391274
3e-07,1.94395,0.39101
3e-07,1.94688,0.390745
3e-07,1.94983,0.390481
3e-07,1.95279,0.390216
3e-07,1.95575,0.389952
3e-07,1.95871,0.389687
3e-07,1.96169,0.389422
3e-07,1.96467,0.389157
3e-07,1.96766,0.388892
3e-07,1.97066,0.388626
3e-07,1.97366,0.388361
3e-07,1.97668,0.388095
3e-07,1.9797,0.38783
3e-07,1.98272,0.387564
3e-07,1.98576,0.387298
3e-07,1.9888,0.387032
3e-07,1.99185,0.386766
3e-07,1.9949,0.386499
3e-07,1.99797,0.386233
3e-07,2.00104,0.385966
3e-07,2.00412,0.3857
3e-07,2.0072,0.385433
3e-07,2.0103,0.385166
3e-07,2.0134,0.384899
3e-07,2.01651,0.384631
3e-07,2.01962,0.384364
3e-07,2.02275,0.384097
3e-07,2.02588,0.383829
3e-07,2.02902,0.383561
3e-07,2.03217,0.383293
3e-07,2.03533,0.383025
3e-07,2.03849,0.382757
3e-07,2.04166,0.382489
3e-07,2.04484,0.38222
3e-07,2.04803,0.381952
3e-07,2.05122,0.381683
3e-07,2.05443,0.381414
3e-07,2.05764,0.381145
3e-07,2.06086,0.380876
3e-07,2.06409,0.380607
3e-07,2.06732,0.380337
3e-07,2.07057,0.380068
3e-07,2.07382,0.379798
3e-07,2.07708,0.379528
3e-07,2.08035,0.379258
3e-07,2.08362,0.378988
3e-07,2.08691,0.378718
3e-07,2.0902,0.378447
3e-07,2.09351,0.378177
3e-07,2.09682,0.377906
3e-07,2.10013,0.377635
3e-07,2.10346,0.377364
3e-07,2.1068,0.377093
3e-07,2.11014,0.376821
3e-07,2.1135,0.37655
3e-07,2.11686,0.376278
3e-07,2.12023,0.376006
3e-07,2.12361,0.375734
3e-07,2.12699,0.375462
3e-07,2.13039,0.37519
3e-07,2.13379,0.374918
3e-07,2.13721,0.374645
3e-07,2.14063,0.374372
3e-07,2.14406,0.3741
3e-07,2.1475,0.373826
3e-07,2.15095,0.373553
3e-07,2.15441,0.37328
3e-07,2.15788,0.373006
3e-07,2.16135,0.372733
3e-07,2.16484,0.372459
3e-07,2.16833,0.372185
3e-07,2.17184,0.371911
3e-07,2.17535,0.371637
3e-07,2.17887,0.371362
3e-07,2.1824,0.371087
3e-07,2.18594,0.370813
3e-07,2.18949,0.370538
3e-07,2.19305,0.370262
3e-07,2.19662,0.369987
3e-07,2.2002,0.369712
3e-07,2.20378,0.369436
3e-07,2.20738,0.36916
3e-07,2.21099,0.368884
3e-07,2.2146,0.368608
3e-07,2.21823,0.368332
3e-07,2.22186,0.368055
3e-07,2.22551,0.367779
3e-07,2.22916,0.367502
3e-07,2.23283,0.367225
3e-07,2.2365,0.366948
3e-07,2.24019,0.36667
3e-07,2.24388,0.366393
3e-07,2.24758,0.366115
3e-07,2.2513,0.365837
3e-07,2.25502,0.365559
3e-07,2.25875,0.365281
3e-07,2.2625,0.365003
3e-07,2.26625,0.364724
3e-07,2.27001,0.364445
3e-07,2.27379,0.364166
3e-07,2.27757,0.363887
3e-07,2.28137,0.363608
3e-07,2.28517,0.363328
3e-07,2.28899,0.363049
3e-07,2.29281,0.362769
3e-07,2.29665,0.362489
3e-07,2.3005,0.362208
3e-07,2.30435,0.361928
3e-07,2.30822,0.361647
3e-07,2.3121,0.361367
3e-07,2.31599,0.361086
3e-07,2.31989,0.360805
3e-07,2.3238,0.360523
3e-07,2.32772,0.360242
3e-07,2.33165,0.35996
3e-07,2.3356,0.359678
3e-07,2.33955,0.359396
3e-07,2.34351,0.359113
3e-07,2.34749,0.358831
3e-07,2.35148,0.358548
3e-07,2.35547,0.358265
3e-07,2.35948,0.357982
3e-07,2.3635,0.357699
3e-07,2.36754,0.357415
3e-07,2.37158,0.357132
3e-07,2.37563,0.356848
3e-07,2.3797,0.356564
3e-07,2.38377,0.356279
3e-07,2.38786,0.355995
3e-07,2.39196,0.35571
3e-07,2.39607,0.355425
3e-07,2.4002,0.35514
3e-07,2.40433,0.354855
3e-07,2.40848,0.354569
3e-07,2.41264,0.354284
3e-07,2.41681,0.353998
3e-07,2.42099,0.353712
3e-07,2.42518,0.353425
3e-07,2.42939,0.353139
3e-07,2.43361,0.352852
3e-07,2.43784,0.352565
3e-07,2.44208,0.352278
3e-07,2.44633,0.35199
3e-07,2.4506,0.351703
3e-07,2.45488,0.351415
3e-07,2.45917,0.351127
3e-07,2.46347,0.350839
3e-07,2.46779,0.35055
3e-07,2.47212,0.350261
3e-07,2.47646,0.349973
3e-07,2.48081,0.349683
3e-07,2.48518,0.349394
3e-07,2.48956,0.349105
3e-07,2.49395,0.348815
3e-07,2.49835,0.348525
3e-07,2.50277,0.348235
3e-07,2.5072,0.347944
3e-07,2.51164,0.347653
3e-07,2.5161,0.347363
3e-07,2.52057,0.347071
3e-07,2.52505,0.34678
3e-07,2.52955,0.346488
3e-07,2.53406,0.346197
3e-07,2.53858,0.345905
3e-07,2.54311,0.345612
3e-07,2.54766,0.34532
3e-07,2.55223,0.345027
3e-07,2.5568,0.344734
3e-07,2.56139,0.344441
3e-07,2.566,0.344148
3e-07,2.57061,0.343854
3e-07,2.57524,0.34356
3e-07,2.57989,0.343266
3e-07,2.58455,0.342971
3e-07,2.58922,0.342677
3e-07,2.59391,0.342382
3e-07,2.59861,0.342087
3e-07,2.60332,0.341792
3e-07,2.60805,0.341496
3e-07,2.6128,0.3412
3e-07,2.61756,0.340904
3e-07,2.62233,0.340608
3e-07,2.62712,0.340311
3e-07,2.63192,0.340015
3e-07,2.63674,0.339718
3e-07,2.64157,0.33942
3e-07,2.64641,0.339123
3e-07,2.65127,0.338825
3e-07,2.65615,0.338527
3e-07,2.66104,0.338229
3e-07,2.66595,0.33793
3e-07,2.67087,0.337631
3e-07,2.6758,0.337332
3e-07,2.68076,0.337033
3e-07,2.68572,0.336734
3e-07,2.69071,0.336434
3e-07,2.6957,0.336134
3e-07,2.70072,0.335833
3e-07,2.70575,0.335533
3e-07,2.71079,0.335232
3e-07,2.71585,0.334931
3e-07,2.72093,0.33463
3e-07,2.72602,0.334328
3e-07,2.73113,0.334026
3e-07,2.73625,0.333724
3e-07,2.74139,0.333422
3e-07,2.74655,0.333119
3e-07,2.75172,0.332816
3e-07,2.75691,0.332513
3e-07,2.76212,0.332209
3e-07,2.76734,0.331906
3e-07,2.77258,0.331602
3e-07,2.77784,0.331297
3e-07,2.78311,0.330993
3e-07,2.7884,0.330688
3e-07,2.79371,0.330383
3e-07,2.79903,0.330078
3e-07,2.80437,0.329772
3e-07,2.80973,0.329466
3e-07,2.8151,0.32916
3e-07,2.8205,0.328853
3e-07,2.82591,0.328547
3e-07,2.83134,0.32824
3e-07,2.83678,0.327932
3e-07,2.84224,0.327625
3e-07,2.84772,0.327317
3e-07,2.85322,0.327009
3e-07,2.85874,0.3267
3e-07,2.86427,0.326391
3e-07,2.86983,0.326082
3e-07,2.8754,0.325773
3e-07,2.88099,0.325464
3e-07,2.8866,0.325154
3e-07,2.89222,0.324843
3e-07,2.89787,0.324533
3e-07,2.90353,0.324222
3e-07,2.90921,0.323911
3e-07,2.91492,0.3236
3e-07,2.92064,0.323288
3e-07,2.92638,0.322976
3e-07,2.93214,0.322664
3e-07,2.93791,0.322352
3e-07,2.94371,0.322039
3e-07,2.94953,0.321726
3e-07,2.95536,0.321412
3e-07,2.96122,0.321098
3e-07,2.9671,0.320784
3e-07,2.97299,0.32047
3e-07,2.97891,0.320155
3e-07,2.98484,0.31984
3e-07,2.9908,0.319525
3e-07,2.99678,0.31921
3e-07,3.00277,0.318894
3e-07,3.00879,0.318578
3e-07,3.01483,0.318261
3e-07,3.02089,0.317944
3e-07,3.02697,0.317627
3e-07,3.03307,0.31731
3e-07,3.03919,0.316992
3e-07,3.04533,0.316674
3e-07,3.0515,0.316356
3e-07,3.05768,0.316037
3e-07,3.06389,0.315718
3e-07,3.07012,0.315399
3e-07,3.07637,0.315079
3e-07,3.08264,0.314759
3e-07,3.08893,0.314439
3e-07,3.09525,0.314118
3e-07,3.10159,0.313797
3e-07,3.10795,0.313476
3e-07,3.11433,0.313154
3e-07,3.12074,0.312832
3e-07,3.12716,0.31251
3e-07,3.13362,0.312187
3e-07,3.14009,0.311864
3e-07,3.14659,0.311541
3e-07,3.15311,0.311218
3e-07,3.15965,0.310894
3e-07,3.16622,0.310569
3e-07,3.17281,0.310245
3e-07,3.17942,0.30992
3e-07,3.18606,0.309595
3e-07,3.19272,0.309269
3e-07,3.1994,0.308943
3e-07,3.20611,0.308617
3e-07,3.21285,0.30829
3e-07,3.21961,0.307963
3e-07,3.22639,0.307636
3e-07,3.2332,0.307308
3e-07,3.24003,0.30698
3e-07,3.24689,0.306652
3e-07,3.25377,0.306323
3e-07,3.26068,0.305994
3e-07,3.26761,0.305664
3e-07,3.27457,0.305335
3e-07,3.28156,0.305004
3e-07,3.28857,0.304674
3e-07,3.2956,0.304343
3e-07,3.30266,0.304012
3e-07,3.30975,0.30368
3e-07,3.31687,0.303348
3e-07,3.32401,0.303016
3e-07,3.33118,0.302683
3e-07,3.33837,0.30235
3e-07,3.3456,0.302017
3e-07,3.35285,0.301683
3e-07,3.36012,0.301349
3e-07,3.36743,0.301015
3e-07,3.37476,0.30068
3e-07,3.38212,0.300345
3e-07,3.38951,0.300009
3e-07,3.39692,0.299673
3e-07,3.40437,0.299337
3e-07,3.41184,0.299
3e-07,3.41934,0.298663
3e-07,3.42687,0.298325
3e-07,3.43443,0.297988
3e-07,3.44202,0.297649
3e-07,3.44964,0.297311
3e-07,3.45728,0.296972
3e-07,3.46496,0.296632
3e-07,3.47267,0.296293
3e-07,3.4804,0.295953
3e-07,3.48817,0.295612
3e-07,3.49596,0.295271
3e-07,3.50379,0.29493
3e-07,3.51165,0.294588
3e-07,3.51954,0.294246
3e-07,3.52746,0.293904
3e-07,3.53541,0.293561
3e-07,3.54339,0.293217
3e-07,3.5514,0.292874
3e-07,3.55945,0.29253
3e-07,3.56753,0.292185
3e-07,3.57564,0.29184
3e-07,3.58378,0.291495
3e-07,3.59195,0.291149
3e-07,3.60016,0.290803
3e-07,3.6084,0.290457
3e-07,3.61668,0.29011
3e-07,3.62498,0.289763
3e-07,3.63332,0.289415
3e-07,3.6417,0.289067
3e-07,3.6501,0.288718
3e-07,3.65855,0.288369
3e-07,3.66702,0.28802
3e-07,3.67553,0.28767
3e-07,3.68408,0.28732
3e-07,3.69266,0.28697
3e-07,3.70128,0.286618
3e-07,3.70993,0.286267
3e-07,3.71861,0.285915
3e-07,3.72734,0.285563
3e-07,3.7361,0.28521
3e-07,3.74489,0.284857
3e-07,3.75372,0.284504
3e-07,3.76259,0.28415
3e-07,3.7715,0.283795
3e-07,3.78044,0.28344
3e-07,3.78942,0.283085
3e-07,3.79844,0.282729
3e-07,3.80749,0.282373
3e-07,3.81659,0.282017
3e-07,3.82572,0.281659
3e-07,3.83489,0.281302
3e-07,3.8441,0.280944
3e-07,3.85335,0.280586
3e-07,3.86263,0.280227
3e-07,3.87196,0.279868
3e-07,3.88133,0.279508
3e-07,3.89074,0.279148
3e-07,3.90018,0.278787
3e-07,3.90967,0.278426
3e-07,3.9192,0.278065
3e-07,3.92877,0.277703
3e-07,3.93838,0.277341
3e-07,3.94804,0.276978
3e-07,3.95773,0.276614
3e-07,3.96747,0.276251
3e-07,3.97725,0.275887
3e-07,3.98707,0.275522
3e-07,3.99694,0.275157
3e-07,4.00684,0.274791
3e-07,4.0168,0.274425
3e-07,4.02679,0.274059
3e-07,4.03683,0.273692
3e-07,4.04692,0.273324
3e-07,4.05705,0.272956
3e-07,4.06722,0.272588
3e-07,4.07744,0.272219
3e-07,4.0877,0.27185
3e-07,4.09802,0.27148
3e-07,4.10837,0.271109
3e-07,4.11878,0.270739
3e-07,4.12922,0.270367
3e-07,4.13972,0.269996
3e-07,4.15027,0.269624
3e-07,4.16086,0.269251
3e-07,4.1715,0.268878
3e-07,4.18219,0.268504
3e-07,4.19292,0.26813
3e-07,4.20371,0.267755
3e-07,4.21454,0.26738
3e-07,4.22543,0.267004
3e-07,4.23636,0.266628
3e-07,4.24735,0.266252
3e-07,4.25838,0.265874
3e-07,4.26947,0.265497
3e-07,4.28061,0.265119
3e-07,4.29179,0.26474
3e-07,4.30304,0.264361
3e-07,4.31433,0.263981
3e-07,4.32567,0.263601
3e-07,4.33707,0.263221
3e-07,4.34852,0.262839
3e-07,4.36003,0.262458
3e-07,4.37159,0.262076
3e-07,4.3832,0.261693
3e-07,4.39487,0.26131
3e-07,4.4066,0.260926
3e-07,4.41838,0.260542
3e-07,4.43021,0.260157
3e-07,4.4421,0.259772
3e-07,4.45405,0.259386
3e-07,4.46606,0.259
3e-07,4.47812,0.258613
3e-07,4.49024,0.258225
3e-07,4.50242,0.257837
3e-07,4.51465,0.257449
3e-07,4.52695,0.25706
3e-07,4.5393,0.256671
3e-07,4.55172,0.25628
3e-07,4.56419,0.25589
3e-07,4.57673,0.255499
3e-07,4.58933,0.255107
3e-07,4.60199,0.254715
3e-07,4.6147,0.254322
3e-07,4.62749,0.253929
3e-07,4.64033,0.253535
3e-07,4.65324,0.253141
3e-07,4.66621,0.252746
3e-07,4.67925,0.252351
3e-07,4.69235,0.251955
3e-07,4.70551,0.251558
3e-07,4.71874,0.251161
3e-07,4.73204,0.250763
3e-07,4.7454,0.250365
3e-07,4.75883,0.249966
3e-07,4.77232,0.249567
3e-07,4.78589,0.249167
3e-07,4.79952,0.248767
3e-07,4.81322,0.248366
3e-07,4.82699,0.247964
3e-07,4.84083,0.247562
3e-07,4.85473,0.247159
3e-07,4.86871,0.246756
3e-07,4.88276,0.246352
3e-07,4.89688,0.245948
3e-07,4.91108,0.245543
3e-07,4.92534,0.245137
3e-07,4.93968,0.244731
3e-07,4.95409,0.244324
3e-07,4.96858,0.243917
3e-07,4.98314,0.243509
3e-07,4.99777,0.2431
3e-07,5.01248,0.242691
3e-07,5.02727,0.242282
3e-07,5.04213,0.241871
3e-07,5.05707,0.241461
3e-07,5.07209,0.241049
3e-07,5.08719,0.240637
3e-07,5.10236,0.240224
3e-07,5.11762,0.239811
3e-07,5.13295,0.239397
3e-07,5.14836,0.238983
3e-07,5.16386,0.238568
3e-07,5.17944,0.238153
3e-07,5.19509,0.237736
3e-07,5.21084,0.23732
3e-07,5.22666,0.236902
3e-07,5.24257,0.236484
3e-07,5.25856,0.236065
3e-07,5.27464,0.235646
3e-07,5.2908,0.235226
3e-07,5.30705,0.234806
3e-07,5.32339,0.234385
3e-07,5.33981,0.233963
3e-07,5.35632,0.233541
3e-07,5.37292,0.233118
3e-07,5.38961,0.232694
3e-07,5.40639,0.23227
3e-07,5.42326,0.231846
3e-07,5.44022,0.23142
3e-07,5.45727,0.230994
3e-07,5.47442,0.230567
3e-07,5.49165,0.23014
3e-07,5.50898,0.229712
3e-07,5.52641,0.229284
3e-07,5.54393,0.228855
3e-07,5.56155,0.228425
3e-07,5.57926,0.227994
3e-07,5.59707,0.227563
3e-07,5.61498,0.227132
3e-07,5.63298,0.226699
3e-07,5.65109,0.226266
3e-07,5.66929,0.225833
3e-07,5.6876,0.225398
3e-07,5.706,0.224963
3e-07,5.72451,0.224528
3e-07,5.74312,0.224092
3e-07,5.76184,0.223655
3e-07,5.78065,0.223217
3e-07,5.79958,0.222779
3e-07,5.8186,0.22234
3e-07,5.83774,0.221901
3e-07,5.85698,0.221461
