L,gm/Id,Ai
4.5e-07,4.7374,0.00394161
4.5e-07,4.62684,0.00383349
4.5e-07,4.51841,0.00372833
4.5e-07,4.41209,0.00362606
4.5e-07,4.30787,0.00352659
4.5e-07,4.20571,0.00342986
4.5e-07,4.1056,0.00333577
4.5e-07,4.00752,0.00324427
4.5e-07,3.91143,0.00315527
4.5e-07,3.81732,0.00306872
4.5e-07,3.72515,0.00298454
4.5e-07,3.63491,0.00290267
4.5e-07,3.54657,0.00282304
4.5e-07,3.4601,0.0027456
4.5e-07,3.37548,0.00267028
4.5e-07,3.29268,0.00259703
4.5e-07,3.21167,0.00252579
4.5e-07,3.13242,0.0024565
4.5e-07,3.05491,0.00238911
4.5e-07,2.97911,0.00232357
4.5e-07,2.905,0.00225983
4.5e-07,2.83253,0.00219784
4.5e-07,2.7617,0.00213754
4.5e-07,2.69246,0.00207891
4.5e-07,2.6248,0.00202187
4.5e-07,2.55868,0.00196641
4.5e-07,2.49408,0.00191246
4.5e-07,2.43097,0.00186
4.5e-07,2.36931,0.00180897
4.5e-07,2.3091,0.00175935
4.5e-07,2.25029,0.00171108
4.5e-07,2.19286,0.00166414
4.5e-07,2.13679,0.00161849
4.5e-07,2.08204,0.00157409
4.5e-07,2.0286,0.0015309
4.5e-07,1.97643,0.0014889
4.5e-07,1.92551,0.00144806
4.5e-07,1.87582,0.00140833
4.5e-07,1.82733,0.00136969
4.5e-07,1.78001,0.00133212
4.5e-07,1.73384,0.00129557
4.5e-07,1.6888,0.00126003
4.5e-07,1.64486,0.00122546
4.5e-07,1.602,0.00119184
4.5e-07,1.5602,0.00115914
4.5e-07,1.51943,0.00112734
4.5e-07,1.47966,0.00109641
4.5e-07,1.44089,0.00106633
4.5e-07,1.40308,0.00103708
4.5e-07,1.36622,0.00100863
4.5e-07,1.33028,0.000980955
4.5e-07,1.29524,0.000954042
4.5e-07,1.26108,0.000927868
4.5e-07,1.22779,0.000902412
4.5e-07,1.19534,0.000877654
4.5e-07,1.16371,0.000853575
4.5e-07,1.13288,0.000830157
4.5e-07,1.10284,0.000807381
4.5e-07,1.07356,0.00078523
4.5e-07,1.04504,0.000763687
4.5e-07,1.01724,0.000742734
4.5e-07,0.990156,0.000722357
4.5e-07,0.96377,0.000702538
4.5e-07,0.938063,0.000683264
4.5e-07,0.913019,0.000664518
4.5e-07,0.888623,0.000646286
4.5e-07,0.864858,0.000628554
4.5e-07,0.84171,0.000611309
4.5e-07,0.819163,0.000594537
4.5e-07,0.797203,0.000578225
4.5e-07,0.775814,0.000562361
4.5e-07,0.754984,0.000546932
4.5e-07,0.734698,0.000531926
4.5e-07,0.714943,0.000517331
4.5e-07,0.695706,0.000503138
4.5e-07,0.676973,0.000489333
4.5e-07,0.658732,0.000475907
4.5e-07,0.640971,0.00046285
4.5e-07,0.623678,0.000450151
4.5e-07,0.606841,0.0004378
4.5e-07,0.590448,0.000425788
4.5e-07,0.574489,0.000414106
4.5e-07,0.558952,0.000402744
4.5e-07,0.543826,0.000391694
4.5e-07,0.529101,0.000380947
4.5e-07,0.514767,0.000370494
4.5e-07,0.500814,0.000360329
4.5e-07,0.487231,0.000350442
4.5e-07,0.47401,0.000340827
4.5e-07,0.461142,0.000331476
4.5e-07,0.448616,0.000322381
4.5e-07,0.436425,0.000313535
4.5e-07,0.424559,0.000304933
4.5e-07,0.413011,0.000296566
4.5e-07,0.401771,0.000288429
4.5e-07,0.390832,0.000280515
4.5e-07,0.380187,0.000272818
4.5e-07,0.369826,0.000265332
3e-07,1.83283,11.689
3e-07,1.83526,11.7146
3e-07,1.83769,11.7402
3e-07,1.84012,11.7659
3e-07,1.84256,11.7917
3e-07,1.84501,11.8174
3e-07,1.84745,11.8432
3e-07,1.84991,11.8691
3e-07,1.85236,11.8949
3e-07,1.85482,11.9209
3e-07,1.85729,11.9468
3e-07,1.85975,11.9728
3e-07,1.86223,11.9988
3e-07,1.8647,12.0248
3e-07,1.86718,12.0509
3e-07,1.86967,12.0771
3e-07,1.87216,12.1032
3e-07,1.87465,12.1294
3e-07,1.87715,12.1556
3e-07,1.87966,12.1819
3e-07,1.88216,12.2082
3e-07,1.88468,12.2346
3e-07,1.88719,12.2609
3e-07,1.88971,12.2874
3e-07,1.89224,12.3138
3e-07,1.89477,12.3403
3e-07,1.8973,12.3668
3e-07,1.89984,12.3934
3e-07,1.90238,12.42
3e-07,1.90493,12.4467
3e-07,1.90748,12.4733
3e-07,1.91004,12.5001
3e-07,1.9126,12.5268
3e-07,1.91517,12.5536
3e-07,1.91774,12.5805
3e-07,1.92032,12.6073
3e-07,1.9229,12.6342
3e-07,1.92548,12.6612
3e-07,1.92807,12.6882
3e-07,1.93066,12.7152
3e-07,1.93326,12.7423
3e-07,1.93586,12.7694
3e-07,1.93847,12.7965
3e-07,1.94109,12.8237
3e-07,1.9437,12.851
3e-07,1.94633,12.8782
3e-07,1.94895,12.9055
3e-07,1.95159,12.9329
3e-07,1.95422,12.9603
3e-07,1.95686,12.9877
3e-07,1.95951,13.0152
3e-07,1.96216,13.0427
3e-07,1.96482,13.0702
3e-07,1.96748,13.0978
3e-07,1.97015,13.1255
3e-07,1.97282,13.1531
3e-07,1.97549,13.1809
3e-07,1.97817,13.2086
3e-07,1.98086,13.2364
3e-07,1.98355,13.2643
3e-07,1.98625,13.2921
3e-07,1.98895,13.3201
3e-07,1.99165,13.348
3e-07,1.99437,13.376
3e-07,1.99708,13.4041
3e-07,1.9998,13.4322
3e-07,2.00253,13.4603
3e-07,2.00526,13.4885
3e-07,2.008,13.5167
3e-07,2.01074,13.545
3e-07,2.01349,13.5733
3e-07,2.01624,13.6016
3e-07,2.019,13.63
3e-07,2.02176,13.6585
3e-07,2.02453,13.6869
3e-07,2.0273,13.7155
3e-07,2.03008,13.744
3e-07,2.03287,13.7726
3e-07,2.03566,13.8013
3e-07,2.03845,13.83
3e-07,2.04125,13.8587
3e-07,2.04406,13.8875
3e-07,2.04687,13.9164
3e-07,2.04968,13.9452
3e-07,2.05251,13.9742
3e-07,2.05533,14.0031
3e-07,2.05817,14.0321
3e-07,2.06101,14.0612
3e-07,2.06385,14.0903
3e-07,2.0667,14.1195
3e-07,2.06955,14.1486
3e-07,2.07242,14.1779
3e-07,2.07528,14.2072
3e-07,2.07815,14.2365
3e-07,2.08103,14.2659
3e-07,2.08391,14.2953
3e-07,2.0868,14.3248
3e-07,2.0897,14.3543
3e-07,2.0926,14.3839
3e-07,2.0955,14.4135
3e-07,2.09842,14.4431
3e-07,2.10133,14.4728
3e-07,2.10426,14.5026
3e-07,2.10719,14.5324
3e-07,2.11012,14.5622
3e-07,2.11306,14.5921
3e-07,2.11601,14.6221
3e-07,2.11896,14.6521
3e-07,2.12192,14.6821
3e-07,2.12489,14.7122
3e-07,2.12786,14.7423
3e-07,2.13083,14.7725
3e-07,2.13382,14.8027
3e-07,2.1368,14.833
3e-07,2.1398,14.8633
3e-07,2.1428,14.8937
3e-07,2.14581,14.9241
3e-07,2.14882,14.9546
3e-07,2.15184,14.9851
3e-07,2.15486,15.0157
3e-07,2.15789,15.0463
3e-07,2.16093,15.077
3e-07,2.16398,15.1077
3e-07,2.16703,15.1385
3e-07,2.17008,15.1693
3e-07,2.17314,15.2002
3e-07,2.17621,15.2311
3e-07,2.17929,15.2621
3e-07,2.18237,15.2931
3e-07,2.18546,15.3242
3e-07,2.18855,15.3553
3e-07,2.19165,15.3865
3e-07,2.19476,15.4177
3e-07,2.19787,15.449
3e-07,2.20099,15.4804
3e-07,2.20412,15.5117
3e-07,2.20725,15.5432
3e-07,2.21039,15.5747
3e-07,2.21354,15.6062
3e-07,2.21669,15.6378
3e-07,2.21985,15.6694
3e-07,2.22301,15.7011
3e-07,2.22619,15.7329
3e-07,2.22937,15.7647
3e-07,2.23255,15.7966
3e-07,2.23574,15.8285
3e-07,2.23894,15.8604
3e-07,2.24215,15.8924
3e-07,2.24536,15.9245
3e-07,2.24858,15.9566
3e-07,2.25181,15.9888
3e-07,2.25504,16.021
3e-07,2.25828,16.0533
3e-07,2.26153,16.0857
3e-07,2.26479,16.1181
3e-07,2.26805,16.1505
3e-07,2.27131,16.183
3e-07,2.27459,16.2156
3e-07,2.27787,16.2482
3e-07,2.28116,16.2809
3e-07,2.28446,16.3136
3e-07,2.28776,16.3464
3e-07,2.29107,16.3792
3e-07,2.29439,16.4121
3e-07,2.29772,16.445
3e-07,2.30105,16.478
3e-07,2.30439,16.5111
3e-07,2.30773,16.5442
3e-07,2.31109,16.5774
3e-07,2.31445,16.6106
3e-07,2.31782,16.6439
3e-07,2.32119,16.6772
3e-07,2.32458,16.7106
3e-07,2.32797,16.7441
3e-07,2.33137,16.7776
3e-07,2.33477,16.8112
3e-07,2.33819,16.8448
3e-07,2.34161,16.8785
3e-07,2.34504,16.9123
3e-07,2.34847,16.9461
3e-07,2.35192,16.9799
3e-07,2.35537,17.0138
3e-07,2.35883,17.0478
3e-07,2.36229,17.0819
3e-07,2.36577,17.116
3e-07,2.36925,17.1501
3e-07,2.37274,17.1843
3e-07,2.37624,17.2186
3e-07,2.37974,17.2529
3e-07,2.38326,17.2873
3e-07,2.38678,17.3218
3e-07,2.39031,17.3563
3e-07,2.39385,17.3909
3e-07,2.39739,17.4255
3e-07,2.40095,17.4602
3e-07,2.40451,17.495
3e-07,2.40808,17.5298
3e-07,2.41165,17.5647
3e-07,2.41524,17.5996
3e-07,2.41883,17.6346
3e-07,2.42244,17.6697
3e-07,2.42605,17.7048
3e-07,2.42966,17.74
3e-07,2.43329,17.7752
3e-07,2.43693,17.8106
3e-07,2.44057,17.8459
3e-07,2.44422,17.8814
3e-07,2.44788,17.9169
3e-07,2.45155,17.9524
3e-07,2.45523,17.9881
3e-07,2.45892,18.0237
3e-07,2.46261,18.0595
3e-07,2.46631,18.0953
3e-07,2.47002,18.1312
3e-07,2.47374,18.1671
3e-07,2.47747,18.2031
3e-07,2.48121,18.2392
3e-07,2.48496,18.2754
3e-07,2.48871,18.3116
3e-07,2.49248,18.3478
3e-07,2.49625,18.3842
3e-07,2.50003,18.4205
3e-07,2.50382,18.457
3e-07,2.50762,18.4935
3e-07,2.51143,18.5301
3e-07,2.51525,18.5668
3e-07,2.51907,18.6035
3e-07,2.52291,18.6403
3e-07,2.52675,18.6772
3e-07,2.53061,18.7141
3e-07,2.53447,18.7511
3e-07,2.53834,18.7881
3e-07,2.54222,18.8252
3e-07,2.54611,18.8624
3e-07,2.55001,18.8997
3e-07,2.55392,18.937
3e-07,2.55784,18.9744
3e-07,2.56177,19.0119
3e-07,2.56571,19.0494
3e-07,2.56965,19.087
3e-07,2.57361,19.1247
3e-07,2.57758,19.1624
3e-07,2.58155,19.2002
3e-07,2.58554,19.2381
3e-07,2.58953,19.276
3e-07,2.59354,19.314
3e-07,2.59755,19.3521
3e-07,2.60158,19.3903
3e-07,2.60561,19.4285
3e-07,2.60965,19.4668
3e-07,2.61371,19.5051
3e-07,2.61777,19.5436
3e-07,2.62185,19.5821
3e-07,2.62593,19.6207
3e-07,2.63002,19.6593
3e-07,2.63413,19.698
3e-07,2.63824,19.7368
3e-07,2.64237,19.7757
3e-07,2.6465,19.8146
3e-07,2.65065,19.8536
3e-07,2.6548,19.8927
3e-07,2.65897,19.9318
3e-07,2.66314,19.971
3e-07,2.66733,20.0103
3e-07,2.67153,20.0497
3e-07,2.67573,20.0891
3e-07,2.67995,20.1287
3e-07,2.68418,20.1682
3e-07,2.68842,20.2079
3e-07,2.69267,20.2476
3e-07,2.69693,20.2875
3e-07,2.7012,20.3273
3e-07,2.70548,20.3673
3e-07,2.70977,20.4073
3e-07,2.71408,20.4474
3e-07,2.71839,20.4876
3e-07,2.72272,20.5279
3e-07,2.72706,20.5682
3e-07,2.7314,20.6086
3e-07,2.73576,20.6491
3e-07,2.74013,20.6897
3e-07,2.74451,20.7303
3e-07,2.74891,20.771
3e-07,2.75331,20.8118
3e-07,2.75772,20.8527
3e-07,2.76215,20.8936
3e-07,2.76659,20.9347
3e-07,2.77104,20.9758
3e-07,2.7755,21.0169
3e-07,2.77997,21.0582
3e-07,2.78446,21.0995
3e-07,2.78895,21.141
3e-07,2.79346,21.1825
3e-07,2.79798,21.224
3e-07,2.80251,21.2657
3e-07,2.80705,21.3074
3e-07,2.81161,21.3492
3e-07,2.81617,21.3911
3e-07,2.82075,21.4331
3e-07,2.82534,21.4751
3e-07,2.82995,21.5173
3e-07,2.83456,21.5595
3e-07,2.83919,21.6018
3e-07,2.84383,21.6442
3e-07,2.84848,21.6866
3e-07,2.85315,21.7291
3e-07,2.85782,21.7718
3e-07,2.86251,21.8145
3e-07,2.86721,21.8573
3e-07,2.87193,21.9001
3e-07,2.87665,21.9431
3e-07,2.88139,21.9861
3e-07,2.88615,22.0292
3e-07,2.89091,22.0724
3e-07,2.89569,22.1157
3e-07,2.90048,22.1591
3e-07,2.90528,22.2025
3e-07,2.9101,22.2461
3e-07,2.91493,22.2897
3e-07,2.91977,22.3334
3e-07,2.92463,22.3772
3e-07,2.9295,22.421
3e-07,2.93438,22.465
3e-07,2.93928,22.5091
3e-07,2.94419,22.5532
3e-07,2.94911,22.5974
3e-07,2.95405,22.6417
3e-07,2.959,22.6861
3e-07,2.96396,22.7306
3e-07,2.96894,22.7752
3e-07,2.97393,22.8198
3e-07,2.97893,22.8645
3e-07,2.98395,22.9094
3e-07,2.98898,22.9543
3e-07,2.99403,22.9993
3e-07,2.99909,23.0444
3e-07,3.00416,23.0896
3e-07,3.00925,23.1348
3e-07,3.01436,23.1802
3e-07,3.01947,23.2257
3e-07,3.0246,23.2712
3e-07,3.02975,23.3168
3e-07,3.03491,23.3626
3e-07,3.04009,23.4084
3e-07,3.04527,23.4543
3e-07,3.05048,23.5003
3e-07,3.0557,23.5464
3e-07,3.06093,23.5925
3e-07,3.06618,23.6388
3e-07,3.07144,23.6852
3e-07,3.07672,23.7316
3e-07,3.08202,23.7782
3e-07,3.08732,23.8248
3e-07,3.09265,23.8715
3e-07,3.09799,23.9184
3e-07,3.10334,23.9653
3e-07,3.10871,24.0123
3e-07,3.1141,24.0594
3e-07,3.1195,24.1066
3e-07,3.12491,24.1539
3e-07,3.13034,24.2013
3e-07,3.13579,24.2488
3e-07,3.14126,24.2964
3e-07,3.14674,24.344
3e-07,3.15223,24.3918
3e-07,3.15774,24.4397
3e-07,3.16327,24.4877
3e-07,3.16881,24.5357
3e-07,3.17437,24.5839
3e-07,3.17995,24.6322
3e-07,3.18554,24.6805
3e-07,3.19115,24.729
3e-07,3.19678,24.7775
3e-07,3.20242,24.8262
3e-07,3.20808,24.8749
3e-07,3.21375,24.9238
3e-07,3.21944,24.9727
3e-07,3.22515,25.0218
3e-07,3.23088,25.0709
3e-07,3.23662,25.1202
3e-07,3.24238,25.1695
3e-07,3.24816,25.219
3e-07,3.25396,25.2685
3e-07,3.25977,25.3182
3e-07,3.2656,25.3679
3e-07,3.27145,25.4178
3e-07,3.27731,25.4678
3e-07,3.28319,25.5178
3e-07,3.28909,25.568
3e-07,3.29501,25.6183
3e-07,3.30095,25.6686
3e-07,3.3069,25.7191
3e-07,3.31288,25.7697
3e-07,3.31887,25.8204
3e-07,3.32487,25.8712
3e-07,3.3309,25.9221
3e-07,3.33695,25.9731
3e-07,3.34301,26.0242
3e-07,3.34909,26.0754
3e-07,3.3552,26.1267
3e-07,3.36132,26.1781
3e-07,3.36746,26.2296
3e-07,3.37361,26.2813
3e-07,3.37979,26.333
3e-07,3.38599,26.3849
3e-07,3.3922,26.4368
3e-07,3.39844,26.4889
3e-07,3.40469,26.5411
3e-07,3.41097,26.5934
3e-07,3.41726,26.6458
3e-07,3.42358,26.6983
3e-07,3.42991,26.7509
3e-07,3.43626,26.8036
3e-07,3.44263,26.8564
3e-07,3.44903,26.9094
3e-07,3.45544,26.9624
3e-07,3.46188,27.0156
3e-07,3.46833,27.0689
3e-07,3.4748,27.1223
3e-07,3.4813,27.1758
3e-07,3.48781,27.2294
3e-07,3.49435,27.2831
3e-07,3.50091,27.337
3e-07,3.50749,27.3909
3e-07,3.51409,27.445
3e-07,3.52071,27.4992
3e-07,3.52735,27.5535
3e-07,3.53401,27.6079
3e-07,3.5407,27.6624
3e-07,3.5474,27.7171
3e-07,3.55413,27.7718
3e-07,3.56088,27.8267
3e-07,3.56765,27.8817
3e-07,3.57445,27.9368
3e-07,3.58126,27.992
3e-07,3.5881,28.0474
3e-07,3.59496,28.1028
3e-07,3.60185,28.1584
3e-07,3.60875,28.2141
3e-07,3.61568,28.2699
3e-07,3.62263,28.3259
3e-07,3.62961,28.3819
3e-07,3.6366,28.4381
3e-07,3.64362,28.4944
3e-07,3.65067,28.5508
3e-07,3.65773,28.6074
3e-07,3.66482,28.664
3e-07,3.67194,28.7208
3e-07,3.67908,28.7777
3e-07,3.68624,28.8348
3e-07,3.69342,28.8919
3e-07,3.70063,28.9492
3e-07,3.70787,29.0066
3e-07,3.71513,29.0641
3e-07,3.72241,29.1218
3e-07,3.72971,29.1795
3e-07,3.73705,29.2374
3e-07,3.7444,29.2954
3e-07,3.75178,29.3536
3e-07,3.75919,29.4119
3e-07,3.76662,29.4703
3e-07,3.77408,29.5288
3e-07,3.78156,29.5874
3e-07,3.78907,29.6462
3e-07,3.7966,29.7051
3e-07,3.80416,29.7642
3e-07,3.81175,29.8233
3e-07,3.81936,29.8826
3e-07,3.827,29.942
3e-07,3.83466,30.0016
3e-07,3.84236,30.0613
3e-07,3.85007,30.1211
3e-07,3.85782,30.181
3e-07,3.86559,30.2411
3e-07,3.87339,30.3013
3e-07,3.88121,30.3616
3e-07,3.88906,30.4221
3e-07,3.89695,30.4827
3e-07,3.90485,30.5435
3e-07,3.91279,30.6043
3e-07,3.92075,30.6653
3e-07,3.92874,30.7265
3e-07,3.93676,30.7877
3e-07,3.94481,30.8491
3e-07,3.95289,30.9107
3e-07,3.96099,30.9724
3e-07,3.96913,31.0342
3e-07,3.97729,31.0961
3e-07,3.98548,31.1582
3e-07,3.9937,31.2204
3e-07,4.00196,31.2828
3e-07,4.01024,31.3453
3e-07,4.01855,31.4079
3e-07,4.02689,31.4707
3e-07,4.03526,31.5336
3e-07,4.04366,31.5967
3e-07,4.05209,31.6599
3e-07,4.06055,31.7232
3e-07,4.06904,31.7867
3e-07,4.07756,31.8503
3e-07,4.08611,31.914
3e-07,4.0947,31.9779
3e-07,4.10331,32.042
3e-07,4.11196,32.1062
3e-07,4.12064,32.1705
3e-07,4.12935,32.235
3e-07,4.13809,32.2996
3e-07,4.14687,32.3643
3e-07,4.15568,32.4292
3e-07,4.16452,32.4943
3e-07,4.17339,32.5595
3e-07,4.18229,32.6248
3e-07,4.19123,32.6903
3e-07,4.2002,32.7559
3e-07,4.20921,32.8217
3e-07,4.21825,32.8876
3e-07,4.22732,32.9537
3e-07,4.23643,33.0199
3e-07,4.24557,33.0863
3e-07,4.25474,33.1528
3e-07,4.26395,33.2195
3e-07,4.27319,33.2863
3e-07,4.28247,33.3532
3e-07,4.29179,33.4204
3e-07,4.30114,33.4876
3e-07,4.31052,33.555
3e-07,4.31994,33.6226
3e-07,4.3294,33.6903
3e-07,4.33889,33.7582
3e-07,4.34842,33.8262
3e-07,4.35798,33.8944
3e-07,4.36758,33.9628
3e-07,4.37722,34.0312
3e-07,4.3869,34.0999
3e-07,4.39661,34.1687
3e-07,4.40636,34.2376
3e-07,4.41614,34.3067
3e-07,4.42597,34.376
3e-07,4.43583,34.4454
3e-07,4.44573,34.515
3e-07,4.45567,34.5847
3e-07,4.46565,34.6546
3e-07,4.47567,34.7247
3e-07,4.48573,34.7949
3e-07,4.49582,34.8653
3e-07,4.50596,34.9358
3e-07,4.51613,35.0065
3e-07,4.52635,35.0773
3e-07,4.5366,35.1483
3e-07,4.5469,35.2195
3e-07,4.55723,35.2908
3e-07,4.56761,35.3623
3e-07,4.57803,35.434
3e-07,4.58849,35.5058
3e-07,4.59899,35.5777
3e-07,4.60953,35.6499
3e-07,4.62012,35.7222
3e-07,4.63074,35.7947
3e-07,4.64141,35.8673
3e-07,4.65213,35.9401
3e-07,4.66288,36.013
3e-07,4.67368,36.0862
3e-07,4.68452,36.1594
3e-07,4.69541,36.2329
3e-07,4.70634,36.3065
3e-07,4.71731,36.3803
3e-07,4.72833,36.4543
3e-07,4.73939,36.5284
3e-07,4.7505,36.6027
3e-07,4.76166,36.6771
3e-07,4.77285,36.7518
3e-07,4.7841,36.8266
3e-07,4.79539,36.9015
3e-07,4.80673,36.9767
3e-07,4.81811,37.052
3e-07,4.82954,37.1275
3e-07,4.84102,37.2031
3e-07,4.85254,37.2789
3e-07,4.86411,37.3549
3e-07,4.87573,37.4311
3e-07,4.8874,37.5074
3e-07,4.89911,37.5839
3e-07,4.91088,37.6606
3e-07,4.92269,37.7374
3e-07,4.93455,37.8145
3e-07,4.94647,37.8917
3e-07,4.95843,37.969
3e-07,4.97044,38.0466
3e-07,4.9825,38.1243
3e-07,4.99462,38.2022
3e-07,5.00678,38.2803
3e-07,5.01899,38.3585
3e-07,5.03126,38.4369
3e-07,5.04358,38.5155
3e-07,5.05595,38.5943
3e-07,5.06837,38.6733
3e-07,5.08085,38.7524
3e-07,5.09338,38.8317
3e-07,5.10596,38.9112
3e-07,5.11859,38.9908
3e-07,5.13128,39.0707
3e-07,5.14402,39.1507
3e-07,5.15682,39.2309
3e-07,5.16967,39.3113
3e-07,5.18258,39.3918
3e-07,5.19554,39.4726
3e-07,5.20856,39.5535
3e-07,5.22164,39.6346
3e-07,5.23477,39.7159
3e-07,5.24796,39.7973
3e-07,5.2612,39.879
3e-07,5.2745,39.9608
3e-07,5.28786,40.0428
3e-07,5.30128,40.125
3e-07,5.31476,40.2073
3e-07,5.32829,40.2899
3e-07,5.34189,40.3726
3e-07,5.35554,40.4555
3e-07,5.36925,40.5386
3e-07,5.38303,40.6218
3e-07,5.39686,40.7053
3e-07,5.41075,40.7889
3e-07,5.42471,40.8728
3e-07,5.43872,40.9568
3e-07,5.4528,41.0409
3e-07,5.46694,41.1253
3e-07,5.48115,41.2099
3e-07,5.49541,41.2946
3e-07,5.50974,41.3795
3e-07,5.52413,41.4646
3e-07,5.53859,41.5499
3e-07,5.55311,41.6354
3e-07,5.56769,41.721
3e-07,5.58234,41.8069
3e-07,5.59706,41.8929
3e-07,5.61184,41.9791
3e-07,5.62669,42.0655
3e-07,5.6416,42.1521
3e-07,5.65658,42.2388
3e-07,5.67163,42.3258
3e-07,5.68674,42.4129
3e-07,5.70193,42.5002
3e-07,5.71718,42.5877
3e-07,5.7325,42.6754
3e-07,5.74789,42.7633
3e-07,5.76335,42.8513
3e-07,5.77888,42.9396
3e-07,5.79448,43.028
3e-07,5.81015,43.1166
3e-07,5.82589,43.2054
3e-07,5.8417,43.2943
3e-07,5.85759,43.3835
3e-07,5.87354,43.4728
3e-07,5.88957,43.5624
3e-07,5.90568,43.6521
3e-07,5.92185,43.742
3e-07,5.9381,43.832
3e-07,5.95443,43.9223
3e-07,5.97083,44.0127
3e-07,5.9873,44.1033
3e-07,6.00385,44.1941
3e-07,6.02048,44.2851
3e-07,6.03718,44.3763
3e-07,6.05396,44.4676
3e-07,6.07081,44.5591
3e-07,6.08775,44.6508
3e-07,6.10476,44.7427
3e-07,6.12185,44.8348
3e-07,6.13902,44.927
3e-07,6.15627,45.0195
3e-07,6.1736,45.1121
3e-07,6.19101,45.2048
3e-07,6.2085,45.2978
3e-07,6.22607,45.3909
3e-07,6.24373,45.4843
3e-07,6.26146,45.5777
3e-07,6.27928,45.6714
3e-07,6.29718,45.7653
3e-07,6.31516,45.8593
3e-07,6.33323,45.9535
3e-07,6.35138,46.0478
3e-07,6.36962,46.1424
3e-07,6.38794,46.2371
3e-07,6.40634,46.332
3e-07,6.42484,46.427
3e-07,6.44342,46.5222
3e-07,6.46208,46.6176
3e-07,6.48084,46.7132
3e-07,6.49968,46.8089
3e-07,6.51861,46.9048
3e-07,6.53763,47.0009
3e-07,6.55674,47.0971
3e-07,6.57593,47.1935
3e-07,6.59522,47.2901
3e-07,6.6146,47.3868
3e-07,6.63407,47.4837
3e-07,6.65363,47.5808
3e-07,6.67328,47.678
3e-07,6.69303,47.7754
3e-07,6.71286,47.8729
3e-07,6.7328,47.9706
3e-07,6.75282,48.0684
3e-07,6.77294,48.1664
3e-07,6.79315,48.2646
3e-07,6.81346,48.3629
3e-07,6.83387,48.4614
3e-07,6.85437,48.56
3e-07,6.87497,48.6587
3e-07,6.89566,48.7577
3e-07,6.91645,48.8567
3e-07,6.93734,48.9559
3e-07,6.95833,49.0553
3e-07,6.97942,49.1548
3e-07,7.00061,49.2544
3e-07,7.02189,49.3542
3e-07,7.04328,49.4541
3e-07,7.06477,49.5541
3e-07,7.08636,49.6543
3e-07,7.10805,49.7546
3e-07,7.12984,49.8551
3e-07,7.15173,49.9557
3e-07,7.17373,50.0564
3e-07,7.19583,50.1572
3e-07,7.21804,50.2582
3e-07,7.24035,50.3593
3e-07,7.26276,50.4605
3e-07,7.28528,50.5618
3e-07,7.30791,50.6633
3e-07,7.33064,50.7649
3e-07,7.35348,50.8665
3e-07,7.37642,50.9683
3e-07,7.39948,51.0702
3e-07,7.42264,51.1723
3e-07,7.4459,51.2744
3e-07,7.46928,51.3766
3e-07,7.49277,51.4789
3e-07,7.51637,51.5813
3e-07,7.54007,51.6839
3e-07,7.56389,51.7865
3e-07,7.58782,51.8892
3e-07,7.61186,51.992
3e-07,7.63601,52.0949
3e-07,7.66027,52.1978
3e-07,7.68465,52.3009
3e-07,7.70913,52.404
3e-07,7.73373,52.5072
3e-07,7.75845,52.6105
3e-07,7.78328,52.7139
3e-07,7.80822,52.8173
3e-07,7.83328,52.9208
3e-07,7.85845,53.0243
3e-07,7.88374,53.1279
3e-07,7.90915,53.2316
3e-07,7.93467,53.3353
3e-07,7.96031,53.4391
3e-07,7.98606,53.5429
3e-07,8.01193,53.6468
3e-07,8.03792,53.7507
3e-07,8.06403,53.8546
3e-07,8.09026,53.9586
3e-07,8.1166,54.0626
3e-07,8.14306,54.1666
3e-07,8.16964,54.2706
3e-07,8.19634,54.3747
3e-07,8.22317,54.4788
3e-07,8.25011,54.5829
3e-07,8.27717,54.687
3e-07,8.30435,54.7911
3e-07,8.33165,54.8952
3e-07,8.35907,54.9993
3e-07,8.38662,55.1034
3e-07,8.41428,55.2075
3e-07,8.44207,55.3116
3e-07,8.46998,55.4157
3e-07,8.49801,55.5197
3e-07,8.52616,55.6237
3e-07,8.55444,55.7277
3e-07,8.58284,55.8316
3e-07,8.61136,55.9355
3e-07,8.64,56.0393
3e-07,8.66877,56.1431
3e-07,8.69766,56.2469
3e-07,8.72667,56.3505
3e-07,8.7558,56.4541
3e-07,8.78506,56.5577
3e-07,8.81444,56.6611
3e-07,8.84395,56.7645
3e-07,8.87358,56.8678
3e-07,8.90333,56.971
3e-07,8.9332,57.0741
3e-07,8.9632,57.1771
3e-07,8.99332,57.28
3e-07,9.02357,57.3828
3e-07,9.05394,57.4855
3e-07,9.08443,57.588
3e-07,9.11504,57.6905
3e-07,9.14578,57.7927
3e-07,9.17664,57.8949
3e-07,9.20762,57.9969
3e-07,9.23873,58.0987
3e-07,9.26996,58.2004
3e-07,9.30131,58.3019
3e-07,9.33278,58.4033
3e-07,9.36437,58.5044
3e-07,9.39609,58.6054
3e-07,9.42792,58.7062
3e-07,9.45988,58.8068
3e-07,9.49196,58.9072
3e-07,9.52415,59.0074
3e-07,9.55647,59.1074
3e-07,9.58891,59.2071
3e-07,9.62146,59.3066
3e-07,9.65414,59.4059
3e-07,9.68693,59.505
3e-07,9.71984,59.6037
3e-07,9.75287,59.7023
3e-07,9.78601,59.8005
3e-07,9.81927,59.8985
3e-07,9.85265,59.9962
3e-07,9.88614,60.0937
