L,gm/Id,Ai
4.5e-07,26.6076,5.93625
4.5e-07,26.6049,5.80093
4.5e-07,26.6021,5.66857
4.5e-07,26.5992,5.53911
4.5e-07,26.5962,5.41248
4.5e-07,26.5932,5.28863
4.5e-07,26.5901,5.16751
4.5e-07,26.5869,5.04906
4.5e-07,26.5836,4.93322
4.5e-07,26.5803,4.81995
4.5e-07,26.5769,4.70919
4.5e-07,26.5733,4.60088
4.5e-07,26.5697,4.49499
4.5e-07,26.566,4.39145
4.5e-07,26.5622,4.29022
4.5e-07,26.5584,4.19126
4.5e-07,26.5544,4.0945
4.5e-07,26.5503,3.99992
4.5e-07,26.5461,3.90746
4.5e-07,26.5418,3.81707
4.5e-07,26.5374,3.72872
4.5e-07,26.5329,3.64236
4.5e-07,26.5283,3.55794
4.5e-07,26.5235,3.47543
4.5e-07,26.5187,3.39479
4.5e-07,26.5137,3.31597
4.5e-07,26.5086,3.23894
4.5e-07,26.5034,3.16366
4.5e-07,26.4981,3.09009
4.5e-07,26.4926,3.01819
4.5e-07,26.487,2.94793
4.5e-07,26.4812,2.87927
4.5e-07,26.4753,2.81217
4.5e-07,26.4693,2.74661
4.5e-07,26.4631,2.68255
4.5e-07,26.4568,2.61995
4.5e-07,26.4503,2.55879
4.5e-07,26.4437,2.49902
4.5e-07,26.4369,2.44063
4.5e-07,26.4299,2.38358
4.5e-07,26.4228,2.32784
4.5e-07,26.4154,2.27338
4.5e-07,26.408,2.22017
4.5e-07,26.4003,2.1682
4.5e-07,26.3924,2.11741
4.5e-07,26.3844,2.0678
4.5e-07,26.3762,2.01934
4.5e-07,26.3677,1.97199
4.5e-07,26.3591,1.92574
4.5e-07,26.3502,1.88056
3e-07,1.12537,10.8004
3e-07,1.12663,10.8166
3e-07,1.1279,10.8329
3e-07,1.12917,10.8492
3e-07,1.13045,10.8655
3e-07,1.13172,10.8819
3e-07,1.133,10.8982
3e-07,1.13428,10.9147
3e-07,1.13556,10.9311
3e-07,1.13685,10.9475
3e-07,1.13813,10.964
3e-07,1.13942,10.9805
3e-07,1.14071,10.9971
3e-07,1.14201,11.0136
3e-07,1.1433,11.0302
3e-07,1.1446,11.0468
3e-07,1.1459,11.0635
3e-07,1.1472,11.0801
3e-07,1.1485,11.0968
3e-07,1.14981,11.1135
3e-07,1.15112,11.1303
3e-07,1.15243,11.147
3e-07,1.15374,11.1638
3e-07,1.15506,11.1807
3e-07,1.15637,11.1975
3e-07,1.15769,11.2144
3e-07,1.15902,11.2313
3e-07,1.16034,11.2482
3e-07,1.16167,11.2652
3e-07,1.16299,11.2821
3e-07,1.16432,11.2992
3e-07,1.16566,11.3162
3e-07,1.16699,11.3332
3e-07,1.16833,11.3503
3e-07,1.16967,11.3675
3e-07,1.17101,11.3846
3e-07,1.17236,11.4018
3e-07,1.1737,11.419
3e-07,1.17505,11.4362
3e-07,1.1764,11.4534
3e-07,1.17776,11.4707
3e-07,1.17911,11.488
3e-07,1.18047,11.5054
3e-07,1.18183,11.5227
3e-07,1.18319,11.5401
3e-07,1.18456,11.5575
3e-07,1.18593,11.575
3e-07,1.1873,11.5924
3e-07,1.18867,11.6099
3e-07,1.19004,11.6275
3e-07,1.19142,11.645
3e-07,1.1928,11.6626
3e-07,1.19418,11.6802
3e-07,1.19556,11.6979
3e-07,1.19695,11.7155
3e-07,1.19834,11.7332
3e-07,1.19973,11.751
3e-07,1.20112,11.7687
3e-07,1.20252,11.7865
3e-07,1.20392,11.8043
3e-07,1.20532,11.8221
3e-07,1.20672,11.84
3e-07,1.20813,11.8579
3e-07,1.20954,11.8758
3e-07,1.21095,11.8938
3e-07,1.21236,11.9118
3e-07,1.21378,11.9298
3e-07,1.2152,11.9478
3e-07,1.21662,11.9659
3e-07,1.21804,11.984
3e-07,1.21946,12.0021
3e-07,1.22089,12.0203
3e-07,1.22232,12.0385
3e-07,1.22376,12.0567
3e-07,1.22519,12.0749
3e-07,1.22663,12.0932
3e-07,1.22807,12.1115
3e-07,1.22951,12.1299
3e-07,1.23096,12.1482
3e-07,1.23241,12.1666
3e-07,1.23386,12.185
3e-07,1.23531,12.2035
3e-07,1.23677,12.222
3e-07,1.23823,12.2405
3e-07,1.23969,12.259
3e-07,1.24115,12.2776
3e-07,1.24262,12.2962
3e-07,1.24409,12.3149
3e-07,1.24556,12.3335
3e-07,1.24703,12.3522
3e-07,1.24851,12.371
3e-07,1.24999,12.3897
3e-07,1.25147,12.4085
3e-07,1.25296,12.4273
3e-07,1.25444,12.4462
3e-07,1.25593,12.4651
3e-07,1.25743,12.484
3e-07,1.25892,12.5029
3e-07,1.26042,12.5219
3e-07,1.26192,12.5409
3e-07,1.26342,12.5599
3e-07,1.26493,12.579
3e-07,1.26644,12.5981
3e-07,1.26795,12.6172
3e-07,1.26947,12.6364
3e-07,1.27098,12.6556
3e-07,1.2725,12.6748
3e-07,1.27403,12.6941
3e-07,1.27555,12.7134
3e-07,1.27708,12.7327
3e-07,1.27861,12.752
3e-07,1.28014,12.7714
3e-07,1.28168,12.7908
3e-07,1.28322,12.8103
3e-07,1.28476,12.8298
3e-07,1.2863,12.8493
3e-07,1.28785,12.8688
3e-07,1.2894,12.8884
3e-07,1.29096,12.908
3e-07,1.29251,12.9277
3e-07,1.29407,12.9473
3e-07,1.29563,12.9671
3e-07,1.2972,12.9868
3e-07,1.29876,13.0066
3e-07,1.30033,13.0264
3e-07,1.30191,13.0462
3e-07,1.30348,13.0661
3e-07,1.30506,13.086
3e-07,1.30664,13.1059
3e-07,1.30823,13.1259
3e-07,1.30982,13.1459
3e-07,1.31141,13.166
3e-07,1.313,13.186
3e-07,1.3146,13.2062
3e-07,1.3162,13.2263
3e-07,1.3178,13.2465
3e-07,1.3194,13.2667
3e-07,1.32101,13.2869
3e-07,1.32262,13.3072
3e-07,1.32424,13.3275
3e-07,1.32585,13.3479
3e-07,1.32748,13.3682
3e-07,1.3291,13.3887
3e-07,1.33072,13.4091
3e-07,1.33235,13.4296
3e-07,1.33399,13.4501
3e-07,1.33562,13.4707
3e-07,1.33726,13.4913
3e-07,1.3389,13.5119
3e-07,1.34055,13.5325
3e-07,1.34219,13.5532
3e-07,1.34384,13.574
3e-07,1.3455,13.5947
3e-07,1.34715,13.6155
3e-07,1.34881,13.6364
3e-07,1.35048,13.6572
3e-07,1.35214,13.6781
3e-07,1.35381,13.6991
3e-07,1.35548,13.72
3e-07,1.35716,13.7411
3e-07,1.35884,13.7621
3e-07,1.36052,13.7832
3e-07,1.36221,13.8043
3e-07,1.36389,13.8255
3e-07,1.36559,13.8467
3e-07,1.36728,13.8679
3e-07,1.36898,13.8891
3e-07,1.37068,13.9104
3e-07,1.37238,13.9318
3e-07,1.37409,13.9532
3e-07,1.3758,13.9746
3e-07,1.37752,13.996
3e-07,1.37923,14.0175
3e-07,1.38095,14.039
3e-07,1.38268,14.0606
3e-07,1.3844,14.0822
3e-07,1.38613,14.1038
3e-07,1.38787,14.1255
3e-07,1.38961,14.1472
3e-07,1.39135,14.1689
3e-07,1.39309,14.1907
3e-07,1.39484,14.2125
3e-07,1.39659,14.2344
3e-07,1.39834,14.2563
3e-07,1.4001,14.2782
3e-07,1.40186,14.3002
3e-07,1.40362,14.3222
3e-07,1.40539,14.3442
3e-07,1.40716,14.3663
3e-07,1.40893,14.3884
3e-07,1.41071,14.4106
3e-07,1.41249,14.4328
3e-07,1.41428,14.455
3e-07,1.41606,14.4773
3e-07,1.41786,14.4996
3e-07,1.41965,14.522
3e-07,1.42145,14.5444
3e-07,1.42325,14.5668
3e-07,1.42506,14.5893
3e-07,1.42686,14.6118
3e-07,1.42868,14.6343
3e-07,1.43049,14.6569
3e-07,1.43231,14.6796
3e-07,1.43414,14.7022
3e-07,1.43596,14.7249
3e-07,1.43779,14.7477
3e-07,1.43963,14.7705
3e-07,1.44146,14.7933
3e-07,1.4433,14.8162
3e-07,1.44515,14.8391
3e-07,1.447,14.862
3e-07,1.44885,14.885
3e-07,1.4507,14.9081
3e-07,1.45256,14.9311
3e-07,1.45442,14.9542
3e-07,1.45629,14.9774
3e-07,1.45816,15.0006
3e-07,1.46003,15.0238
3e-07,1.46191,15.0471
3e-07,1.46379,15.0704
3e-07,1.46568,15.0938
3e-07,1.46757,15.1172
3e-07,1.46946,15.1406
3e-07,1.47136,15.1641
3e-07,1.47326,15.1876
3e-07,1.47516,15.2112
3e-07,1.47707,15.2348
3e-07,1.47898,15.2584
3e-07,1.48089,15.2821
3e-07,1.48281,15.3058
3e-07,1.48473,15.3296
3e-07,1.48666,15.3534
3e-07,1.48859,15.3773
3e-07,1.49053,15.4012
3e-07,1.49246,15.4251
3e-07,1.49441,15.4491
3e-07,1.49635,15.4731
3e-07,1.4983,15.4972
3e-07,1.50026,15.5213
3e-07,1.50221,15.5455
3e-07,1.50418,15.5697
3e-07,1.50614,15.5939
3e-07,1.50811,15.6182
3e-07,1.51008,15.6426
3e-07,1.51206,15.6669
3e-07,1.51404,15.6914
3e-07,1.51603,15.7158
3e-07,1.51802,15.7403
3e-07,1.52001,15.7649
3e-07,1.52201,15.7895
3e-07,1.52401,15.8141
3e-07,1.52602,15.8388
3e-07,1.52803,15.8635
3e-07,1.53004,15.8883
3e-07,1.53206,15.9131
3e-07,1.53408,15.938
3e-07,1.53611,15.9629
3e-07,1.53814,15.9878
3e-07,1.54017,16.0128
3e-07,1.54221,16.0379
3e-07,1.54426,16.063
3e-07,1.5463,16.0881
3e-07,1.54835,16.1133
3e-07,1.55041,16.1385
3e-07,1.55247,16.1638
3e-07,1.55453,16.1891
3e-07,1.5566,16.2145
3e-07,1.55868,16.2399
3e-07,1.56075,16.2653
3e-07,1.56283,16.2908
3e-07,1.56492,16.3164
3e-07,1.56701,16.342
3e-07,1.5691,16.3676
3e-07,1.5712,16.3933
3e-07,1.57331,16.419
3e-07,1.57541,16.4448
3e-07,1.57752,16.4707
3e-07,1.57964,16.4965
3e-07,1.58176,16.5225
3e-07,1.58389,16.5484
3e-07,1.58602,16.5744
3e-07,1.58815,16.6005
3e-07,1.59029,16.6266
3e-07,1.59243,16.6528
3e-07,1.59458,16.679
3e-07,1.59673,16.7053
3e-07,1.59889,16.7316
3e-07,1.60105,16.7579
3e-07,1.60321,16.7843
3e-07,1.60538,16.8108
3e-07,1.60756,16.8373
3e-07,1.60974,16.8638
3e-07,1.61192,16.8904
3e-07,1.61411,16.9171
3e-07,1.6163,16.9438
3e-07,1.6185,16.9705
3e-07,1.6207,16.9973
3e-07,1.62291,17.0242
3e-07,1.62512,17.0511
3e-07,1.62734,17.078
3e-07,1.62956,17.105
3e-07,1.63178,17.1321
3e-07,1.63401,17.1592
3e-07,1.63625,17.1863
3e-07,1.63849,17.2135
3e-07,1.64073,17.2408
3e-07,1.64298,17.2681
3e-07,1.64524,17.2954
3e-07,1.6475,17.3228
3e-07,1.64976,17.3503
3e-07,1.65203,17.3778
3e-07,1.6543,17.4054
3e-07,1.65658,17.433
3e-07,1.65887,17.4606
3e-07,1.66116,17.4883
3e-07,1.66345,17.5161
3e-07,1.66575,17.5439
3e-07,1.66805,17.5718
3e-07,1.67036,17.5997
3e-07,1.67267,17.6277
3e-07,1.67499,17.6557
3e-07,1.67731,17.6838
3e-07,1.67964,17.7119
3e-07,1.68198,17.7401
3e-07,1.68432,17.7683
3e-07,1.68666,17.7966
3e-07,1.68901,17.825
3e-07,1.69136,17.8534
3e-07,1.69372,17.8818
3e-07,1.69609,17.9103
3e-07,1.69846,17.9389
3e-07,1.70083,17.9675
3e-07,1.70321,17.9962
3e-07,1.7056,18.0249
3e-07,1.70799,18.0537
3e-07,1.71038,18.0825
3e-07,1.71278,18.1114
3e-07,1.71519,18.1403
3e-07,1.7176,18.1693
3e-07,1.72002,18.1984
3e-07,1.72244,18.2275
3e-07,1.72487,18.2566
3e-07,1.7273,18.2859
3e-07,1.72974,18.3151
3e-07,1.73218,18.3445
3e-07,1.73463,18.3738
3e-07,1.73709,18.4033
3e-07,1.73955,18.4328
3e-07,1.74201,18.4623
3e-07,1.74448,18.492
3e-07,1.74696,18.5216
3e-07,1.74944,18.5513
3e-07,1.75193,18.5811
3e-07,1.75442,18.611
3e-07,1.75692,18.6409
3e-07,1.75943,18.6708
3e-07,1.76194,18.7008
3e-07,1.76445,18.7309
3e-07,1.76697,18.761
3e-07,1.7695,18.7912
3e-07,1.77203,18.8215
3e-07,1.77457,18.8518
3e-07,1.77711,18.8821
3e-07,1.77966,18.9125
3e-07,1.78222,18.943
3e-07,1.78478,18.9736
3e-07,1.78735,19.0042
3e-07,1.78992,19.0348
3e-07,1.7925,19.0655
3e-07,1.79509,19.0963
3e-07,1.79768,19.1271
3e-07,1.80027,19.158
3e-07,1.80288,19.189
3e-07,1.80548,19.22
3e-07,1.8081,19.2511
3e-07,1.81072,19.2822
3e-07,1.81335,19.3134
3e-07,1.81598,19.3447
3e-07,1.81862,19.376
3e-07,1.82126,19.4074
3e-07,1.82391,19.4388
3e-07,1.82657,19.4703
3e-07,1.82923,19.5019
3e-07,1.8319,19.5335
3e-07,1.83458,19.5652
3e-07,1.83726,19.5969
3e-07,1.83994,19.6287
3e-07,1.84264,19.6606
3e-07,1.84534,19.6926
3e-07,1.84804,19.7246
3e-07,1.85076,19.7566
3e-07,1.85348,19.7888
3e-07,1.8562,19.8209
3e-07,1.85893,19.8532
3e-07,1.86167,19.8855
3e-07,1.86441,19.9179
3e-07,1.86717,19.9503
3e-07,1.86992,19.9828
3e-07,1.87269,20.0154
3e-07,1.87546,20.0481
3e-07,1.87823,20.0808
3e-07,1.88102,20.1135
3e-07,1.88381,20.1464
3e-07,1.8866,20.1793
3e-07,1.88941,20.2122
3e-07,1.89222,20.2452
3e-07,1.89503,20.2783
3e-07,1.89785,20.3115
3e-07,1.90068,20.3447
3e-07,1.90352,20.378
3e-07,1.90636,20.4114
3e-07,1.90921,20.4448
3e-07,1.91207,20.4783
3e-07,1.91493,20.5119
3e-07,1.9178,20.5455
3e-07,1.92068,20.5792
3e-07,1.92356,20.6129
3e-07,1.92645,20.6468
3e-07,1.92935,20.6807
3e-07,1.93226,20.7146
3e-07,1.93517,20.7486
3e-07,1.93809,20.7827
3e-07,1.94101,20.8169
3e-07,1.94395,20.8512
3e-07,1.94688,20.8855
3e-07,1.94983,20.9198
3e-07,1.95279,20.9543
3e-07,1.95575,20.9888
3e-07,1.95871,21.0234
3e-07,1.96169,21.058
3e-07,1.96467,21.0928
3e-07,1.96766,21.1275
3e-07,1.97066,21.1624
3e-07,1.97366,21.1973
3e-07,1.97668,21.2324
3e-07,1.9797,21.2674
3e-07,1.98272,21.3026
3e-07,1.98576,21.3378
3e-07,1.9888,21.3731
3e-07,1.99185,21.4084
3e-07,1.9949,21.4439
3e-07,1.99797,21.4794
3e-07,2.00104,21.515
3e-07,2.00412,21.5506
3e-07,2.0072,21.5863
3e-07,2.0103,21.6221
3e-07,2.0134,21.658
3e-07,2.01651,21.6939
3e-07,2.01962,21.73
3e-07,2.02275,21.7661
3e-07,2.02588,21.8022
3e-07,2.02902,21.8385
3e-07,2.03217,21.8748
3e-07,2.03533,21.9112
3e-07,2.03849,21.9476
3e-07,2.04166,21.9842
3e-07,2.04484,22.0208
3e-07,2.04803,22.0574
3e-07,2.05122,22.0942
3e-07,2.05443,22.131
3e-07,2.05764,22.168
3e-07,2.06086,22.205
3e-07,2.06409,22.242
3e-07,2.06732,22.2792
3e-07,2.07057,22.3164
3e-07,2.07382,22.3537
3e-07,2.07708,22.3911
3e-07,2.08035,22.4285
3e-07,2.08362,22.466
3e-07,2.08691,22.5036
3e-07,2.0902,22.5413
3e-07,2.09351,22.5791
3e-07,2.09682,22.6169
3e-07,2.10013,22.6549
3e-07,2.10346,22.6929
3e-07,2.1068,22.7309
3e-07,2.11014,22.7691
3e-07,2.1135,22.8073
3e-07,2.11686,22.8456
3e-07,2.12023,22.884
3e-07,2.12361,22.9225
3e-07,2.12699,22.9611
3e-07,2.13039,22.9997
3e-07,2.13379,23.0384
3e-07,2.13721,23.0772
3e-07,2.14063,23.1161
3e-07,2.14406,23.1551
3e-07,2.1475,23.1941
3e-07,2.15095,23.2333
3e-07,2.15441,23.2725
3e-07,2.15788,23.3118
3e-07,2.16135,23.3511
3e-07,2.16484,23.3906
3e-07,2.16833,23.4301
3e-07,2.17184,23.4698
3e-07,2.17535,23.5095
3e-07,2.17887,23.5493
3e-07,2.1824,23.5891
3e-07,2.18594,23.6291
3e-07,2.18949,23.6691
3e-07,2.19305,23.7093
3e-07,2.19662,23.7495
3e-07,2.2002,23.7898
3e-07,2.20378,23.8302
3e-07,2.20738,23.8707
3e-07,2.21099,23.9112
3e-07,2.2146,23.9519
3e-07,2.21823,23.9926
3e-07,2.22186,24.0334
3e-07,2.22551,24.0743
3e-07,2.22916,24.1153
3e-07,2.23283,24.1564
3e-07,2.2365,24.1976
3e-07,2.24019,24.2388
3e-07,2.24388,24.2802
3e-07,2.24758,24.3216
3e-07,2.2513,24.3631
3e-07,2.25502,24.4047
3e-07,2.25875,24.4464
3e-07,2.2625,24.4882
3e-07,2.26625,24.5301
3e-07,2.27001,24.5721
3e-07,2.27379,24.6141
3e-07,2.27757,24.6563
3e-07,2.28137,24.6985
3e-07,2.28517,24.7409
3e-07,2.28899,24.7833
3e-07,2.29281,24.8258
3e-07,2.29665,24.8684
3e-07,2.3005,24.9111
3e-07,2.30435,24.9539
3e-07,2.30822,24.9968
3e-07,2.3121,25.0398
3e-07,2.31599,25.0828
3e-07,2.31989,25.126
3e-07,2.3238,25.1693
3e-07,2.32772,25.2126
3e-07,2.33165,25.2561
3e-07,2.3356,25.2996
3e-07,2.33955,25.3433
3e-07,2.34351,25.387
3e-07,2.34749,25.4308
3e-07,2.35148,25.4747
3e-07,2.35547,25.5188
3e-07,2.35948,25.5629
3e-07,2.3635,25.6071
3e-07,2.36754,25.6514
3e-07,2.37158,25.6958
3e-07,2.37563,25.7403
3e-07,2.3797,25.7849
3e-07,2.38377,25.8296
3e-07,2.38786,25.8744
3e-07,2.39196,25.9193
3e-07,2.39607,25.9643
3e-07,2.4002,26.0094
3e-07,2.40433,26.0546
3e-07,2.40848,26.0999
3e-07,2.41264,26.1453
3e-07,2.41681,26.1908
3e-07,2.42099,26.2364
3e-07,2.42518,26.2821
3e-07,2.42939,26.3279
3e-07,2.43361,26.3738
3e-07,2.43784,26.4198
3e-07,2.44208,26.4659
3e-07,2.44633,26.5121
3e-07,2.4506,26.5584
3e-07,2.45488,26.6049
3e-07,2.45917,26.6514
3e-07,2.46347,26.698
3e-07,2.46779,26.7447
3e-07,2.47212,26.7916
3e-07,2.47646,26.8385
3e-07,2.48081,26.8855
3e-07,2.48518,26.9327
3e-07,2.48956,26.9799
3e-07,2.49395,27.0273
3e-07,2.49835,27.0748
3e-07,2.50277,27.1223
3e-07,2.5072,27.17
3e-07,2.51164,27.2178
3e-07,2.5161,27.2657
3e-07,2.52057,27.3137
3e-07,2.52505,27.3618
3e-07,2.52955,27.41
3e-07,2.53406,27.4583
3e-07,2.53858,27.5068
3e-07,2.54311,27.5553
3e-07,2.54766,27.604
3e-07,2.55223,27.6528
3e-07,2.5568,27.7016
3e-07,2.56139,27.7506
3e-07,2.566,27.7997
3e-07,2.57061,27.8489
3e-07,2.57524,27.8983
3e-07,2.57989,27.9477
3e-07,2.58455,27.9972
3e-07,2.58922,28.0469
3e-07,2.59391,28.0967
3e-07,2.59861,28.1466
3e-07,2.60332,28.1966
3e-07,2.60805,28.2467
3e-07,2.6128,28.2969
3e-07,2.61756,28.3473
3e-07,2.62233,28.3977
3e-07,2.62712,28.4483
3e-07,2.63192,28.499
3e-07,2.63674,28.5498
3e-07,2.64157,28.6007
3e-07,2.64641,28.6518
3e-07,2.65127,28.703
3e-07,2.65615,28.7542
3e-07,2.66104,28.8056
3e-07,2.66595,28.8572
3e-07,2.67087,28.9088
3e-07,2.6758,28.9606
3e-07,2.68076,29.0124
3e-07,2.68572,29.0644
3e-07,2.69071,29.1166
3e-07,2.6957,29.1688
3e-07,2.70072,29.2212
3e-07,2.70575,29.2737
3e-07,2.71079,29.3263
3e-07,2.71585,29.379
3e-07,2.72093,29.4318
3e-07,2.72602,29.4848
3e-07,2.73113,29.5379
3e-07,2.73625,29.5911
3e-07,2.74139,29.6445
3e-07,2.74655,29.698
3e-07,2.75172,29.7516
3e-07,2.75691,29.8053
3e-07,2.76212,29.8592
3e-07,2.76734,29.9131
3e-07,2.77258,29.9672
3e-07,2.77784,30.0215
3e-07,2.78311,30.0758
3e-07,2.7884,30.1303
3e-07,2.79371,30.185
3e-07,2.79903,30.2397
3e-07,2.80437,30.2946
3e-07,2.80973,30.3496
3e-07,2.8151,30.4047
3e-07,2.8205,30.46
3e-07,2.82591,30.5154
3e-07,2.83134,30.5709
3e-07,2.83678,30.6266
3e-07,2.84224,30.6824
3e-07,2.84772,30.7383
3e-07,2.85322,30.7944
3e-07,2.85874,30.8506
3e-07,2.86427,30.9069
3e-07,2.86983,30.9634
3e-07,2.8754,31.02
3e-07,2.88099,31.0767
3e-07,2.8866,31.1336
3e-07,2.89222,31.1906
3e-07,2.89787,31.2478
3e-07,2.90353,31.3051
3e-07,2.90921,31.3625
3e-07,2.91492,31.42
3e-07,2.92064,31.4778
3e-07,2.92638,31.5356
3e-07,2.93214,31.5936
3e-07,2.93791,31.6517
3e-07,2.94371,31.71
3e-07,2.94953,31.7684
3e-07,2.95536,31.8269
3e-07,2.96122,31.8856
3e-07,2.9671,31.9444
3e-07,2.97299,32.0034
3e-07,2.97891,32.0625
3e-07,2.98484,32.1218
3e-07,2.9908,32.1812
3e-07,2.99678,32.2407
3e-07,3.00277,32.3004
3e-07,3.00879,32.3603
3e-07,3.01483,32.4203
3e-07,3.02089,32.4804
3e-07,3.02697,32.5407
3e-07,3.03307,32.6011
3e-07,3.03919,32.6617
3e-07,3.04533,32.7224
3e-07,3.0515,32.7833
3e-07,3.05768,32.8443
3e-07,3.06389,32.9055
3e-07,3.07012,32.9669
3e-07,3.07637,33.0283
3e-07,3.08264,33.09
3e-07,3.08893,33.1518
3e-07,3.09525,33.2137
3e-07,3.10159,33.2758
3e-07,3.10795,33.338
3e-07,3.11433,33.4005
3e-07,3.12074,33.463
3e-07,3.12716,33.5257
3e-07,3.13362,33.5886
3e-07,3.14009,33.6516
3e-07,3.14659,33.7148
3e-07,3.15311,33.7782
3e-07,3.15965,33.8417
3e-07,3.16622,33.9053
3e-07,3.17281,33.9692
3e-07,3.17942,34.0331
3e-07,3.18606,34.0973
3e-07,3.19272,34.1616
3e-07,3.1994,34.226
3e-07,3.20611,34.2907
3e-07,3.21285,34.3555
3e-07,3.21961,34.4204
3e-07,3.22639,34.4855
3e-07,3.2332,34.5508
3e-07,3.24003,34.6163
3e-07,3.24689,34.6819
3e-07,3.25377,34.7477
3e-07,3.26068,34.8136
3e-07,3.26761,34.8798
3e-07,3.27457,34.946
3e-07,3.28156,35.0125
3e-07,3.28857,35.0791
3e-07,3.2956,35.1459
3e-07,3.30266,35.2129
3e-07,3.30975,35.28
3e-07,3.31687,35.3473
3e-07,3.32401,35.4148
3e-07,3.33118,35.4825
3e-07,3.33837,35.5503
3e-07,3.3456,35.6183
3e-07,3.35285,35.6865
3e-07,3.36012,35.7548
3e-07,3.36743,35.8234
3e-07,3.37476,35.8921
3e-07,3.38212,35.9609
3e-07,3.38951,36.03
3e-07,3.39692,36.0992
3e-07,3.40437,36.1687
3e-07,3.41184,36.2383
3e-07,3.41934,36.308
3e-07,3.42687,36.378
3e-07,3.43443,36.4482
3e-07,3.44202,36.5185
3e-07,3.44964,36.589
3e-07,3.45728,36.6597
3e-07,3.46496,36.7306
3e-07,3.47267,36.8016
3e-07,3.4804,36.8729
3e-07,3.48817,36.9443
3e-07,3.49596,37.0159
3e-07,3.50379,37.0877
3e-07,3.51165,37.1597
3e-07,3.51954,37.2319
3e-07,3.52746,37.3043
3e-07,3.53541,37.3769
3e-07,3.54339,37.4496
3e-07,3.5514,37.5226
3e-07,3.55945,37.5957
3e-07,3.56753,37.6691
3e-07,3.57564,37.7426
3e-07,3.58378,37.8163
3e-07,3.59195,37.8903
3e-07,3.60016,37.9644
3e-07,3.6084,38.0387
3e-07,3.61668,38.1132
3e-07,3.62498,38.1879
3e-07,3.63332,38.2629
3e-07,3.6417,38.338
3e-07,3.6501,38.4133
3e-07,3.65855,38.4888
3e-07,3.66702,38.5645
3e-07,3.67553,38.6404
3e-07,3.68408,38.7165
3e-07,3.69266,38.7929
3e-07,3.70128,38.8694
3e-07,3.70993,38.9461
3e-07,3.71861,39.0231
3e-07,3.72734,39.1002
3e-07,3.7361,39.1776
3e-07,3.74489,39.2552
3e-07,3.75372,39.3329
3e-07,3.76259,39.4109
3e-07,3.7715,39.4891
3e-07,3.78044,39.5675
3e-07,3.78942,39.6462
3e-07,3.79844,39.725
3e-07,3.80749,39.804
3e-07,3.81659,39.8833
3e-07,3.82572,39.9628
3e-07,3.83489,40.0425
3e-07,3.8441,40.1224
3e-07,3.85335,40.2025
3e-07,3.86263,40.2829
3e-07,3.87196,40.3634
3e-07,3.88133,40.4442
3e-07,3.89074,40.5252
3e-07,3.90018,40.6065
3e-07,3.90967,40.6879
3e-07,3.9192,40.7696
3e-07,3.92877,40.8515
3e-07,3.93838,40.9336
3e-07,3.94804,41.016
3e-07,3.95773,41.0986
3e-07,3.96747,41.1814
3e-07,3.97725,41.2644
3e-07,3.98707,41.3477
3e-07,3.99694,41.4312
3e-07,4.00684,41.5149
3e-07,4.0168,41.5988
3e-07,4.02679,41.683
3e-07,4.03683,41.7674
3e-07,4.04692,41.8521
3e-07,4.05705,41.937
3e-07,4.06722,42.0221
3e-07,4.07744,42.1075
3e-07,4.0877,42.1931
3e-07,4.09802,42.2789
3e-07,4.10837,42.365
3e-07,4.11878,42.4513
3e-07,4.12922,42.5379
3e-07,4.13972,42.6247
3e-07,4.15027,42.7117
3e-07,4.16086,42.799
3e-07,4.1715,42.8865
3e-07,4.18219,42.9743
3e-07,4.19292,43.0623
3e-07,4.20371,43.1506
3e-07,4.21454,43.2391
3e-07,4.22543,43.3278
3e-07,4.23636,43.4169
3e-07,4.24735,43.5061
3e-07,4.25838,43.5956
3e-07,4.26947,43.6854
3e-07,4.28061,43.7754
3e-07,4.29179,43.8657
3e-07,4.30304,43.9562
3e-07,4.31433,44.047
3e-07,4.32567,44.138
3e-07,4.33707,44.2293
3e-07,4.34852,44.3208
3e-07,4.36003,44.4126
3e-07,4.37159,44.5047
3e-07,4.3832,44.597
3e-07,4.39487,44.6896
3e-07,4.4066,44.7825
3e-07,4.41838,44.8756
3e-07,4.43021,44.969
3e-07,4.4421,45.0626
3e-07,4.45405,45.1565
3e-07,4.46606,45.2507
3e-07,4.47812,45.3451
3e-07,4.49024,45.4398
3e-07,4.50242,45.5348
3e-07,4.51465,45.63
3e-07,4.52695,45.7256
3e-07,4.5393,45.8213
3e-07,4.55172,45.9174
3e-07,4.56419,46.0137
3e-07,4.57673,46.1103
3e-07,4.58933,46.2072
3e-07,4.60199,46.3044
3e-07,4.6147,46.4018
3e-07,4.62749,46.4995
3e-07,4.64033,46.5975
3e-07,4.65324,46.6958
3e-07,4.66621,46.7943
3e-07,4.67925,46.8932
3e-07,4.69235,46.9923
3e-07,4.70551,47.0917
3e-07,4.71874,47.1913
3e-07,4.73204,47.2913
3e-07,4.7454,47.3915
3e-07,4.75883,47.4921
3e-07,4.77232,47.5929
3e-07,4.78589,47.694
3e-07,4.79952,47.7954
3e-07,4.81322,47.8971
3e-07,4.82699,47.999
3e-07,4.84083,48.1013
3e-07,4.85473,48.2038
3e-07,4.86871,48.3067
3e-07,4.88276,48.4098
3e-07,4.89688,48.5133
3e-07,4.91108,48.617
