L,gm/Id,Vgs
1.8e-07,1.15493,1.74507
1.8e-07,1.15616,1.74417
1.8e-07,1.15738,1.74327
1.8e-07,1.1586,1.74237
1.8e-07,1.15983,1.74147
1.8e-07,1.16106,1.74057
1.8e-07,1.16229,1.73967
1.8e-07,1.16353,1.73877
1.8e-07,1.16477,1.73787
1.8e-07,1.166,1.73697
1.8e-07,1.16725,1.73607
1.8e-07,1.16849,1.73517
1.8e-07,1.16974,1.73427
1.8e-07,1.17098,1.73337
1.8e-07,1.17223,1.73247
1.8e-07,1.17349,1.73157
1.8e-07,1.17474,1.73067
1.8e-07,1.176,1.72976
1.8e-07,1.17726,1.72886
1.8e-07,1.17852,1.72796
1.8e-07,1.17979,1.72706
1.8e-07,1.18105,1.72616
1.8e-07,1.18232,1.72526
1.8e-07,1.1836,1.72436
1.8e-07,1.18487,1.72346
1.8e-07,1.18615,1.72256
1.8e-07,1.18742,1.72166
1.8e-07,1.18871,1.72076
1.8e-07,1.18999,1.71986
1.8e-07,1.19128,1.71896
1.8e-07,1.19256,1.71806
1.8e-07,1.19386,1.71716
1.8e-07,1.19515,1.71626
1.8e-07,1.19645,1.71536
1.8e-07,1.19774,1.71446
1.8e-07,1.19904,1.71356
1.8e-07,1.20035,1.71266
1.8e-07,1.20165,1.71176
1.8e-07,1.20296,1.71086
1.8e-07,1.20427,1.70995
1.8e-07,1.20559,1.70905
1.8e-07,1.2069,1.70815
1.8e-07,1.20822,1.70725
1.8e-07,1.20954,1.70635
1.8e-07,1.21086,1.70545
1.8e-07,1.21219,1.70455
1.8e-07,1.21352,1.70365
1.8e-07,1.21485,1.70275
1.8e-07,1.21618,1.70185
1.8e-07,1.21752,1.70095
1.8e-07,1.21886,1.70005
1.8e-07,1.2202,1.69915
1.8e-07,1.22154,1.69825
1.8e-07,1.22289,1.69735
1.8e-07,1.22424,1.69645
1.8e-07,1.22559,1.69555
1.8e-07,1.22694,1.69465
1.8e-07,1.2283,1.69375
1.8e-07,1.22966,1.69285
1.8e-07,1.23102,1.69195
1.8e-07,1.23238,1.69105
1.8e-07,1.23375,1.69015
1.8e-07,1.23512,1.68924
1.8e-07,1.23649,1.68834
1.8e-07,1.23787,1.68744
1.8e-07,1.23925,1.68654
1.8e-07,1.24063,1.68564
1.8e-07,1.24201,1.68474
1.8e-07,1.2434,1.68384
1.8e-07,1.24478,1.68294
1.8e-07,1.24618,1.68204
1.8e-07,1.24757,1.68114
1.8e-07,1.24897,1.68024
1.8e-07,1.25037,1.67934
1.8e-07,1.25177,1.67844
1.8e-07,1.25317,1.67754
1.8e-07,1.25458,1.67664
1.8e-07,1.25599,1.67574
1.8e-07,1.2574,1.67484
1.8e-07,1.25882,1.67394
1.8e-07,1.26024,1.67304
1.8e-07,1.26166,1.67214
1.8e-07,1.26308,1.67124
1.8e-07,1.26451,1.67034
1.8e-07,1.26594,1.66943
1.8e-07,1.26737,1.66853
1.8e-07,1.26881,1.66763
1.8e-07,1.27025,1.66673
1.8e-07,1.27169,1.66583
1.8e-07,1.27313,1.66493
1.8e-07,1.27458,1.66403
1.8e-07,1.27603,1.66313
1.8e-07,1.27748,1.66223
1.8e-07,1.27894,1.66133
1.8e-07,1.2804,1.66043
1.8e-07,1.28186,1.65953
1.8e-07,1.28332,1.65863
1.8e-07,1.28479,1.65773
1.8e-07,1.28626,1.65683
1.8e-07,1.28774,1.65593
1.8e-07,1.28921,1.65503
1.8e-07,1.29069,1.65413
1.8e-07,1.29217,1.65323
1.8e-07,1.29366,1.65233
1.8e-07,1.29515,1.65143
1.8e-07,1.29664,1.65053
1.8e-07,1.29813,1.64962
1.8e-07,1.29963,1.64872
1.8e-07,1.30113,1.64782
1.8e-07,1.30263,1.64692
1.8e-07,1.30414,1.64602
1.8e-07,1.30565,1.64512
1.8e-07,1.30716,1.64422
1.8e-07,1.30867,1.64332
1.8e-07,1.31019,1.64242
1.8e-07,1.31171,1.64152
1.8e-07,1.31324,1.64062
1.8e-07,1.31477,1.63972
1.8e-07,1.3163,1.63882
1.8e-07,1.31783,1.63792
1.8e-07,1.31937,1.63702
1.8e-07,1.32091,1.63612
1.8e-07,1.32245,1.63522
1.8e-07,1.324,1.63432
1.8e-07,1.32555,1.63342
1.8e-07,1.3271,1.63252
1.8e-07,1.32866,1.63162
1.8e-07,1.33022,1.63072
1.8e-07,1.33178,1.62981
1.8e-07,1.33334,1.62891
1.8e-07,1.33491,1.62801
1.8e-07,1.33648,1.62711
1.8e-07,1.33806,1.62621
1.8e-07,1.33964,1.62531
1.8e-07,1.34122,1.62441
1.8e-07,1.34281,1.62351
1.8e-07,1.34439,1.62261
1.8e-07,1.34599,1.62171
1.8e-07,1.34758,1.62081
1.8e-07,1.34918,1.61991
1.8e-07,1.35078,1.61901
1.8e-07,1.35238,1.61811
1.8e-07,1.35399,1.61721
1.8e-07,1.3556,1.61631
1.8e-07,1.35722,1.61541
1.8e-07,1.35884,1.61451
1.8e-07,1.36046,1.61361
1.8e-07,1.36208,1.61271
1.8e-07,1.36371,1.61181
1.8e-07,1.36534,1.61091
1.8e-07,1.36698,1.61001
1.8e-07,1.36862,1.6091
1.8e-07,1.37026,1.6082
1.8e-07,1.37191,1.6073
1.8e-07,1.37356,1.6064
1.8e-07,1.37521,1.6055
1.8e-07,1.37686,1.6046
1.8e-07,1.37852,1.6037
1.8e-07,1.38019,1.6028
1.8e-07,1.38185,1.6019
1.8e-07,1.38352,1.601
1.8e-07,1.3852,1.6001
1.8e-07,1.38687,1.5992
1.8e-07,1.38855,1.5983
1.8e-07,1.39024,1.5974
1.8e-07,1.39193,1.5965
1.8e-07,1.39362,1.5956
1.8e-07,1.39531,1.5947
1.8e-07,1.39701,1.5938
1.8e-07,1.39871,1.5929
1.8e-07,1.40042,1.592
1.8e-07,1.40213,1.5911
1.8e-07,1.40384,1.5902
1.8e-07,1.40556,1.58929
1.8e-07,1.40728,1.58839
1.8e-07,1.409,1.58749
1.8e-07,1.41073,1.58659
1.8e-07,1.41246,1.58569
1.8e-07,1.4142,1.58479
1.8e-07,1.41594,1.58389
1.8e-07,1.41768,1.58299
1.8e-07,1.41943,1.58209
1.8e-07,1.42118,1.58119
1.8e-07,1.42293,1.58029
1.8e-07,1.42469,1.57939
1.8e-07,1.42645,1.57849
1.8e-07,1.42822,1.57759
1.8e-07,1.42998,1.57669
1.8e-07,1.43176,1.57579
1.8e-07,1.43353,1.57489
1.8e-07,1.43532,1.57399
1.8e-07,1.4371,1.57309
1.8e-07,1.43889,1.57219
1.8e-07,1.44068,1.57129
1.8e-07,1.44248,1.57039
1.8e-07,1.44428,1.56948
1.8e-07,1.44608,1.56858
1.8e-07,1.44789,1.56768
1.8e-07,1.4497,1.56678
1.8e-07,1.45152,1.56588
1.8e-07,1.45334,1.56498
1.8e-07,1.45516,1.56408
1.8e-07,1.45699,1.56318
1.8e-07,1.45882,1.56228
1.8e-07,1.46066,1.56138
1.8e-07,1.4625,1.56048
1.8e-07,1.46435,1.55958
1.8e-07,1.46619,1.55868
1.8e-07,1.46805,1.55778
1.8e-07,1.4699,1.55688
1.8e-07,1.47176,1.55598
1.8e-07,1.47363,1.55508
1.8e-07,1.4755,1.55418
1.8e-07,1.47737,1.55328
1.8e-07,1.47925,1.55238
1.8e-07,1.48113,1.55148
1.8e-07,1.48302,1.55058
1.8e-07,1.48491,1.54967
1.8e-07,1.4868,1.54877
1.8e-07,1.4887,1.54787
1.8e-07,1.4906,1.54697
1.8e-07,1.49251,1.54607
1.8e-07,1.49442,1.54517
1.8e-07,1.49633,1.54427
1.8e-07,1.49825,1.54337
1.8e-07,1.50018,1.54247
1.8e-07,1.50211,1.54157
1.8e-07,1.50404,1.54067
1.8e-07,1.50598,1.53977
1.8e-07,1.50792,1.53887
1.8e-07,1.50986,1.53797
1.8e-07,1.51181,1.53707
1.8e-07,1.51377,1.53617
1.8e-07,1.51573,1.53527
1.8e-07,1.51769,1.53437
1.8e-07,1.51966,1.53347
1.8e-07,1.52163,1.53257
1.8e-07,1.52361,1.53167
1.8e-07,1.52559,1.53077
1.8e-07,1.52758,1.52986
1.8e-07,1.52957,1.52896
1.8e-07,1.53156,1.52806
1.8e-07,1.53356,1.52716
1.8e-07,1.53557,1.52626
1.8e-07,1.53758,1.52536
1.8e-07,1.53959,1.52446
1.8e-07,1.54161,1.52356
1.8e-07,1.54363,1.52266
1.8e-07,1.54566,1.52176
1.8e-07,1.54769,1.52086
1.8e-07,1.54973,1.51996
1.8e-07,1.55177,1.51906
1.8e-07,1.55381,1.51816
1.8e-07,1.55586,1.51726
1.8e-07,1.55792,1.51636
1.8e-07,1.55998,1.51546
1.8e-07,1.56205,1.51456
1.8e-07,1.56412,1.51366
1.8e-07,1.56619,1.51276
1.8e-07,1.56827,1.51186
1.8e-07,1.57035,1.51096
1.8e-07,1.57244,1.51006
1.8e-07,1.57454,1.50915
1.8e-07,1.57664,1.50825
1.8e-07,1.57874,1.50735
1.8e-07,1.58085,1.50645
1.8e-07,1.58296,1.50555
1.8e-07,1.58508,1.50465
1.8e-07,1.58721,1.50375
1.8e-07,1.58933,1.50285
1.8e-07,1.59147,1.50195
1.8e-07,1.59361,1.50105
1.8e-07,1.59575,1.50015
1.8e-07,1.5979,1.49925
1.8e-07,1.60005,1.49835
1.8e-07,1.60221,1.49745
1.8e-07,1.60438,1.49655
1.8e-07,1.60655,1.49565
1.8e-07,1.60872,1.49475
1.8e-07,1.6109,1.49385
1.8e-07,1.61309,1.49295
1.8e-07,1.61528,1.49205
1.8e-07,1.61747,1.49115
1.8e-07,1.61967,1.49025
1.8e-07,1.62188,1.48934
1.8e-07,1.62409,1.48844
1.8e-07,1.6263,1.48754
1.8e-07,1.62853,1.48664
1.8e-07,1.63075,1.48574
1.8e-07,1.63298,1.48484
1.8e-07,1.63522,1.48394
1.8e-07,1.63747,1.48304
1.8e-07,1.63971,1.48214
1.8e-07,1.64197,1.48124
1.8e-07,1.64423,1.48034
1.8e-07,1.64649,1.47944
1.8e-07,1.64876,1.47854
1.8e-07,1.65104,1.47764
1.8e-07,1.65332,1.47674
1.8e-07,1.6556,1.47584
1.8e-07,1.6579,1.47494
1.8e-07,1.66019,1.47404
1.8e-07,1.6625,1.47314
1.8e-07,1.66481,1.47224
1.8e-07,1.66712,1.47134
1.8e-07,1.66944,1.47044
1.8e-07,1.67177,1.46953
1.8e-07,1.6741,1.46863
1.8e-07,1.67644,1.46773
1.8e-07,1.67878,1.46683
1.8e-07,1.68113,1.46593
1.8e-07,1.68348,1.46503
1.8e-07,1.68584,1.46413
1.8e-07,1.68821,1.46323
1.8e-07,1.69058,1.46233
1.8e-07,1.69296,1.46143
1.8e-07,1.69534,1.46053
1.8e-07,1.69773,1.45963
1.8e-07,1.70013,1.45873
1.8e-07,1.70253,1.45783
1.8e-07,1.70494,1.45693
1.8e-07,1.70735,1.45603
1.8e-07,1.70977,1.45513
1.8e-07,1.7122,1.45423
1.8e-07,1.71463,1.45333
1.8e-07,1.71706,1.45243
1.8e-07,1.71951,1.45153
1.8e-07,1.72196,1.45063
1.8e-07,1.72441,1.44972
1.8e-07,1.72688,1.44882
1.8e-07,1.72934,1.44792
1.8e-07,1.73182,1.44702
1.8e-07,1.7343,1.44612
1.8e-07,1.73678,1.44522
1.8e-07,1.73928,1.44432
1.8e-07,1.74178,1.44342
1.8e-07,1.74428,1.44252
1.8e-07,1.74679,1.44162
1.8e-07,1.74931,1.44072
1.8e-07,1.75184,1.43982
1.8e-07,1.75437,1.43892
1.8e-07,1.75691,1.43802
1.8e-07,1.75945,1.43712
1.8e-07,1.762,1.43622
1.8e-07,1.76456,1.43532
1.8e-07,1.76712,1.43442
1.8e-07,1.76969,1.43352
1.8e-07,1.77227,1.43262
1.8e-07,1.77485,1.43172
1.8e-07,1.77744,1.43082
1.8e-07,1.78004,1.42991
1.8e-07,1.78264,1.42901
1.8e-07,1.78525,1.42811
1.8e-07,1.78786,1.42721
1.8e-07,1.79049,1.42631
1.8e-07,1.79312,1.42541
1.8e-07,1.79575,1.42451
1.8e-07,1.7984,1.42361
1.8e-07,1.80105,1.42271
1.8e-07,1.8037,1.42181
1.8e-07,1.80637,1.42091
1.8e-07,1.80904,1.42001
1.8e-07,1.81172,1.41911
1.8e-07,1.8144,1.41821
1.8e-07,1.81709,1.41731
1.8e-07,1.81979,1.41641
1.8e-07,1.8225,1.41551
1.8e-07,1.82521,1.41461
1.8e-07,1.82793,1.41371
1.8e-07,1.83066,1.41281
1.8e-07,1.83339,1.41191
1.8e-07,1.83613,1.41101
1.8e-07,1.83888,1.41011
1.8e-07,1.84164,1.4092
1.8e-07,1.8444,1.4083
1.8e-07,1.84717,1.4074
1.8e-07,1.84995,1.4065
1.8e-07,1.85273,1.4056
1.8e-07,1.85552,1.4047
1.8e-07,1.85832,1.4038
1.8e-07,1.86113,1.4029
1.8e-07,1.86395,1.402
1.8e-07,1.86677,1.4011
1.8e-07,1.8696,1.4002
1.8e-07,1.87243,1.3993
1.8e-07,1.87528,1.3984
1.8e-07,1.87813,1.3975
1.8e-07,1.88099,1.3966
1.8e-07,1.88386,1.3957
1.8e-07,1.88673,1.3948
1.8e-07,1.88962,1.3939
1.8e-07,1.89251,1.393
1.8e-07,1.8954,1.3921
1.8e-07,1.89831,1.3912
1.8e-07,1.90122,1.3903
1.8e-07,1.90415,1.38939
1.8e-07,1.90708,1.38849
1.8e-07,1.91001,1.38759
1.8e-07,1.91296,1.38669
1.8e-07,1.91591,1.38579
1.8e-07,1.91887,1.38489
1.8e-07,1.92184,1.38399
1.8e-07,1.92482,1.38309
1.8e-07,1.92781,1.38219
1.8e-07,1.9308,1.38129
1.8e-07,1.9338,1.38039
1.8e-07,1.93681,1.37949
1.8e-07,1.93983,1.37859
1.8e-07,1.94286,1.37769
1.8e-07,1.94589,1.37679
1.8e-07,1.94894,1.37589
1.8e-07,1.95199,1.37499
1.8e-07,1.95505,1.37409
1.8e-07,1.95812,1.37319
1.8e-07,1.96119,1.37229
1.8e-07,1.96428,1.37139
1.8e-07,1.96737,1.37049
1.8e-07,1.97047,1.36958
1.8e-07,1.97358,1.36868
1.8e-07,1.9767,1.36778
1.8e-07,1.97983,1.36688
1.8e-07,1.98297,1.36598
1.8e-07,1.98611,1.36508
1.8e-07,1.98927,1.36418
1.8e-07,1.99243,1.36328
1.8e-07,1.9956,1.36238
1.8e-07,1.99879,1.36148
1.8e-07,2.00198,1.36058
1.8e-07,2.00517,1.35968
1.8e-07,2.00838,1.35878
1.8e-07,2.0116,1.35788
1.8e-07,2.01482,1.35698
1.8e-07,2.01806,1.35608
1.8e-07,2.0213,1.35518
1.8e-07,2.02456,1.35428
1.8e-07,2.02782,1.35338
1.8e-07,2.03109,1.35248
1.8e-07,2.03437,1.35158
1.8e-07,2.03766,1.35068
1.8e-07,2.04096,1.34977
1.8e-07,2.04427,1.34887
1.8e-07,2.04759,1.34797
1.8e-07,2.05092,1.34707
1.8e-07,2.05425,1.34617
1.8e-07,2.0576,1.34527
1.8e-07,2.06096,1.34437
1.8e-07,2.06432,1.34347
1.8e-07,2.0677,1.34257
1.8e-07,2.07108,1.34167
1.8e-07,2.07448,1.34077
1.8e-07,2.07788,1.33987
1.8e-07,2.0813,1.33897
1.8e-07,2.08472,1.33807
1.8e-07,2.08815,1.33717
1.8e-07,2.0916,1.33627
1.8e-07,2.09505,1.33537
1.8e-07,2.09852,1.33447
1.8e-07,2.10199,1.33357
1.8e-07,2.10548,1.33267
1.8e-07,2.10897,1.33177
1.8e-07,2.11247,1.33087
1.8e-07,2.11599,1.32996
1.8e-07,2.11951,1.32906
1.8e-07,2.12305,1.32816
1.8e-07,2.1266,1.32726
1.8e-07,2.13015,1.32636
1.8e-07,2.13372,1.32546
1.8e-07,2.1373,1.32456
1.8e-07,2.14088,1.32366
1.8e-07,2.14448,1.32276
1.8e-07,2.14809,1.32186
1.8e-07,2.15171,1.32096
1.8e-07,2.15534,1.32006
1.8e-07,2.15898,1.31916
1.8e-07,2.16263,1.31826
1.8e-07,2.16629,1.31736
1.8e-07,2.16997,1.31646
1.8e-07,2.17365,1.31556
1.8e-07,2.17735,1.31466
1.8e-07,2.18105,1.31376
1.8e-07,2.18477,1.31286
1.8e-07,2.1885,1.31196
1.8e-07,2.19224,1.31106
1.8e-07,2.19599,1.31016
1.8e-07,2.19975,1.30925
1.8e-07,2.20353,1.30835
1.8e-07,2.20731,1.30745
1.8e-07,2.21111,1.30655
1.8e-07,2.21491,1.30565
1.8e-07,2.21873,1.30475
1.8e-07,2.22256,1.30385
1.8e-07,2.22641,1.30295
1.8e-07,2.23026,1.30205
1.8e-07,2.23413,1.30115
1.8e-07,2.238,1.30025
1.8e-07,2.24189,1.29935
1.8e-07,2.24579,1.29845
1.8e-07,2.24971,1.29755
1.8e-07,2.25363,1.29665
1.8e-07,2.25757,1.29575
1.8e-07,2.26152,1.29485
1.8e-07,2.26548,1.29395
1.8e-07,2.26945,1.29305
1.8e-07,2.27344,1.29215
1.8e-07,2.27744,1.29125
1.8e-07,2.28145,1.29035
1.8e-07,2.28547,1.28944
1.8e-07,2.2895,1.28854
1.8e-07,2.29355,1.28764
1.8e-07,2.29761,1.28674
1.8e-07,2.30168,1.28584
1.8e-07,2.30577,1.28494
1.8e-07,2.30987,1.28404
1.8e-07,2.31398,1.28314
1.8e-07,2.3181,1.28224
1.8e-07,2.32224,1.28134
1.8e-07,2.32639,1.28044
1.8e-07,2.33055,1.27954
1.8e-07,2.33472,1.27864
1.8e-07,2.33891,1.27774
1.8e-07,2.34311,1.27684
1.8e-07,2.34733,1.27594
1.8e-07,2.35156,1.27504
1.8e-07,2.3558,1.27414
1.8e-07,2.36005,1.27324
1.8e-07,2.36432,1.27234
1.8e-07,2.3686,1.27144
1.8e-07,2.3729,1.27054
1.8e-07,2.37721,1.26963
1.8e-07,2.38153,1.26873
1.8e-07,2.38587,1.26783
1.8e-07,2.39022,1.26693
1.8e-07,2.39458,1.26603
1.8e-07,2.39896,1.26513
1.8e-07,2.40335,1.26423
1.8e-07,2.40776,1.26333
1.8e-07,2.41218,1.26243
1.8e-07,2.41662,1.26153
1.8e-07,2.42107,1.26063
1.8e-07,2.42553,1.25973
1.8e-07,2.43001,1.25883
1.8e-07,2.4345,1.25793
1.8e-07,2.43901,1.25703
1.8e-07,2.44353,1.25613
1.8e-07,2.44807,1.25523
1.8e-07,2.45262,1.25433
1.8e-07,2.45718,1.25343
1.8e-07,2.46176,1.25253
1.8e-07,2.46636,1.25163
1.8e-07,2.47097,1.25073
1.8e-07,2.4756,1.24982
1.8e-07,2.48024,1.24892
1.8e-07,2.48489,1.24802
1.8e-07,2.48956,1.24712
1.8e-07,2.49425,1.24622
1.8e-07,2.49895,1.24532
1.8e-07,2.50367,1.24442
1.8e-07,2.5084,1.24352
1.8e-07,2.51315,1.24262
1.8e-07,2.51792,1.24172
1.8e-07,2.5227,1.24082
1.8e-07,2.5275,1.23992
1.8e-07,2.53231,1.23902
1.8e-07,2.53714,1.23812
1.8e-07,2.54198,1.23722
1.8e-07,2.54684,1.23632
1.8e-07,2.55172,1.23542
1.8e-07,2.55661,1.23452
1.8e-07,2.56152,1.23362
1.8e-07,2.56645,1.23272
1.8e-07,2.57139,1.23182
1.8e-07,2.57635,1.23092
1.8e-07,2.58133,1.23002
1.8e-07,2.58632,1.22911
1.8e-07,2.59133,1.22821
1.8e-07,2.59636,1.22731
1.8e-07,2.6014,1.22641
1.8e-07,2.60646,1.22551
1.8e-07,2.61154,1.22461
1.8e-07,2.61664,1.22371
1.8e-07,2.62175,1.22281
1.8e-07,2.62688,1.22191
1.8e-07,2.63203,1.22101
1.8e-07,2.6372,1.22011
1.8e-07,2.64238,1.21921
1.8e-07,2.64758,1.21831
1.8e-07,2.6528,1.21741
1.8e-07,2.65804,1.21651
1.8e-07,2.66329,1.21561
1.8e-07,2.66857,1.21471
1.8e-07,2.67386,1.21381
1.8e-07,2.67917,1.21291
1.8e-07,2.6845,1.21201
1.8e-07,2.68984,1.21111
1.8e-07,2.69521,1.21021
1.8e-07,2.70059,1.2093
1.8e-07,2.706,1.2084
1.8e-07,2.71142,1.2075
1.8e-07,2.71686,1.2066
1.8e-07,2.72232,1.2057
1.8e-07,2.7278,1.2048
1.8e-07,2.7333,1.2039
1.8e-07,2.73882,1.203
1.8e-07,2.74435,1.2021
1.8e-07,2.74991,1.2012
1.8e-07,2.75549,1.2003
1.8e-07,2.76108,1.1994
1.8e-07,2.7667,1.1985
1.8e-07,2.77233,1.1976
1.8e-07,2.77799,1.1967
1.8e-07,2.78366,1.1958
1.8e-07,2.78936,1.1949
1.8e-07,2.79508,1.194
1.8e-07,2.80081,1.1931
1.8e-07,2.80657,1.1922
1.8e-07,2.81235,1.1913
1.8e-07,2.81815,1.1904
1.8e-07,2.82397,1.18949
1.8e-07,2.82981,1.18859
1.8e-07,2.83567,1.18769
1.8e-07,2.84155,1.18679
1.8e-07,2.84746,1.18589
1.8e-07,2.85338,1.18499
1.8e-07,2.85933,1.18409
1.8e-07,2.8653,1.18319
1.8e-07,2.87129,1.18229
1.8e-07,2.8773,1.18139
1.8e-07,2.88333,1.18049
1.8e-07,2.88939,1.17959
1.8e-07,2.89547,1.17869
1.8e-07,2.90157,1.17779
1.8e-07,2.90769,1.17689
1.8e-07,2.91384,1.17599
1.8e-07,2.92001,1.17509
1.8e-07,2.9262,1.17419
1.8e-07,2.93241,1.17329
1.8e-07,2.93865,1.17239
1.8e-07,2.94491,1.17149
1.8e-07,2.95119,1.17059
1.8e-07,2.95749,1.16968
1.8e-07,2.96382,1.16878
1.8e-07,2.97018,1.16788
1.8e-07,2.97655,1.16698
1.8e-07,2.98295,1.16608
1.8e-07,2.98938,1.16518
1.8e-07,2.99582,1.16428
1.8e-07,3.0023,1.16338
1.8e-07,3.00879,1.16248
1.8e-07,3.01531,1.16158
1.8e-07,3.02186,1.16068
1.8e-07,3.02843,1.15978
1.8e-07,3.03503,1.15888
1.8e-07,3.04165,1.15798
1.8e-07,3.04829,1.15708
1.8e-07,3.05496,1.15618
1.8e-07,3.06166,1.15528
1.8e-07,3.06838,1.15438
1.8e-07,3.07512,1.15348
1.8e-07,3.0819,1.15258
1.8e-07,3.08869,1.15168
1.8e-07,3.09552,1.15078
1.8e-07,3.10237,1.14987
1.8e-07,3.10925,1.14897
1.8e-07,3.11615,1.14807
1.8e-07,3.12308,1.14717
1.8e-07,3.13003,1.14627
1.8e-07,3.13702,1.14537
1.8e-07,3.14403,1.14447
1.8e-07,3.15106,1.14357
1.8e-07,3.15813,1.14267
1.8e-07,3.16522,1.14177
1.8e-07,3.17234,1.14087
1.8e-07,3.17949,1.13997
1.8e-07,3.18666,1.13907
1.8e-07,3.19386,1.13817
1.8e-07,3.20109,1.13727
1.8e-07,3.20835,1.13637
1.8e-07,3.21564,1.13547
1.8e-07,3.22296,1.13457
1.8e-07,3.2303,1.13367
1.8e-07,3.23768,1.13277
1.8e-07,3.24508,1.13187
1.8e-07,3.25251,1.13097
1.8e-07,3.25997,1.13007
1.8e-07,3.26746,1.12916
1.8e-07,3.27498,1.12826
1.8e-07,3.28253,1.12736
1.8e-07,3.29011,1.12646
1.8e-07,3.29772,1.12556
1.8e-07,3.30536,1.12466
1.8e-07,3.31304,1.12376
1.8e-07,3.32074,1.12286
1.8e-07,3.32847,1.12196
1.8e-07,3.33623,1.12106
1.8e-07,3.34403,1.12016
1.8e-07,3.35186,1.11926
1.8e-07,3.35971,1.11836
1.8e-07,3.3676,1.11746
1.8e-07,3.37552,1.11656
1.8e-07,3.38348,1.11566
1.8e-07,3.39146,1.11476
1.8e-07,3.39948,1.11386
1.8e-07,3.40753,1.11296
1.8e-07,3.41561,1.11206
1.8e-07,3.42373,1.11116
1.8e-07,3.43188,1.11026
1.8e-07,3.44006,1.10935
1.8e-07,3.44828,1.10845
1.8e-07,3.45653,1.10755
1.8e-07,3.46481,1.10665
1.8e-07,3.47313,1.10575
1.8e-07,3.48148,1.10485
1.8e-07,3.48986,1.10395
1.8e-07,3.49828,1.10305
1.8e-07,3.50674,1.10215
1.8e-07,3.51523,1.10125
1.8e-07,3.52375,1.10035
1.8e-07,3.53232,1.09945
1.8e-07,3.54091,1.09855
1.8e-07,3.54954,1.09765
1.8e-07,3.55821,1.09675
1.8e-07,3.56691,1.09585
1.8e-07,3.57565,1.09495
1.8e-07,3.58443,1.09405
1.8e-07,3.59324,1.09315
1.8e-07,3.60209,1.09225
1.8e-07,3.61098,1.09135
1.8e-07,3.61991,1.09045
1.8e-07,3.62887,1.08954
1.8e-07,3.63787,1.08864
1.8e-07,3.64691,1.08774
1.8e-07,3.65598,1.08684
1.8e-07,3.6651,1.08594
1.8e-07,3.67425,1.08504
1.8e-07,3.68344,1.08414
1.8e-07,3.69267,1.08324
1.8e-07,3.70194,1.08234
1.8e-07,3.71125,1.08144
1.8e-07,3.7206,1.08054
1.8e-07,3.72999,1.07964
1.8e-07,3.73942,1.07874
1.8e-07,3.74889,1.07784
1.8e-07,3.7584,1.07694
1.8e-07,3.76795,1.07604
1.8e-07,3.77755,1.07514
1.8e-07,3.78718,1.07424
1.8e-07,3.79685,1.07334
1.8e-07,3.80657,1.07244
1.8e-07,3.81633,1.07154
1.8e-07,3.82613,1.07064
1.8e-07,3.83598,1.06973
1.8e-07,3.84586,1.06883
1.8e-07,3.85579,1.06793
1.8e-07,3.86576,1.06703
1.8e-07,3.87578,1.06613
1.8e-07,3.88584,1.06523
1.8e-07,3.89594,1.06433
1.8e-07,3.90609,1.06343
1.8e-07,3.91628,1.06253
1.8e-07,3.92652,1.06163
1.8e-07,3.9368,1.06073
1.8e-07,3.94713,1.05983
1.8e-07,3.9575,1.05893
1.8e-07,3.96792,1.05803
1.8e-07,3.97838,1.05713
1.8e-07,3.98889,1.05623
1.8e-07,3.99944,1.05533
1.8e-07,4.01005,1.05443
1.8e-07,4.0207,1.05353
1.8e-07,4.0314,1.05263
1.8e-07,4.04214,1.05173
1.8e-07,4.05293,1.05083
1.8e-07,4.06377,1.04992
1.8e-07,4.07466,1.04902
1.8e-07,4.0856,1.04812
1.8e-07,4.09659,1.04722
1.8e-07,4.10762,1.04632
1.8e-07,4.11871,1.04542
1.8e-07,4.12984,1.04452
1.8e-07,4.14102,1.04362
1.8e-07,4.15226,1.04272
1.8e-07,4.16354,1.04182
1.8e-07,4.17488,1.04092
1.8e-07,4.18627,1.04002
1.8e-07,4.19771,1.03912
1.8e-07,4.2092,1.03822
1.8e-07,4.22074,1.03732
1.8e-07,4.23233,1.03642
1.8e-07,4.24398,1.03552
1.8e-07,4.25568,1.03462
1.8e-07,4.26743,1.03372
1.8e-07,4.27924,1.03282
1.8e-07,4.2911,1.03192
1.8e-07,4.30302,1.03102
1.8e-07,4.31498,1.03012
1.8e-07,4.32701,1.02921
1.8e-07,4.33909,1.02831
1.8e-07,4.35122,1.02741
1.8e-07,4.36341,1.02651
1.8e-07,4.37565,1.02561
1.8e-07,4.38796,1.02471
1.8e-07,4.40031,1.02381
1.8e-07,4.41273,1.02291
1.8e-07,4.4252,1.02201
1.8e-07,4.43773,1.02111
1.8e-07,4.45032,1.02021
1.8e-07,4.46296,1.01931
1.8e-07,4.47567,1.01841
1.8e-07,4.48843,1.01751
1.8e-07,4.50125,1.01661
1.8e-07,4.51413,1.01571
1.8e-07,4.52707,1.01481
1.8e-07,4.54008,1.01391
1.8e-07,4.55314,1.01301
1.8e-07,4.56626,1.01211
1.8e-07,4.57944,1.01121
1.8e-07,4.59269,1.01031
1.8e-07,4.606,1.0094
1.8e-07,4.61936,1.0085
1.8e-07,4.6328,1.0076
1.8e-07,4.64629,1.0067
1.8e-07,4.65985,1.0058
1.8e-07,4.67347,1.0049
