L,Id/W,gm/Id
4.5e-07,2.68955e-07,26.6226
4.5e-07,2.62584e-07,26.6203
4.5e-07,2.56365e-07,26.6179
4.5e-07,2.50294e-07,26.6154
4.5e-07,2.44367e-07,26.6129
4.5e-07,2.38581e-07,26.6103
4.5e-07,2.32932e-07,26.6076
4.5e-07,2.27418e-07,26.6049
4.5e-07,2.22035e-07,26.6021
4.5e-07,2.1678e-07,26.5992
4.5e-07,2.11649e-07,26.5962
4.5e-07,2.06641e-07,26.5932
4.5e-07,2.01752e-07,26.5901
4.5e-07,1.96979e-07,26.5869
4.5e-07,1.9232e-07,26.5836
4.5e-07,1.87771e-07,26.5803
4.5e-07,1.8333e-07,26.5769
4.5e-07,1.78995e-07,26.5733
4.5e-07,1.74764e-07,26.5697
4.5e-07,1.70632e-07,26.566
4.5e-07,1.66599e-07,26.5622
4.5e-07,1.62662e-07,26.5584
4.5e-07,1.58818e-07,26.5544
4.5e-07,1.55066e-07,26.5503
4.5e-07,1.51403e-07,26.5461
4.5e-07,1.47827e-07,26.5418
4.5e-07,1.44337e-07,26.5374
4.5e-07,1.40929e-07,26.5329
4.5e-07,1.37602e-07,26.5283
4.5e-07,1.34354e-07,26.5235
4.5e-07,1.31184e-07,26.5187
4.5e-07,1.28088e-07,26.5137
4.5e-07,1.25067e-07,26.5086
4.5e-07,1.22117e-07,26.5034
4.5e-07,1.19238e-07,26.4981
4.5e-07,1.16427e-07,26.4926
4.5e-07,1.13682e-07,26.487
4.5e-07,1.11003e-07,26.4812
4.5e-07,1.08388e-07,26.4753
4.5e-07,1.05835e-07,26.4693
4.5e-07,1.03342e-07,26.4631
4.5e-07,1.00909e-07,26.4568
4.5e-07,9.85341e-08,26.4503
4.5e-07,9.62153e-08,26.4437
4.5e-07,9.39516e-08,26.4369
4.5e-07,9.17418e-08,26.4299
4.5e-07,8.95845e-08,26.4228
4.5e-07,8.74785e-08,26.4154
4.5e-07,8.54225e-08,26.408
4.5e-07,8.34155e-08,26.4003
4.5e-07,8.14562e-08,26.3924
4.5e-07,7.95435e-08,26.3844
4.5e-07,7.76763e-08,26.3762
4.5e-07,7.58534e-08,26.3677
4.5e-07,7.40739e-08,26.3591
4.5e-07,7.23368e-08,26.3502
3e-07,303.898,1.12537
3e-07,303.59,1.12663
3e-07,303.282,1.1279
3e-07,302.974,1.12917
3e-07,302.666,1.13045
3e-07,302.358,1.13172
3e-07,302.05,1.133
3e-07,301.742,1.13428
3e-07,301.434,1.13556
3e-07,301.126,1.13685
3e-07,300.817,1.13813
3e-07,300.509,1.13942
3e-07,300.201,1.14071
3e-07,299.892,1.14201
3e-07,299.584,1.1433
3e-07,299.275,1.1446
3e-07,298.967,1.1459
3e-07,298.658,1.1472
3e-07,298.35,1.1485
3e-07,298.041,1.14981
3e-07,297.733,1.15112
3e-07,297.424,1.15243
3e-07,297.115,1.15374
3e-07,296.807,1.15506
3e-07,296.498,1.15637
3e-07,296.189,1.15769
3e-07,295.881,1.15902
3e-07,295.572,1.16034
3e-07,295.263,1.16167
3e-07,294.954,1.16299
3e-07,294.645,1.16432
3e-07,294.336,1.16566
3e-07,294.027,1.16699
3e-07,293.718,1.16833
3e-07,293.409,1.16967
3e-07,293.1,1.17101
3e-07,292.791,1.17236
3e-07,292.482,1.1737
3e-07,292.173,1.17505
3e-07,291.864,1.1764
3e-07,291.555,1.17776
3e-07,291.245,1.17911
3e-07,290.936,1.18047
3e-07,290.627,1.18183
3e-07,290.318,1.18319
3e-07,290.008,1.18456
3e-07,289.699,1.18593
3e-07,289.39,1.1873
3e-07,289.08,1.18867
3e-07,288.771,1.19004
3e-07,288.461,1.19142
3e-07,288.152,1.1928
3e-07,287.842,1.19418
3e-07,287.533,1.19556
3e-07,287.223,1.19695
3e-07,286.914,1.19834
3e-07,286.604,1.19973
3e-07,286.294,1.20112
3e-07,285.985,1.20252
3e-07,285.675,1.20392
3e-07,285.365,1.20532
3e-07,285.056,1.20672
3e-07,284.746,1.20813
3e-07,284.436,1.20954
3e-07,284.126,1.21095
3e-07,283.816,1.21236
3e-07,283.507,1.21378
3e-07,283.197,1.2152
3e-07,282.887,1.21662
3e-07,282.577,1.21804
3e-07,282.267,1.21946
3e-07,281.957,1.22089
3e-07,281.647,1.22232
3e-07,281.337,1.22376
3e-07,281.027,1.22519
3e-07,280.717,1.22663
3e-07,280.407,1.22807
3e-07,280.097,1.22951
3e-07,279.787,1.23096
3e-07,279.477,1.23241
3e-07,279.166,1.23386
3e-07,278.856,1.23531
3e-07,278.546,1.23677
3e-07,278.236,1.23823
3e-07,277.926,1.23969
3e-07,277.615,1.24115
3e-07,277.305,1.24262
3e-07,276.995,1.24409
3e-07,276.685,1.24556
3e-07,276.374,1.24703
3e-07,276.064,1.24851
3e-07,275.753,1.24999
3e-07,275.443,1.25147
3e-07,275.133,1.25296
3e-07,274.822,1.25444
3e-07,274.512,1.25593
3e-07,274.201,1.25743
3e-07,273.891,1.25892
3e-07,273.58,1.26042
3e-07,273.27,1.26192
3e-07,272.959,1.26342
3e-07,272.649,1.26493
3e-07,272.338,1.26644
3e-07,272.028,1.26795
3e-07,271.717,1.26947
3e-07,271.407,1.27098
3e-07,271.096,1.2725
3e-07,270.785,1.27403
3e-07,270.475,1.27555
3e-07,270.164,1.27708
3e-07,269.853,1.27861
3e-07,269.543,1.28014
3e-07,269.232,1.28168
3e-07,268.921,1.28322
3e-07,268.61,1.28476
3e-07,268.3,1.2863
3e-07,267.989,1.28785
3e-07,267.678,1.2894
3e-07,267.367,1.29096
3e-07,267.056,1.29251
3e-07,266.746,1.29407
3e-07,266.435,1.29563
3e-07,266.124,1.2972
3e-07,265.813,1.29876
3e-07,265.502,1.30033
3e-07,265.191,1.30191
3e-07,264.881,1.30348
3e-07,264.57,1.30506
3e-07,264.259,1.30664
3e-07,263.948,1.30823
3e-07,263.637,1.30982
3e-07,263.326,1.31141
3e-07,263.015,1.313
3e-07,262.704,1.3146
3e-07,262.393,1.3162
3e-07,262.082,1.3178
3e-07,261.771,1.3194
3e-07,261.46,1.32101
3e-07,261.149,1.32262
3e-07,260.838,1.32424
3e-07,260.527,1.32585
3e-07,260.216,1.32748
3e-07,259.905,1.3291
3e-07,259.594,1.33072
3e-07,259.283,1.33235
3e-07,258.972,1.33399
3e-07,258.661,1.33562
3e-07,258.35,1.33726
3e-07,258.038,1.3389
3e-07,257.727,1.34055
3e-07,257.416,1.34219
3e-07,257.105,1.34384
3e-07,256.794,1.3455
3e-07,256.483,1.34715
3e-07,256.172,1.34881
3e-07,255.861,1.35048
3e-07,255.549,1.35214
3e-07,255.238,1.35381
3e-07,254.927,1.35548
3e-07,254.616,1.35716
3e-07,254.305,1.35884
3e-07,253.994,1.36052
3e-07,253.683,1.36221
3e-07,253.371,1.36389
3e-07,253.06,1.36559
3e-07,252.749,1.36728
3e-07,252.438,1.36898
3e-07,252.127,1.37068
3e-07,251.815,1.37238
3e-07,251.504,1.37409
3e-07,251.193,1.3758
3e-07,250.882,1.37752
3e-07,250.571,1.37923
3e-07,250.26,1.38095
3e-07,249.948,1.38268
3e-07,249.637,1.3844
3e-07,249.326,1.38613
3e-07,249.015,1.38787
3e-07,248.704,1.38961
3e-07,248.392,1.39135
3e-07,248.081,1.39309
3e-07,247.77,1.39484
3e-07,247.459,1.39659
3e-07,247.148,1.39834
3e-07,246.836,1.4001
3e-07,246.525,1.40186
3e-07,246.214,1.40362
3e-07,245.903,1.40539
3e-07,245.592,1.40716
3e-07,245.28,1.40893
3e-07,244.969,1.41071
3e-07,244.658,1.41249
3e-07,244.347,1.41428
3e-07,244.036,1.41606
3e-07,243.725,1.41786
3e-07,243.413,1.41965
3e-07,243.102,1.42145
3e-07,242.791,1.42325
3e-07,242.48,1.42506
3e-07,242.169,1.42686
3e-07,241.858,1.42868
3e-07,241.547,1.43049
3e-07,241.235,1.43231
3e-07,240.924,1.43414
3e-07,240.613,1.43596
3e-07,240.302,1.43779
3e-07,239.991,1.43963
3e-07,239.68,1.44146
3e-07,239.369,1.4433
3e-07,239.058,1.44515
3e-07,238.747,1.447
3e-07,238.436,1.44885
3e-07,238.124,1.4507
3e-07,237.813,1.45256
3e-07,237.502,1.45442
3e-07,237.191,1.45629
3e-07,236.88,1.45816
3e-07,236.569,1.46003
3e-07,236.258,1.46191
3e-07,235.947,1.46379
3e-07,235.636,1.46568
3e-07,235.325,1.46757
3e-07,235.014,1.46946
3e-07,234.703,1.47136
3e-07,234.392,1.47326
3e-07,234.081,1.47516
3e-07,233.771,1.47707
3e-07,233.46,1.47898
3e-07,233.149,1.48089
3e-07,232.838,1.48281
3e-07,232.527,1.48473
3e-07,232.216,1.48666
3e-07,231.905,1.48859
3e-07,231.594,1.49053
3e-07,231.284,1.49246
3e-07,230.973,1.49441
3e-07,230.662,1.49635
3e-07,230.351,1.4983
3e-07,230.04,1.50026
3e-07,229.73,1.50221
3e-07,229.419,1.50418
3e-07,229.108,1.50614
3e-07,228.797,1.50811
3e-07,228.487,1.51008
3e-07,228.176,1.51206
3e-07,227.865,1.51404
3e-07,227.555,1.51603
3e-07,227.244,1.51802
3e-07,226.934,1.52001
3e-07,226.623,1.52201
3e-07,226.312,1.52401
3e-07,226.002,1.52602
3e-07,225.691,1.52803
3e-07,225.381,1.53004
3e-07,225.07,1.53206
3e-07,224.76,1.53408
3e-07,224.449,1.53611
3e-07,224.139,1.53814
3e-07,223.828,1.54017
3e-07,223.518,1.54221
3e-07,223.208,1.54426
3e-07,222.897,1.5463
3e-07,222.587,1.54835
3e-07,222.277,1.55041
3e-07,221.966,1.55247
3e-07,221.656,1.55453
3e-07,221.346,1.5566
3e-07,221.036,1.55868
3e-07,220.725,1.56075
3e-07,220.415,1.56283
3e-07,220.105,1.56492
3e-07,219.795,1.56701
3e-07,219.485,1.5691
3e-07,219.175,1.5712
3e-07,218.865,1.57331
3e-07,218.554,1.57541
3e-07,218.244,1.57752
3e-07,217.934,1.57964
3e-07,217.624,1.58176
3e-07,217.315,1.58389
3e-07,217.005,1.58602
3e-07,216.695,1.58815
3e-07,216.385,1.59029
3e-07,216.075,1.59243
3e-07,215.765,1.59458
3e-07,215.455,1.59673
3e-07,215.146,1.59889
3e-07,214.836,1.60105
3e-07,214.526,1.60321
3e-07,214.217,1.60538
3e-07,213.907,1.60756
3e-07,213.597,1.60974
3e-07,213.288,1.61192
3e-07,212.978,1.61411
3e-07,212.669,1.6163
3e-07,212.359,1.6185
3e-07,212.05,1.6207
3e-07,211.74,1.62291
3e-07,211.431,1.62512
3e-07,211.121,1.62734
3e-07,210.812,1.62956
3e-07,210.503,1.63178
3e-07,210.193,1.63401
3e-07,209.884,1.63625
3e-07,209.575,1.63849
3e-07,209.266,1.64073
3e-07,208.957,1.64298
3e-07,208.647,1.64524
3e-07,208.338,1.6475
3e-07,208.029,1.64976
3e-07,207.72,1.65203
3e-07,207.411,1.6543
3e-07,207.102,1.65658
3e-07,206.793,1.65887
3e-07,206.485,1.66116
3e-07,206.176,1.66345
3e-07,205.867,1.66575
3e-07,205.558,1.66805
3e-07,205.249,1.67036
3e-07,204.941,1.67267
3e-07,204.632,1.67499
3e-07,204.324,1.67731
3e-07,204.015,1.67964
3e-07,203.706,1.68198
3e-07,203.398,1.68432
3e-07,203.089,1.68666
3e-07,202.781,1.68901
3e-07,202.473,1.69136
3e-07,202.164,1.69372
3e-07,201.856,1.69609
3e-07,201.548,1.69846
3e-07,201.239,1.70083
3e-07,200.931,1.70321
3e-07,200.623,1.7056
3e-07,200.315,1.70799
3e-07,200.007,1.71038
3e-07,199.699,1.71278
3e-07,199.391,1.71519
3e-07,199.083,1.7176
3e-07,198.775,1.72002
3e-07,198.467,1.72244
3e-07,198.16,1.72487
3e-07,197.852,1.7273
3e-07,197.544,1.72974
3e-07,197.236,1.73218
3e-07,196.929,1.73463
3e-07,196.621,1.73709
3e-07,196.314,1.73955
3e-07,196.006,1.74201
3e-07,195.699,1.74448
3e-07,195.391,1.74696
3e-07,195.084,1.74944
3e-07,194.777,1.75193
3e-07,194.47,1.75442
3e-07,194.162,1.75692
3e-07,193.855,1.75943
3e-07,193.548,1.76194
3e-07,193.241,1.76445
3e-07,192.934,1.76697
3e-07,192.627,1.7695
3e-07,192.32,1.77203
3e-07,192.013,1.77457
3e-07,191.707,1.77711
3e-07,191.4,1.77966
3e-07,191.093,1.78222
3e-07,190.787,1.78478
3e-07,190.48,1.78735
3e-07,190.173,1.78992
3e-07,189.867,1.7925
3e-07,189.561,1.79509
3e-07,189.254,1.79768
3e-07,188.948,1.80027
3e-07,188.642,1.80288
3e-07,188.335,1.80548
3e-07,188.029,1.8081
3e-07,187.723,1.81072
3e-07,187.417,1.81335
3e-07,187.111,1.81598
3e-07,186.805,1.81862
3e-07,186.499,1.82126
3e-07,186.193,1.82391
3e-07,185.888,1.82657
3e-07,185.582,1.82923
3e-07,185.276,1.8319
3e-07,184.971,1.83458
3e-07,184.665,1.83726
3e-07,184.36,1.83994
3e-07,184.054,1.84264
3e-07,183.749,1.84534
3e-07,183.444,1.84804
3e-07,183.138,1.85076
3e-07,182.833,1.85348
3e-07,182.528,1.8562
3e-07,182.223,1.85893
3e-07,181.918,1.86167
3e-07,181.613,1.86441
3e-07,181.308,1.86717
3e-07,181.004,1.86992
3e-07,180.699,1.87269
3e-07,180.394,1.87546
3e-07,180.089,1.87823
3e-07,179.785,1.88102
3e-07,179.48,1.88381
3e-07,179.176,1.8866
3e-07,178.872,1.88941
3e-07,178.567,1.89222
3e-07,178.263,1.89503
3e-07,177.959,1.89785
3e-07,177.655,1.90068
3e-07,177.351,1.90352
3e-07,177.047,1.90636
3e-07,176.743,1.90921
3e-07,176.439,1.91207
3e-07,176.136,1.91493
3e-07,175.832,1.9178
3e-07,175.528,1.92068
3e-07,175.225,1.92356
3e-07,174.921,1.92645
3e-07,174.618,1.92935
3e-07,174.315,1.93226
3e-07,174.011,1.93517
3e-07,173.708,1.93809
3e-07,173.405,1.94101
3e-07,173.102,1.94395
3e-07,172.799,1.94688
3e-07,172.496,1.94983
3e-07,172.193,1.95279
3e-07,171.891,1.95575
3e-07,171.588,1.95871
3e-07,171.285,1.96169
3e-07,170.983,1.96467
3e-07,170.68,1.96766
3e-07,170.378,1.97066
3e-07,170.076,1.97366
3e-07,169.773,1.97668
3e-07,169.471,1.9797
3e-07,169.169,1.98272
3e-07,168.867,1.98576
3e-07,168.565,1.9888
3e-07,168.263,1.99185
3e-07,167.962,1.9949
3e-07,167.66,1.99797
3e-07,167.358,2.00104
3e-07,167.057,2.00412
3e-07,166.756,2.0072
3e-07,166.454,2.0103
3e-07,166.153,2.0134
3e-07,165.852,2.01651
3e-07,165.551,2.01962
3e-07,165.25,2.02275
3e-07,164.949,2.02588
3e-07,164.648,2.02902
3e-07,164.347,2.03217
3e-07,164.046,2.03533
3e-07,163.746,2.03849
3e-07,163.445,2.04166
3e-07,163.145,2.04484
3e-07,162.844,2.04803
3e-07,162.544,2.05122
3e-07,162.244,2.05443
3e-07,161.944,2.05764
3e-07,161.644,2.06086
3e-07,161.344,2.06409
3e-07,161.044,2.06732
3e-07,160.744,2.07057
3e-07,160.445,2.07382
3e-07,160.145,2.07708
3e-07,159.846,2.08035
3e-07,159.546,2.08362
3e-07,159.247,2.08691
3e-07,158.948,2.0902
3e-07,158.649,2.09351
3e-07,158.35,2.09682
3e-07,158.051,2.10013
3e-07,157.752,2.10346
3e-07,157.453,2.1068
3e-07,157.154,2.11014
3e-07,156.856,2.1135
3e-07,156.557,2.11686
3e-07,156.259,2.12023
3e-07,155.961,2.12361
3e-07,155.663,2.12699
3e-07,155.365,2.13039
3e-07,155.067,2.13379
3e-07,154.769,2.13721
3e-07,154.471,2.14063
3e-07,154.173,2.14406
3e-07,153.876,2.1475
3e-07,153.578,2.15095
3e-07,153.281,2.15441
3e-07,152.983,2.15788
3e-07,152.686,2.16135
3e-07,152.389,2.16484
3e-07,152.092,2.16833
3e-07,151.795,2.17184
3e-07,151.498,2.17535
3e-07,151.202,2.17887
3e-07,150.905,2.1824
3e-07,150.609,2.18594
3e-07,150.312,2.18949
3e-07,150.016,2.19305
3e-07,149.72,2.19662
3e-07,149.424,2.2002
3e-07,149.128,2.20378
3e-07,148.832,2.20738
3e-07,148.536,2.21099
3e-07,148.24,2.2146
3e-07,147.945,2.21823
3e-07,147.649,2.22186
3e-07,147.354,2.22551
3e-07,147.059,2.22916
3e-07,146.764,2.23283
3e-07,146.469,2.2365
3e-07,146.174,2.24019
3e-07,145.879,2.24388
3e-07,145.584,2.24758
3e-07,145.29,2.2513
3e-07,144.995,2.25502
3e-07,144.701,2.25875
3e-07,144.406,2.2625
3e-07,144.112,2.26625
3e-07,143.818,2.27001
3e-07,143.524,2.27379
3e-07,143.231,2.27757
3e-07,142.937,2.28137
3e-07,142.643,2.28517
3e-07,142.35,2.28899
3e-07,142.057,2.29281
3e-07,141.763,2.29665
3e-07,141.47,2.3005
3e-07,141.177,2.30435
3e-07,140.884,2.30822
3e-07,140.592,2.3121
3e-07,140.299,2.31599
3e-07,140.006,2.31989
3e-07,139.714,2.3238
3e-07,139.422,2.32772
3e-07,139.13,2.33165
3e-07,138.837,2.3356
3e-07,138.546,2.33955
3e-07,138.254,2.34351
3e-07,137.962,2.34749
3e-07,137.671,2.35148
3e-07,137.379,2.35547
3e-07,137.088,2.35948
3e-07,136.797,2.3635
3e-07,136.505,2.36754
3e-07,136.215,2.37158
3e-07,135.924,2.37563
3e-07,135.633,2.3797
3e-07,135.342,2.38377
3e-07,135.052,2.38786
3e-07,134.762,2.39196
3e-07,134.471,2.39607
3e-07,134.181,2.4002
3e-07,133.891,2.40433
3e-07,133.602,2.40848
3e-07,133.312,2.41264
3e-07,133.022,2.41681
3e-07,132.733,2.42099
3e-07,132.444,2.42518
3e-07,132.155,2.42939
3e-07,131.866,2.43361
3e-07,131.577,2.43784
3e-07,131.288,2.44208
3e-07,130.999,2.44633
3e-07,130.711,2.4506
3e-07,130.422,2.45488
3e-07,130.134,2.45917
3e-07,129.846,2.46347
3e-07,129.558,2.46779
3e-07,129.27,2.47212
3e-07,128.983,2.47646
3e-07,128.695,2.48081
3e-07,128.408,2.48518
3e-07,128.12,2.48956
3e-07,127.833,2.49395
3e-07,127.546,2.49835
3e-07,127.259,2.50277
3e-07,126.973,2.5072
3e-07,126.686,2.51164
3e-07,126.4,2.5161
3e-07,126.113,2.52057
3e-07,125.827,2.52505
3e-07,125.541,2.52955
3e-07,125.255,2.53406
3e-07,124.969,2.53858
3e-07,124.684,2.54311
3e-07,124.398,2.54766
3e-07,124.113,2.55223
3e-07,123.828,2.5568
3e-07,123.543,2.56139
3e-07,123.258,2.566
3e-07,122.973,2.57061
3e-07,122.689,2.57524
3e-07,122.404,2.57989
3e-07,122.12,2.58455
3e-07,121.836,2.58922
3e-07,121.552,2.59391
3e-07,121.268,2.59861
3e-07,120.984,2.60332
3e-07,120.701,2.60805
3e-07,120.418,2.6128
3e-07,120.134,2.61756
3e-07,119.851,2.62233
3e-07,119.568,2.62712
3e-07,119.286,2.63192
3e-07,119.003,2.63674
3e-07,118.72,2.64157
3e-07,118.438,2.64641
3e-07,118.156,2.65127
3e-07,117.874,2.65615
3e-07,117.592,2.66104
3e-07,117.31,2.66595
3e-07,117.029,2.67087
3e-07,116.748,2.6758
3e-07,116.466,2.68076
3e-07,116.185,2.68572
3e-07,115.904,2.69071
3e-07,115.624,2.6957
3e-07,115.343,2.70072
3e-07,115.063,2.70575
3e-07,114.782,2.71079
3e-07,114.502,2.71585
3e-07,114.222,2.72093
3e-07,113.943,2.72602
3e-07,113.663,2.73113
3e-07,113.384,2.73625
3e-07,113.104,2.74139
3e-07,112.825,2.74655
3e-07,112.546,2.75172
3e-07,112.267,2.75691
3e-07,111.989,2.76212
3e-07,111.71,2.76734
3e-07,111.432,2.77258
3e-07,111.154,2.77784
3e-07,110.876,2.78311
3e-07,110.598,2.7884
3e-07,110.321,2.79371
3e-07,110.043,2.79903
3e-07,109.766,2.80437
3e-07,109.489,2.80973
3e-07,109.212,2.8151
3e-07,108.935,2.8205
3e-07,108.659,2.82591
3e-07,108.382,2.83134
3e-07,108.106,2.83678
3e-07,107.83,2.84224
3e-07,107.554,2.84772
3e-07,107.278,2.85322
3e-07,107.003,2.85874
3e-07,106.727,2.86427
3e-07,106.452,2.86983
3e-07,106.177,2.8754
3e-07,105.902,2.88099
3e-07,105.628,2.8866
3e-07,105.353,2.89222
3e-07,105.079,2.89787
3e-07,104.805,2.90353
3e-07,104.531,2.90921
3e-07,104.257,2.91492
3e-07,103.984,2.92064
3e-07,103.71,2.92638
3e-07,103.437,2.93214
3e-07,103.164,2.93791
3e-07,102.891,2.94371
3e-07,102.619,2.94953
3e-07,102.346,2.95536
3e-07,102.074,2.96122
3e-07,101.802,2.9671
3e-07,101.53,2.97299
3e-07,101.258,2.97891
3e-07,100.987,2.98484
3e-07,100.715,2.9908
3e-07,100.444,2.99678
3e-07,100.173,3.00277
3e-07,99.9026,3.00879
3e-07,99.6321,3.01483
3e-07,99.3617,3.02089
3e-07,99.0915,3.02697
3e-07,98.8215,3.03307
3e-07,98.5517,3.03919
3e-07,98.2821,3.04533
3e-07,98.0127,3.0515
3e-07,97.7435,3.05768
3e-07,97.4745,3.06389
3e-07,97.2057,3.07012
3e-07,96.937,3.07637
3e-07,96.6686,3.08264
3e-07,96.4004,3.08893
3e-07,96.1323,3.09525
3e-07,95.8645,3.10159
3e-07,95.5969,3.10795
3e-07,95.3294,3.11433
3e-07,95.0622,3.12074
3e-07,94.7952,3.12716
3e-07,94.5284,3.13362
3e-07,94.2617,3.14009
3e-07,93.9953,3.14659
3e-07,93.7291,3.15311
3e-07,93.4631,3.15965
3e-07,93.1973,3.16622
3e-07,92.9317,3.17281
3e-07,92.6663,3.17942
3e-07,92.4011,3.18606
3e-07,92.1361,3.19272
3e-07,91.8713,3.1994
3e-07,91.6067,3.20611
3e-07,91.3424,3.21285
3e-07,91.0782,3.21961
3e-07,90.8143,3.22639
3e-07,90.5506,3.2332
3e-07,90.2871,3.24003
3e-07,90.0237,3.24689
3e-07,89.7607,3.25377
3e-07,89.4978,3.26068
3e-07,89.2351,3.26761
3e-07,88.9727,3.27457
3e-07,88.7104,3.28156
3e-07,88.4484,3.28857
3e-07,88.1866,3.2956
3e-07,87.925,3.30266
3e-07,87.6636,3.30975
3e-07,87.4025,3.31687
3e-07,87.1416,3.32401
3e-07,86.8808,3.33118
3e-07,86.6204,3.33837
3e-07,86.3601,3.3456
3e-07,86.1,3.35285
3e-07,85.8402,3.36012
3e-07,85.5806,3.36743
3e-07,85.3212,3.37476
3e-07,85.062,3.38212
3e-07,84.8031,3.38951
3e-07,84.5444,3.39692
3e-07,84.2859,3.40437
3e-07,84.0276,3.41184
3e-07,83.7696,3.41934
3e-07,83.5118,3.42687
3e-07,83.2542,3.43443
3e-07,82.9969,3.44202
3e-07,82.7397,3.44964
3e-07,82.4828,3.45728
3e-07,82.2262,3.46496
3e-07,81.9698,3.47267
3e-07,81.7136,3.4804
3e-07,81.4576,3.48817
3e-07,81.2018,3.49596
3e-07,80.9463,3.50379
3e-07,80.6911,3.51165
3e-07,80.436,3.51954
3e-07,80.1813,3.52746
3e-07,79.9267,3.53541
3e-07,79.6724,3.54339
3e-07,79.4183,3.5514
3e-07,79.1644,3.55945
3e-07,78.9108,3.56753
3e-07,78.6574,3.57564
3e-07,78.4043,3.58378
3e-07,78.1514,3.59195
3e-07,77.8988,3.60016
3e-07,77.6464,3.6084
3e-07,77.3942,3.61668
3e-07,77.1423,3.62498
3e-07,76.8906,3.63332
3e-07,76.6392,3.6417
3e-07,76.388,3.6501
3e-07,76.137,3.65855
3e-07,75.8863,3.66702
3e-07,75.6359,3.67553
3e-07,75.3857,3.68408
3e-07,75.1357,3.69266
3e-07,74.886,3.70128
3e-07,74.6366,3.70993
3e-07,74.3874,3.71861
3e-07,74.1384,3.72734
3e-07,73.8897,3.7361
3e-07,73.6413,3.74489
3e-07,73.3931,3.75372
3e-07,73.1451,3.76259
3e-07,72.8974,3.7715
3e-07,72.65,3.78044
3e-07,72.4028,3.78942
3e-07,72.1559,3.79844
3e-07,71.9092,3.80749
3e-07,71.6628,3.81659
3e-07,71.4167,3.82572
3e-07,71.1708,3.83489
3e-07,70.9251,3.8441
3e-07,70.6798,3.85335
3e-07,70.4347,3.86263
3e-07,70.1898,3.87196
3e-07,69.9452,3.88133
3e-07,69.7009,3.89074
3e-07,69.4568,3.90018
3e-07,69.213,3.90967
3e-07,68.9695,3.9192
3e-07,68.7263,3.92877
3e-07,68.4833,3.93838
3e-07,68.2405,3.94804
3e-07,67.9981,3.95773
3e-07,67.7559,3.96747
3e-07,67.514,3.97725
3e-07,67.2723,3.98707
3e-07,67.0309,3.99694
3e-07,66.7898,4.00684
3e-07,66.549,4.0168
3e-07,66.3084,4.02679
3e-07,66.0681,4.03683
3e-07,65.8281,4.04692
3e-07,65.5884,4.05705
3e-07,65.3489,4.06722
3e-07,65.1097,4.07744
3e-07,64.8708,4.0877
3e-07,64.6321,4.09802
3e-07,64.3938,4.10837
3e-07,64.1557,4.11878
3e-07,63.9179,4.12922
3e-07,63.6804,4.13972
3e-07,63.4432,4.15027
3e-07,63.2062,4.16086
3e-07,62.9695,4.1715
3e-07,62.7332,4.18219
3e-07,62.4971,4.19292
3e-07,62.2612,4.20371
3e-07,62.0257,4.21454
3e-07,61.7905,4.22543
3e-07,61.5555,4.23636
3e-07,61.3208,4.24735
3e-07,61.0865,4.25838
3e-07,60.8524,4.26947
3e-07,60.6186,4.28061
3e-07,60.3851,4.29179
3e-07,60.1519,4.30304
3e-07,59.9189,4.31433
3e-07,59.6863,4.32567
3e-07,59.454,4.33707
3e-07,59.2219,4.34852
3e-07,58.9902,4.36003
3e-07,58.7588,4.37159
3e-07,58.5276,4.3832
3e-07,58.2968,4.39487
3e-07,58.0662,4.4066
3e-07,57.836,4.41838
3e-07,57.606,4.43021
3e-07,57.3764,4.4421
3e-07,57.147,4.45405
3e-07,56.918,4.46606
3e-07,56.6892,4.47812
3e-07,56.4608,4.49024
3e-07,56.2327,4.50242
3e-07,56.0048,4.51465
3e-07,55.7773,4.52695
3e-07,55.5501,4.5393
3e-07,55.3232,4.55172
3e-07,55.0966,4.56419
3e-07,54.8703,4.57673
3e-07,54.6444,4.58933
3e-07,54.4187,4.60199
3e-07,54.1933,4.6147
3e-07,53.9683,4.62749
3e-07,53.7436,4.64033
3e-07,53.5192,4.65324
3e-07,53.2951,4.66621
3e-07,53.0713,4.67925
3e-07,52.8479,4.69235
3e-07,52.6248,4.70551
3e-07,52.4019,4.71874
3e-07,52.1794,4.73204
3e-07,51.9573,4.7454
3e-07,51.7354,4.75883
3e-07,51.5139,4.77232
3e-07,51.2927,4.78589
3e-07,51.0718,4.79952
3e-07,50.8512,4.81322
3e-07,50.631,4.82699
3e-07,50.4111,4.84083
3e-07,50.1915,4.85473
3e-07,49.9723,4.86871
3e-07,49.7534,4.88276
3e-07,49.5348,4.89688
3e-07,49.3165,4.91108
3e-07,49.0986,4.92534
3e-07,48.881,4.93968
3e-07,48.6638,4.95409
3e-07,48.4469,4.96858
3e-07,48.2303,4.98314
3e-07,48.0141,4.99777
3e-07,47.7981,5.01248
3e-07,47.5826,5.02727
3e-07,47.3674,5.04213
3e-07,47.1525,5.05707
3e-07,46.9379,5.07209
3e-07,46.7237,5.08719
3e-07,46.5099,5.10236
3e-07,46.2964,5.11762
3e-07,46.0832,5.13295
3e-07,45.8704,5.14836
3e-07,45.6579,5.16386
3e-07,45.4458,5.17944
3e-07,45.234,5.19509
3e-07,45.0226,5.21084
3e-07,44.8115,5.22666
3e-07,44.6008,5.24257
