L,Id/W,gm/Id
4.5e-07,1.40019e-09,15.3551
4.5e-07,1.3811e-09,15.1404
4.5e-07,1.36253e-09,14.9259
4.5e-07,1.34448e-09,14.7116
4.5e-07,1.32691e-09,14.4975
4.5e-07,1.30983e-09,14.2838
4.5e-07,1.29322e-09,14.0705
4.5e-07,1.27706e-09,13.8578
4.5e-07,1.26135e-09,13.6457
4.5e-07,1.24607e-09,13.4342
4.5e-07,1.23121e-09,13.2235
4.5e-07,1.21675e-09,13.0137
4.5e-07,1.20269e-09,12.8047
4.5e-07,1.18902e-09,12.5968
4.5e-07,1.17572e-09,12.3899
4.5e-07,1.16279e-09,12.1841
4.5e-07,1.15021e-09,11.9795
4.5e-07,1.13798e-09,11.7762
4.5e-07,1.12608e-09,11.5742
4.5e-07,1.11451e-09,11.3737
4.5e-07,1.10326e-09,11.1746
4.5e-07,1.09232e-09,10.977
4.5e-07,1.08167e-09,10.781
4.5e-07,1.07132e-09,10.5866
4.5e-07,1.06126e-09,10.3939
4.5e-07,1.05146e-09,10.203
4.5e-07,1.04194e-09,10.0138
4.5e-07,1.03268e-09,9.82652
4.5e-07,1.02368e-09,9.64109
4.5e-07,1.01492e-09,9.45759
4.5e-07,1.0064e-09,9.27604
4.5e-07,9.98114e-10,9.09651
4.5e-07,9.90057e-10,8.91901
4.5e-07,9.82222e-10,8.74358
4.5e-07,9.74602e-10,8.57025
4.5e-07,9.67191e-10,8.39905
4.5e-07,9.59983e-10,8.23001
4.5e-07,9.52974e-10,8.06315
4.5e-07,9.46158e-10,7.89849
4.5e-07,9.39528e-10,7.73605
4.5e-07,9.33081e-10,7.57584
4.5e-07,9.26812e-10,7.41789
4.5e-07,9.20714e-10,7.2622
4.5e-07,9.14785e-10,7.10879
4.5e-07,9.09018e-10,6.95767
4.5e-07,9.0341e-10,6.80883
4.5e-07,8.97956e-10,6.66229
4.5e-07,8.92653e-10,6.51804
4.5e-07,8.87495e-10,6.37609
4.5e-07,8.82479e-10,6.23645
4.5e-07,8.77602e-10,6.09909
4.5e-07,8.72858e-10,5.96403
4.5e-07,8.68246e-10,5.83125
4.5e-07,8.6376e-10,5.70075
4.5e-07,8.59398e-10,5.57252
4.5e-07,8.55157e-10,5.44655
4.5e-07,8.51032e-10,5.32282
4.5e-07,8.47021e-10,5.20133
4.5e-07,8.4312e-10,5.08206
4.5e-07,8.39327e-10,4.96499
4.5e-07,8.35639e-10,4.85011
4.5e-07,8.32053e-10,4.7374
4.5e-07,8.28566e-10,4.62684
4.5e-07,8.25175e-10,4.51841
4.5e-07,8.21878e-10,4.41209
4.5e-07,8.18672e-10,4.30787
4.5e-07,8.15554e-10,4.20571
4.5e-07,8.12523e-10,4.1056
4.5e-07,8.09576e-10,4.00752
4.5e-07,8.06711e-10,3.91143
4.5e-07,8.03925e-10,3.81732
4.5e-07,8.01216e-10,3.72515
4.5e-07,7.98582e-10,3.63491
4.5e-07,7.96022e-10,3.54657
4.5e-07,7.93533e-10,3.4601
4.5e-07,7.91112e-10,3.37548
4.5e-07,7.88759e-10,3.29268
4.5e-07,7.86472e-10,3.21167
4.5e-07,7.84248e-10,3.13242
4.5e-07,7.82087e-10,3.05491
4.5e-07,7.79985e-10,2.97911
4.5e-07,7.77943e-10,2.905
4.5e-07,7.75957e-10,2.83253
4.5e-07,7.74027e-10,2.7617
4.5e-07,7.72151e-10,2.69246
4.5e-07,7.70328e-10,2.6248
4.5e-07,7.68556e-10,2.55868
4.5e-07,7.66833e-10,2.49408
4.5e-07,7.65159e-10,2.43097
4.5e-07,7.63533e-10,2.36931
4.5e-07,7.61952e-10,2.3091
4.5e-07,7.60416e-10,2.25029
4.5e-07,7.58923e-10,2.19286
4.5e-07,7.57472e-10,2.13679
4.5e-07,7.56063e-10,2.08204
4.5e-07,7.54694e-10,2.0286
4.5e-07,7.53364e-10,1.97643
4.5e-07,7.52072e-10,1.92551
4.5e-07,7.50816e-10,1.87582
4.5e-07,7.49597e-10,1.82733
4.5e-07,7.48413e-10,1.78001
4.5e-07,7.47262e-10,1.73384
4.5e-07,7.46145e-10,1.6888
4.5e-07,7.45061e-10,1.64486
4.5e-07,7.44007e-10,1.602
4.5e-07,7.42985e-10,1.5602
4.5e-07,7.41992e-10,1.51943
4.5e-07,7.41028e-10,1.47966
4.5e-07,7.40093e-10,1.44089
4.5e-07,7.39185e-10,1.40308
4.5e-07,7.38304e-10,1.36622
4.5e-07,7.37449e-10,1.33028
4.5e-07,7.36619e-10,1.29524
4.5e-07,7.35815e-10,1.26108
4.5e-07,7.35034e-10,1.22779
4.5e-07,7.34277e-10,1.19534
4.5e-07,7.33543e-10,1.16371
4.5e-07,7.32831e-10,1.13288
4.5e-07,7.32141e-10,1.10284
4.5e-07,7.31473e-10,1.07356
4.5e-07,7.30825e-10,1.04504
4.5e-07,7.30197e-10,1.01724
4.5e-07,7.29589e-10,0.990156
4.5e-07,7.29e-10,0.96377
4.5e-07,7.28429e-10,0.938063
4.5e-07,7.27877e-10,0.913019
4.5e-07,7.27343e-10,0.888623
4.5e-07,7.26826e-10,0.864858
4.5e-07,7.26326e-10,0.84171
4.5e-07,7.25843e-10,0.819163
4.5e-07,7.25376e-10,0.797203
4.5e-07,7.24924e-10,0.775814
4.5e-07,7.24488e-10,0.754984
4.5e-07,7.24067e-10,0.734698
4.5e-07,7.2366e-10,0.714943
4.5e-07,7.23268e-10,0.695706
4.5e-07,7.2289e-10,0.676973
4.5e-07,7.22525e-10,0.658732
4.5e-07,7.22174e-10,0.640971
4.5e-07,7.21836e-10,0.623678
4.5e-07,7.2151e-10,0.606841
4.5e-07,7.21197e-10,0.590448
4.5e-07,7.20897e-10,0.574489
4.5e-07,7.20608e-10,0.558952
4.5e-07,7.2033e-10,0.543826
4.5e-07,7.20065e-10,0.529101
4.5e-07,7.1981e-10,0.514767
4.5e-07,7.19566e-10,0.500814
4.5e-07,7.19333e-10,0.487231
4.5e-07,7.19111e-10,0.47401
4.5e-07,7.18899e-10,0.461142
4.5e-07,7.18697e-10,0.448616
4.5e-07,7.18504e-10,0.436425
4.5e-07,7.18322e-10,0.424559
4.5e-07,7.18149e-10,0.413011
4.5e-07,7.17985e-10,0.401771
4.5e-07,7.1783e-10,0.390832
4.5e-07,7.17685e-10,0.380187
4.5e-07,7.17548e-10,0.369826
3e-07,75.298,1.83283
3e-07,75.1738,1.83526
3e-07,75.0496,1.83769
3e-07,74.9254,1.84012
3e-07,74.8013,1.84256
3e-07,74.6772,1.84501
3e-07,74.5532,1.84745
3e-07,74.4292,1.84991
3e-07,74.3052,1.85236
3e-07,74.1813,1.85482
3e-07,74.0574,1.85729
3e-07,73.9336,1.85975
3e-07,73.8098,1.86223
3e-07,73.686,1.8647
3e-07,73.5623,1.86718
3e-07,73.4387,1.86967
3e-07,73.3151,1.87216
3e-07,73.1915,1.87465
3e-07,73.068,1.87715
3e-07,72.9445,1.87966
3e-07,72.821,1.88216
3e-07,72.6977,1.88468
3e-07,72.5743,1.88719
3e-07,72.451,1.88971
3e-07,72.3277,1.89224
3e-07,72.2045,1.89477
3e-07,72.0814,1.8973
3e-07,71.9582,1.89984
3e-07,71.8352,1.90238
3e-07,71.7121,1.90493
3e-07,71.5891,1.90748
3e-07,71.4662,1.91004
3e-07,71.3433,1.9126
3e-07,71.2205,1.91517
3e-07,71.0977,1.91774
3e-07,70.9749,1.92032
3e-07,70.8522,1.9229
3e-07,70.7296,1.92548
3e-07,70.607,1.92807
3e-07,70.4844,1.93066
3e-07,70.3619,1.93326
3e-07,70.2394,1.93586
3e-07,70.117,1.93847
3e-07,69.9946,1.94109
3e-07,69.8723,1.9437
3e-07,69.7501,1.94633
3e-07,69.6278,1.94895
3e-07,69.5057,1.95159
3e-07,69.3836,1.95422
3e-07,69.2615,1.95686
3e-07,69.1395,1.95951
3e-07,69.0175,1.96216
3e-07,68.8956,1.96482
3e-07,68.7737,1.96748
3e-07,68.6519,1.97015
3e-07,68.5301,1.97282
3e-07,68.4084,1.97549
3e-07,68.2868,1.97817
3e-07,68.1652,1.98086
3e-07,68.0436,1.98355
3e-07,67.9221,1.98625
3e-07,67.8006,1.98895
3e-07,67.6792,1.99165
3e-07,67.5579,1.99437
3e-07,67.4366,1.99708
3e-07,67.3154,1.9998
3e-07,67.1942,2.00253
3e-07,67.073,2.00526
3e-07,66.9519,2.008
3e-07,66.8309,2.01074
3e-07,66.7099,2.01349
3e-07,66.589,2.01624
3e-07,66.4682,2.019
3e-07,66.3473,2.02176
3e-07,66.2266,2.02453
3e-07,66.1059,2.0273
3e-07,65.9852,2.03008
3e-07,65.8646,2.03287
3e-07,65.7441,2.03566
3e-07,65.6236,2.03845
3e-07,65.5032,2.04125
3e-07,65.3828,2.04406
3e-07,65.2625,2.04687
3e-07,65.1423,2.04968
3e-07,65.0221,2.05251
3e-07,64.9019,2.05533
3e-07,64.7818,2.05817
3e-07,64.6618,2.06101
3e-07,64.5418,2.06385
3e-07,64.4219,2.0667
3e-07,64.302,2.06955
3e-07,64.1822,2.07242
3e-07,64.0625,2.07528
3e-07,63.9428,2.07815
3e-07,63.8232,2.08103
3e-07,63.7036,2.08391
3e-07,63.5841,2.0868
3e-07,63.4647,2.0897
3e-07,63.3453,2.0926
3e-07,63.226,2.0955
3e-07,63.1067,2.09842
3e-07,62.9875,2.10133
3e-07,62.8683,2.10426
3e-07,62.7492,2.10719
3e-07,62.6302,2.11012
3e-07,62.5112,2.11306
3e-07,62.3923,2.11601
3e-07,62.2735,2.11896
3e-07,62.1547,2.12192
3e-07,62.036,2.12489
3e-07,61.9173,2.12786
3e-07,61.7987,2.13083
3e-07,61.6801,2.13382
3e-07,61.5617,2.1368
3e-07,61.4432,2.1398
3e-07,61.3249,2.1428
3e-07,61.2066,2.14581
3e-07,61.0884,2.14882
3e-07,60.9702,2.15184
3e-07,60.8521,2.15486
3e-07,60.734,2.15789
3e-07,60.6161,2.16093
3e-07,60.4981,2.16398
3e-07,60.3803,2.16703
3e-07,60.2625,2.17008
3e-07,60.1448,2.17314
3e-07,60.0271,2.17621
3e-07,59.9095,2.17929
3e-07,59.792,2.18237
3e-07,59.6745,2.18546
3e-07,59.5571,2.18855
3e-07,59.4398,2.19165
3e-07,59.3225,2.19476
3e-07,59.2053,2.19787
3e-07,59.0882,2.20099
3e-07,58.9711,2.20412
3e-07,58.8541,2.20725
3e-07,58.7372,2.21039
3e-07,58.6203,2.21354
3e-07,58.5035,2.21669
3e-07,58.3867,2.21985
3e-07,58.2701,2.22301
3e-07,58.1535,2.22619
3e-07,58.0369,2.22937
3e-07,57.9204,2.23255
3e-07,57.804,2.23574
3e-07,57.6877,2.23894
3e-07,57.5714,2.24215
3e-07,57.4552,2.24536
3e-07,57.3391,2.24858
3e-07,57.223,2.25181
3e-07,57.1071,2.25504
3e-07,56.9911,2.25828
3e-07,56.8753,2.26153
3e-07,56.7595,2.26479
3e-07,56.6438,2.26805
3e-07,56.5281,2.27131
3e-07,56.4125,2.27459
3e-07,56.297,2.27787
3e-07,56.1816,2.28116
3e-07,56.0662,2.28446
3e-07,55.9509,2.28776
3e-07,55.8357,2.29107
3e-07,55.7206,2.29439
3e-07,55.6055,2.29772
3e-07,55.4905,2.30105
3e-07,55.3755,2.30439
3e-07,55.2607,2.30773
3e-07,55.1459,2.31109
3e-07,55.0311,2.31445
3e-07,54.9165,2.31782
3e-07,54.8019,2.32119
3e-07,54.6874,2.32458
3e-07,54.573,2.32797
3e-07,54.4586,2.33137
3e-07,54.3443,2.33477
3e-07,54.2301,2.33819
3e-07,54.116,2.34161
3e-07,54.0019,2.34504
3e-07,53.8879,2.34847
3e-07,53.774,2.35192
3e-07,53.6602,2.35537
3e-07,53.5464,2.35883
3e-07,53.4327,2.36229
3e-07,53.3191,2.36577
3e-07,53.2055,2.36925
3e-07,53.0921,2.37274
3e-07,52.9787,2.37624
3e-07,52.8653,2.37974
3e-07,52.7521,2.38326
3e-07,52.6389,2.38678
3e-07,52.5258,2.39031
3e-07,52.4128,2.39385
3e-07,52.2999,2.39739
3e-07,52.187,2.40095
3e-07,52.0742,2.40451
3e-07,51.9615,2.40808
3e-07,51.8489,2.41165
3e-07,51.7363,2.41524
3e-07,51.6239,2.41883
3e-07,51.5115,2.42244
3e-07,51.3991,2.42605
3e-07,51.2869,2.42966
3e-07,51.1747,2.43329
3e-07,51.0626,2.43693
3e-07,50.9506,2.44057
3e-07,50.8387,2.44422
3e-07,50.7268,2.44788
3e-07,50.6151,2.45155
3e-07,50.5034,2.45523
3e-07,50.3918,2.45892
3e-07,50.2802,2.46261
3e-07,50.1688,2.46631
3e-07,50.0574,2.47002
3e-07,49.9461,2.47374
3e-07,49.8349,2.47747
3e-07,49.7238,2.48121
3e-07,49.6127,2.48496
3e-07,49.5017,2.48871
3e-07,49.3908,2.49248
3e-07,49.28,2.49625
3e-07,49.1693,2.50003
3e-07,49.0587,2.50382
3e-07,48.9481,2.50762
3e-07,48.8376,2.51143
3e-07,48.7272,2.51525
3e-07,48.6169,2.51907
3e-07,48.5067,2.52291
3e-07,48.3965,2.52675
3e-07,48.2864,2.53061
3e-07,48.1764,2.53447
3e-07,48.0665,2.53834
3e-07,47.9567,2.54222
3e-07,47.847,2.54611
3e-07,47.7373,2.55001
3e-07,47.6278,2.55392
3e-07,47.5183,2.55784
3e-07,47.4089,2.56177
3e-07,47.2995,2.56571
3e-07,47.1903,2.56965
3e-07,47.0812,2.57361
3e-07,46.9721,2.57758
3e-07,46.8631,2.58155
3e-07,46.7542,2.58554
3e-07,46.6454,2.58953
3e-07,46.5367,2.59354
3e-07,46.4281,2.59755
3e-07,46.3195,2.60158
3e-07,46.211,2.60561
3e-07,46.1027,2.60965
3e-07,45.9944,2.61371
3e-07,45.8862,2.61777
3e-07,45.7781,2.62185
3e-07,45.67,2.62593
3e-07,45.5621,2.63002
3e-07,45.4542,2.63413
3e-07,45.3465,2.63824
3e-07,45.2388,2.64237
3e-07,45.1312,2.6465
3e-07,45.0237,2.65065
3e-07,44.9163,2.6548
3e-07,44.8089,2.65897
3e-07,44.7017,2.66314
3e-07,44.5945,2.66733
3e-07,44.4875,2.67153
3e-07,44.3805,2.67573
3e-07,44.2736,2.67995
3e-07,44.1668,2.68418
3e-07,44.0601,2.68842
3e-07,43.9535,2.69267
3e-07,43.847,2.69693
3e-07,43.7405,2.7012
3e-07,43.6342,2.70548
3e-07,43.5279,2.70977
3e-07,43.4218,2.71408
3e-07,43.3157,2.71839
3e-07,43.2097,2.72272
3e-07,43.1038,2.72706
3e-07,42.998,2.7314
3e-07,42.8923,2.73576
3e-07,42.7867,2.74013
3e-07,42.6812,2.74451
3e-07,42.5758,2.74891
3e-07,42.4704,2.75331
3e-07,42.3652,2.75772
3e-07,42.26,2.76215
3e-07,42.155,2.76659
3e-07,42.05,2.77104
3e-07,41.9451,2.7755
3e-07,41.8403,2.77997
3e-07,41.7356,2.78446
3e-07,41.631,2.78895
3e-07,41.5265,2.79346
3e-07,41.4221,2.79798
3e-07,41.3178,2.80251
3e-07,41.2136,2.80705
3e-07,41.1095,2.81161
3e-07,41.0054,2.81617
3e-07,40.9015,2.82075
3e-07,40.7977,2.82534
3e-07,40.6939,2.82995
3e-07,40.5903,2.83456
3e-07,40.4867,2.83919
3e-07,40.3833,2.84383
3e-07,40.2799,2.84848
3e-07,40.1766,2.85315
3e-07,40.0735,2.85782
3e-07,39.9704,2.86251
3e-07,39.8674,2.86721
3e-07,39.7645,2.87193
3e-07,39.6618,2.87665
3e-07,39.5591,2.88139
3e-07,39.4565,2.88615
3e-07,39.354,2.89091
3e-07,39.2516,2.89569
3e-07,39.1493,2.90048
3e-07,39.0471,2.90528
3e-07,38.945,2.9101
3e-07,38.843,2.91493
3e-07,38.7411,2.91977
3e-07,38.6393,2.92463
3e-07,38.5376,2.9295
3e-07,38.436,2.93438
3e-07,38.3345,2.93928
3e-07,38.233,2.94419
3e-07,38.1317,2.94911
3e-07,38.0305,2.95405
3e-07,37.9294,2.959
3e-07,37.8284,2.96396
3e-07,37.7275,2.96894
3e-07,37.6267,2.97393
3e-07,37.526,2.97893
3e-07,37.4254,2.98395
3e-07,37.3249,2.98898
3e-07,37.2245,2.99403
3e-07,37.1242,2.99909
3e-07,37.0239,3.00416
3e-07,36.9238,3.00925
3e-07,36.8238,3.01436
3e-07,36.7239,3.01947
3e-07,36.6241,3.0246
3e-07,36.5245,3.02975
3e-07,36.4249,3.03491
3e-07,36.3254,3.04009
3e-07,36.226,3.04527
3e-07,36.1267,3.05048
3e-07,36.0275,3.0557
3e-07,35.9284,3.06093
3e-07,35.8295,3.06618
3e-07,35.7306,3.07144
3e-07,35.6318,3.07672
3e-07,35.5332,3.08202
3e-07,35.4346,3.08732
3e-07,35.3361,3.09265
3e-07,35.2378,3.09799
3e-07,35.1396,3.10334
3e-07,35.0414,3.10871
3e-07,34.9434,3.1141
3e-07,34.8454,3.1195
3e-07,34.7476,3.12491
3e-07,34.6499,3.13034
3e-07,34.5523,3.13579
3e-07,34.4548,3.14126
3e-07,34.3574,3.14674
3e-07,34.2601,3.15223
3e-07,34.1629,3.15774
3e-07,34.0658,3.16327
3e-07,33.9688,3.16881
3e-07,33.8719,3.17437
3e-07,33.7752,3.17995
3e-07,33.6785,3.18554
3e-07,33.582,3.19115
3e-07,33.4855,3.19678
3e-07,33.3892,3.20242
3e-07,33.293,3.20808
3e-07,33.1968,3.21375
3e-07,33.1008,3.21944
3e-07,33.0049,3.22515
3e-07,32.9091,3.23088
3e-07,32.8134,3.23662
3e-07,32.7179,3.24238
3e-07,32.6224,3.24816
3e-07,32.527,3.25396
3e-07,32.4318,3.25977
3e-07,32.3366,3.2656
3e-07,32.2416,3.27145
3e-07,32.1467,3.27731
3e-07,32.0519,3.28319
3e-07,31.9572,3.28909
3e-07,31.8626,3.29501
3e-07,31.7681,3.30095
3e-07,31.6737,3.3069
3e-07,31.5795,3.31288
3e-07,31.4853,3.31887
3e-07,31.3913,3.32487
3e-07,31.2974,3.3309
3e-07,31.2036,3.33695
3e-07,31.1099,3.34301
3e-07,31.0163,3.34909
3e-07,30.9228,3.3552
3e-07,30.8294,3.36132
3e-07,30.7362,3.36746
3e-07,30.643,3.37361
3e-07,30.55,3.37979
3e-07,30.4571,3.38599
3e-07,30.3643,3.3922
3e-07,30.2716,3.39844
3e-07,30.179,3.40469
3e-07,30.0865,3.41097
3e-07,29.9942,3.41726
3e-07,29.9019,3.42358
3e-07,29.8098,3.42991
3e-07,29.7178,3.43626
3e-07,29.6259,3.44263
3e-07,29.5341,3.44903
3e-07,29.4425,3.45544
3e-07,29.3509,3.46188
3e-07,29.2595,3.46833
3e-07,29.1682,3.4748
3e-07,29.077,3.4813
3e-07,28.9859,3.48781
3e-07,28.8949,3.49435
3e-07,28.804,3.50091
3e-07,28.7133,3.50749
3e-07,28.6227,3.51409
3e-07,28.5321,3.52071
3e-07,28.4417,3.52735
3e-07,28.3515,3.53401
3e-07,28.2613,3.5407
3e-07,28.1713,3.5474
3e-07,28.0813,3.55413
3e-07,27.9915,3.56088
3e-07,27.9018,3.56765
3e-07,27.8123,3.57445
3e-07,27.7228,3.58126
3e-07,27.6335,3.5881
3e-07,27.5442,3.59496
3e-07,27.4551,3.60185
3e-07,27.3661,3.60875
3e-07,27.2773,3.61568
3e-07,27.1885,3.62263
3e-07,27.0999,3.62961
3e-07,27.0114,3.6366
3e-07,26.923,3.64362
3e-07,26.8347,3.65067
3e-07,26.7466,3.65773
3e-07,26.6585,3.66482
3e-07,26.5706,3.67194
3e-07,26.4828,3.67908
3e-07,26.3952,3.68624
3e-07,26.3076,3.69342
3e-07,26.2202,3.70063
3e-07,26.1329,3.70787
3e-07,26.0457,3.71513
3e-07,25.9586,3.72241
3e-07,25.8717,3.72971
3e-07,25.7848,3.73705
3e-07,25.6981,3.7444
3e-07,25.6115,3.75178
3e-07,25.5251,3.75919
3e-07,25.4387,3.76662
3e-07,25.3525,3.77408
3e-07,25.2664,3.78156
3e-07,25.1805,3.78907
3e-07,25.0946,3.7966
3e-07,25.0089,3.80416
3e-07,24.9233,3.81175
3e-07,24.8378,3.81936
3e-07,24.7524,3.827
3e-07,24.6672,3.83466
3e-07,24.5821,3.84236
3e-07,24.4971,3.85007
3e-07,24.4122,3.85782
3e-07,24.3275,3.86559
3e-07,24.2429,3.87339
3e-07,24.1584,3.88121
3e-07,24.074,3.88906
3e-07,23.9898,3.89695
3e-07,23.9057,3.90485
3e-07,23.8217,3.91279
3e-07,23.7378,3.92075
3e-07,23.6541,3.92874
3e-07,23.5704,3.93676
3e-07,23.4869,3.94481
3e-07,23.4036,3.95289
3e-07,23.3203,3.96099
3e-07,23.2372,3.96913
3e-07,23.1542,3.97729
3e-07,23.0714,3.98548
3e-07,22.9886,3.9937
3e-07,22.906,4.00196
3e-07,22.8236,4.01024
3e-07,22.7412,4.01855
3e-07,22.659,4.02689
3e-07,22.5769,4.03526
3e-07,22.4949,4.04366
3e-07,22.4131,4.05209
3e-07,22.3314,4.06055
3e-07,22.2498,4.06904
3e-07,22.1683,4.07756
3e-07,22.087,4.08611
3e-07,22.0058,4.0947
3e-07,21.9247,4.10331
3e-07,21.8438,4.11196
3e-07,21.763,4.12064
3e-07,21.6823,4.12935
3e-07,21.6017,4.13809
3e-07,21.5213,4.14687
3e-07,21.441,4.15568
3e-07,21.3608,4.16452
3e-07,21.2808,4.17339
3e-07,21.2009,4.18229
3e-07,21.1211,4.19123
3e-07,21.0415,4.2002
3e-07,20.9619,4.20921
3e-07,20.8826,4.21825
3e-07,20.8033,4.22732
3e-07,20.7242,4.23643
3e-07,20.6452,4.24557
3e-07,20.5663,4.25474
3e-07,20.4876,4.26395
3e-07,20.409,4.27319
3e-07,20.3305,4.28247
3e-07,20.2522,4.29179
3e-07,20.174,4.30114
3e-07,20.0959,4.31052
3e-07,20.018,4.31994
3e-07,19.9402,4.3294
3e-07,19.8625,4.33889
3e-07,19.785,4.34842
3e-07,19.7076,4.35798
3e-07,19.6303,4.36758
3e-07,19.5532,4.37722
3e-07,19.4762,4.3869
3e-07,19.3993,4.39661
3e-07,19.3226,4.40636
3e-07,19.246,4.41614
3e-07,19.1695,4.42597
3e-07,19.0932,4.43583
3e-07,19.017,4.44573
3e-07,18.941,4.45567
3e-07,18.865,4.46565
3e-07,18.7892,4.47567
3e-07,18.7136,4.48573
3e-07,18.6381,4.49582
3e-07,18.5627,4.50596
3e-07,18.4874,4.51613
3e-07,18.4123,4.52635
3e-07,18.3373,4.5366
3e-07,18.2625,4.5469
3e-07,18.1878,4.55723
3e-07,18.1132,4.56761
3e-07,18.0388,4.57803
3e-07,17.9645,4.58849
3e-07,17.8904,4.59899
3e-07,17.8163,4.60953
3e-07,17.7425,4.62012
3e-07,17.6687,4.63074
3e-07,17.5951,4.64141
3e-07,17.5216,4.65213
3e-07,17.4483,4.66288
3e-07,17.3751,4.67368
3e-07,17.3021,4.68452
3e-07,17.2292,4.69541
3e-07,17.1564,4.70634
3e-07,17.0837,4.71731
3e-07,17.0112,4.72833
3e-07,16.9389,4.73939
3e-07,16.8667,4.7505
3e-07,16.7946,4.76166
3e-07,16.7227,4.77285
3e-07,16.6509,4.7841
3e-07,16.5792,4.79539
3e-07,16.5077,4.80673
3e-07,16.4363,4.81811
3e-07,16.3651,4.82954
3e-07,16.294,4.84102
3e-07,16.223,4.85254
3e-07,16.1522,4.86411
3e-07,16.0815,4.87573
3e-07,16.011,4.8874
3e-07,15.9406,4.89911
3e-07,15.8703,4.91088
3e-07,15.8002,4.92269
3e-07,15.7303,4.93455
3e-07,15.6604,4.94647
3e-07,15.5908,4.95843
3e-07,15.5212,4.97044
3e-07,15.4518,4.9825
3e-07,15.3826,4.99462
3e-07,15.3135,5.00678
3e-07,15.2445,5.01899
3e-07,15.1757,5.03126
3e-07,15.107,5.04358
3e-07,15.0385,5.05595
3e-07,14.9701,5.06837
3e-07,14.9018,5.08085
3e-07,14.8337,5.09338
3e-07,14.7658,5.10596
3e-07,14.6979,5.11859
3e-07,14.6303,5.13128
3e-07,14.5627,5.14402
3e-07,14.4954,5.15682
3e-07,14.4281,5.16967
3e-07,14.361,5.18258
3e-07,14.2941,5.19554
3e-07,14.2273,5.20856
3e-07,14.1606,5.22164
3e-07,14.0941,5.23477
3e-07,14.0278,5.24796
3e-07,13.9616,5.2612
3e-07,13.8955,5.2745
3e-07,13.8296,5.28786
3e-07,13.7638,5.30128
3e-07,13.6982,5.31476
3e-07,13.6327,5.32829
3e-07,13.5673,5.34189
3e-07,13.5022,5.35554
3e-07,13.4371,5.36925
3e-07,13.3722,5.38303
3e-07,13.3075,5.39686
3e-07,13.2429,5.41075
3e-07,13.1784,5.42471
3e-07,13.1141,5.43872
3e-07,13.05,5.4528
3e-07,12.986,5.46694
3e-07,12.9221,5.48115
3e-07,12.8584,5.49541
3e-07,12.7949,5.50974
3e-07,12.7315,5.52413
3e-07,12.6682,5.53859
3e-07,12.6051,5.55311
3e-07,12.5422,5.56769
3e-07,12.4794,5.58234
3e-07,12.4167,5.59706
3e-07,12.3542,5.61184
3e-07,12.2919,5.62669
3e-07,12.2297,5.6416
3e-07,12.1676,5.65658
3e-07,12.1057,5.67163
3e-07,12.044,5.68674
3e-07,11.9824,5.70193
3e-07,11.9209,5.71718
3e-07,11.8596,5.7325
3e-07,11.7985,5.74789
3e-07,11.7375,5.76335
3e-07,11.6767,5.77888
3e-07,11.616,5.79448
3e-07,11.5554,5.81015
3e-07,11.4951,5.82589
3e-07,11.4348,5.8417
3e-07,11.3748,5.85759
3e-07,11.3148,5.87354
3e-07,11.2551,5.88957
3e-07,11.1955,5.90568
3e-07,11.136,5.92185
3e-07,11.0767,5.9381
3e-07,11.0176,5.95443
3e-07,10.9586,5.97083
3e-07,10.8997,5.9873
3e-07,10.841,6.00385
3e-07,10.7825,6.02048
3e-07,10.7241,6.03718
3e-07,10.6659,6.05396
3e-07,10.6078,6.07081
3e-07,10.5499,6.08775
3e-07,10.4922,6.10476
3e-07,10.4346,6.12185
3e-07,10.3771,6.13902
3e-07,10.3199,6.15627
3e-07,10.2627,6.1736
3e-07,10.2058,6.19101
3e-07,10.1489,6.2085
3e-07,10.0923,6.22607
3e-07,10.0358,6.24373
3e-07,9.97944,6.26146
3e-07,9.92325,6.27928
3e-07,9.86723,6.29718
3e-07,9.81136,6.31516
3e-07,9.75564,6.33323
3e-07,9.70009,6.35138
3e-07,9.64469,6.36962
3e-07,9.58945,6.38794
3e-07,9.53437,6.40634
3e-07,9.47945,6.42484
3e-07,9.42469,6.44342
3e-07,9.37009,6.46208
3e-07,9.31565,6.48084
3e-07,9.26137,6.49968
3e-07,9.20724,6.51861
3e-07,9.15328,6.53763
3e-07,9.09948,6.55674
3e-07,9.04583,6.57593
3e-07,8.99235,6.59522
3e-07,8.93903,6.6146
3e-07,8.88587,6.63407
3e-07,8.83287,6.65363
3e-07,8.78003,6.67328
3e-07,8.72735,6.69303
3e-07,8.67483,6.71286
3e-07,8.62248,6.7328
3e-07,8.57028,6.75282
3e-07,8.51825,6.77294
3e-07,8.46638,6.79315
3e-07,8.41468,6.81346
3e-07,8.36313,6.83387
3e-07,8.31175,6.85437
3e-07,8.26053,6.87497
3e-07,8.20948,6.89566
3e-07,8.15859,6.91645
3e-07,8.10786,6.93734
3e-07,8.05729,6.95833
3e-07,8.00689,6.97942
3e-07,7.95665,7.00061
3e-07,7.90658,7.02189
3e-07,7.85667,7.04328
3e-07,7.80692,7.06477
3e-07,7.75734,7.08636
3e-07,7.70792,7.10805
3e-07,7.65867,7.12984
3e-07,7.60959,7.15173
3e-07,7.56067,7.17373
3e-07,7.51191,7.19583
3e-07,7.46332,7.21804
3e-07,7.41489,7.24035
